Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.4e-05,18.842215,[64 14] ; [70 64],[49.30188679 28.69811321] ; [84.69811321 49.30188679],1
s2,1,0.00017,14.138393,[51 30] ; [49 85],[37.6744186 43.3255814] ; [62.3255814 71.6744186],1
b5,1,0.00091,11.002975,[25 56] ; [73 62],[36.75 44.25] ; [61.25 73.75],1
r4,1,0.001319,10.31558,[74  7] ; [99 36],[64.875 16.125] ; [108.125  26.875],0
d1,1,0.00137,10.245416,[50 31] ; [53 82],[38.625 42.375] ; [64.375 70.625],0
s4,1,0.002089,9.469772,[22 58] ; [ 15 120],[13.76744186 66.23255814] ; [ 23.23255814 111.76744186],0
d4,1,0.002208,9.368302,[69 11] ; [91 44],[59.53488372 20.46511628] ; [100.46511628  34.53488372],0
d5,1,0.003242,8.665889,[68 12] ; [90 45],[58.79069767 21.20930233] ; [99.20930233 35.79069767],0
p7,1,0.004038,8.266466,[60 20] ; [73 59],[50.18867925 29.81132075] ; [82.81132075 49.18867925],0
s3,1,0.00485,7.934617,[52 29] ; [59 74],[42.01401869 38.98598131] ; [68.98598131 64.01401869],0
r1,1,0.005603,7.673684,[66 15] ; [86 49],[57. 24.] ; [95. 40.],0
p6,1,0.005705,7.641069,[36 44] ; [35 97],[26.79245283 53.20754717] ; [44.20754717 87.79245283],0
p3,1,0.006977,7.278816,[48 33] ; [54 80],[38.42790698 42.57209302] ; [63.57209302 70.42790698],0
p5,1,0.007459,7.158916,[17 64] ; [ 11 122],[10.59813084 70.40186916] ; [ 17.40186916 115.59813084],0
a4,1,0.007466,7.157297,[45 36] ; [49 84],[35.57943925 45.42056075] ; [58.42056075 74.57943925],0
a5,1,0.010105,6.616216,[64 17] ; [84 51],[55.5 25.5] ; [92.5 42.5],0
p10,1,0.011585,6.373271,[69 12] ; [93 40],[61.31775701 19.68224299] ; [100.68224299  32.31775701],0
p4,1,0.015143,5.899812,[51 30] ; [61 72],[42.39252336 38.60747664] ; [69.60747664 63.39252336],0
d2,1,0.02095,5.330957,[47 34] ; [56 78],[38.80465116 42.19534884] ; [64.19534884 69.80465116],0
r2,1,0.02211,5.237124,[77  4] ; [112  20],[71.87323944  9.12676056] ; [117.12676056  14.87323944],0
b4,1,0.02868,4.786717,[52 29] ; [66 69],[44.25 36.75] ; [73.75 61.25],0
s8,1,0.037961,4.306762,[46 35] ; [57 78],[38.625 42.375] ; [64.375 70.625],0
p8,1,0.055559,3.665227,[46 34] ; [58 74],[39.24528302 40.75471698] ; [64.75471698 67.24528302],0
a2,1,0.058487,3.579781,[10 71] ; [  7 128],[ 6.375 74.625] ; [ 10.625 124.375],0
u3,1,0.058663,3.574778,[11  9] ; [14 32],[ 7.57575758 12.42424242] ; [17.42424242 28.57575758],0
s7,1,0.077839,3.109447,[47 32] ; [61 69],[40.82296651 38.17703349] ; [67.17703349 62.82296651],0
v1,1,0.084589,2.974441,[45 34] ; [59 73],[38.93838863 40.06161137] ; [65.06161137 66.93838863],0
p9,1,0.100222,2.702004,[70 11] ; [102  30],[65.4084507 15.5915493] ; [106.5915493  25.4084507],0
a3,1,0.111107,2.538399,[61 19] ; [89 46],[55.81395349 24.18604651] ; [94.18604651 40.81395349],0
d3,1,0.111969,2.526206,[42 39] ; [55 80],[36.375 44.625] ; [60.625 74.375],0
a1,1,0.125047,2.352941,[ 7 74] ; [  5 130],[ 4.5 76.5] ; [  7.5 127.5],0
n2,1,0.174313,1.845456,[14  4] ; [25 17],[11.7  6.3] ; [27.3 14.7],0
r3,1,0.179712,1.8,[75  6] ; [117  18],[72.  9.] ; [120.  15.],0
b1,1,0.191266,1.70784,[41 40] ; [56 79],[36.375 44.625] ; [60.625 74.375],0
v4,1,0.225442,1.469388,[76  5] ; [120  15],[73.5  7.5] ; [122.5  12.5],0
p2,1,0.234161,1.415405,[66 15] ; [99 34],[62.45327103 18.54672897] ; [102.54672897  30.45327103],0
v2,1,0.24863,1.330986,[41 39] ; [56 74],[36.95238095 43.04761905] ; [60.04761905 69.95238095],0
u4,1,0.293042,1.105592,[ 3 78] ; [  2 133],[ 1.875 79.125] ; [  3.125 131.875],0
n5,1,0.417649,0.656922,[70 11] ; [111  24],[67.875 13.125] ; [113.125  21.875],0
b3,1,0.459863,0.546229,[24 27] ; [37 54],[21.9084507 29.0915493] ; [39.0915493 51.9084507],0
b2,1,0.459863,0.546229,[24 27] ; [37 54],[21.9084507 29.0915493] ; [39.0915493 51.9084507],0
n3,1,0.488081,0.480755,[12  5] ; [25 16],[10.84482759  6.15517241] ; [26.15517241 14.84482759],0
p12,1,0.508995,0.436133,[ 6 74] ; [  7 126],[ 4.88262911 75.11737089] ; [  8.11737089 124.88262911],0
n1,1,0.523882,0.406245,[ 8 10] ; [15 27],[ 6.9 11.1] ; [16.1 25.9],0
n4,1,0.5343,0.386207,[67 14] ; [107  28],[65.25 15.75] ; [108.75  26.25],0
p11,1,0.579908,0.306383,[65 16] ; [104  31],[63.375 17.625] ; [105.625  29.375],0
p1,1,0.602161,0.271749,[ 7 74] ; [  9 125],[ 6.02790698 74.97209302] ; [  9.97209302 124.02790698],0
s1,1,0.66851,0.18335,[ 4 77] ; [  5 129],[ 3.39069767 77.60930233] ; [  5.60930233 128.39069767],0
v3,1,0.709334,0.138943,[34 47] ; [52 80],[32.70422535 48.29577465] ; [53.29577465 78.70422535],0
u1,1,0.759006,0.094118,[ 5 76] ; [  7 128],[ 4.5 76.5] ; [  7.5 127.5],0
u2,1,0.863063,0.029748,[ 7 12] ; [18 28],[ 7.30769231 11.69230769] ; [17.69230769 28.30769231],0
a8,1,0.991172,0.000122,[ 9 71] ; [ 14 111],[ 8.97560976 71.02439024] ; [ 14.02439024 110.97560976],0
a6,1,1.0,0.0,[33 48] ; [55 80],[33. 48.] ; [55. 80.],0
