Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,28.128502,[14 88] ; [16  9],[24.09448819 77.90551181] ; [ 5.90551181 19.09448819],1
p7,1,1.9e-05,18.238817,[26 73] ; [18  7],[35.12903226 63.87096774] ; [ 8.87096774 16.12903226],1
s2,1,2.9e-05,17.496946,[31 71] ; [19  6],[40.15748031 61.84251969] ; [ 9.84251969 15.15748031],1
s6,1,6.9e-05,15.834319,[45 58] ; [22  3],[53.9140625 49.0859375] ; [13.0859375 11.9140625],1
v2,1,0.00054,11.973047,[36 62] ; [17  5],[43.28333333 54.71666667] ; [ 9.71666667 12.28333333],1
v1,1,0.000668,11.575014,[31 69] ; [17  8],[38.4 61.6] ; [ 9.6 15.4],1
s5,1,0.001867,9.676317,[18 81] ; [12 13],[23.9516129 75.0483871] ; [ 6.0483871 18.9516129],0
p4,1,0.003357,8.602565,[24 77] ; [13 11],[29.896 71.104] ; [ 7.104 16.896],0
s8,1,0.007523,7.143641,[34 69] ; [15  9],[39.74015748 63.25984252] ; [ 9.25984252 14.74015748],0
s7,1,0.007912,7.053201,[32 65] ; [15  9],[37.67768595 59.32231405] ; [ 9.32231405 14.67768595],0
r4,1,0.010155,6.607571,[68 35] ; [23  2],[73.2265625 29.7734375] ; [17.7734375  7.2265625],0
p9,1,0.015907,5.813154,[58 42] ; [21  4],[63.2 36.8] ; [15.8  9.2],0
n6,1,0.021986,5.246881,[76 26] ; [23  1],[80.14285714 21.85714286] ; [18.85714286  5.14285714],0
r3,1,0.042227,4.126096,[75 28] ; [23  2],[78.859375 24.140625] ; [19.140625  5.859375],0
u3,1,0.06312,3.453453,[16 21] ; [7 2],[18.5 18.5] ; [4.5 4.5],0
p3,1,0.06352,3.443006,[31 72] ; [12 12],[34.87401575 68.12598425] ; [ 8.12598425 15.87401575],0
p5,1,0.082167,3.021511,[ 8 91] ; [ 5 20],[10.37903226 88.62096774] ; [ 2.62096774 22.37903226],0
p12,1,0.089037,2.891701,[ 6 97] ; [ 4 21],[ 8.046875 94.953125] ; [ 1.953125 23.046875],0
s3,1,0.094853,2.790017,[44 57] ; [15  9],[47.672 53.328] ; [11.328 12.672],0
r2,1,0.120751,2.407554,[85 16] ; [24  1],[87.37301587 13.62698413] ; [21.62698413  3.37301587],0
b5,1,0.159908,1.975096,[54 49] ; [17  8],[57.1328125 45.8671875] ; [13.8671875 11.1328125],0
u2,1,0.178744,1.808036,[15 21] ; [6 3],[16.8 19.2] ; [4.2 4.8],0
p10,1,0.18235,1.778366,[58 43] ; [18  7],[60.92063492 40.07936508] ; [15.07936508  9.92063492],0
a2,1,0.183041,1.772756,[25 78] ; [ 3 22],[22.53125 80.46875] ; [ 5.46875 19.53125],0
b4,1,0.250227,1.322033,[57 46] ; [17  8],[59.546875 43.453125] ; [14.453125 10.546875],0
s4,1,0.315782,1.006337,[16 85] ; [ 2 23],[14.42857143 86.57142857] ; [ 3.57142857 21.42857143],0
n1,1,0.35891,0.841704,[23 22] ; [3 1],[23.87755102 21.12244898] ; [2.12244898 1.87755102],0
p11,1,0.371848,0.797479,[60 43] ; [17  8],[61.9609375 41.0390625] ; [15.0390625  9.9609375],0
d1,1,0.449621,0.571608,[49 54] ; [14 11],[50.6953125 52.3046875] ; [12.3046875 12.6953125],0
n4,1,0.453419,0.562091,[85 18] ; [19  6],[83.6875 19.3125] ; [20.3125  4.6875],0
r1,1,0.454378,0.559707,[66 37] ; [18  7],[67.59375 35.40625] ; [16.40625  8.59375],0
p1,1,0.458141,0.550433,[11 92] ; [ 4 21],[12.0703125 90.9296875] ; [ 2.9296875 22.0703125],0
a1,1,0.519294,0.415295,[13 90] ; [ 2 23],[12.0703125 90.9296875] ; [ 2.9296875 22.0703125],0
a8,1,0.536828,0.381451,[12 84] ; [ 4 19],[12.90756303 83.09243697] ; [ 3.09243697 19.90756303],0
