Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,28.128502,[14 88] ; [16  9],[24.09448819 77.90551181] ; [ 5.90551181 19.09448819],1
n3,1,0.555158,0.348158,[27 18] ; [3 1],[27.55102041 17.44897959] ; [2.44897959 1.55102041],0
u1,1,0.577885,0.309667,[17 86] ; [ 3 22],[16.09375 86.90625] ; [ 3.90625 21.09375],0
v3,1,0.612299,0.25684,[35 62] ; [10 14],[36.07438017 60.92561983] ; [ 8.92561983 15.07438017],0
s1,1,0.626538,0.236785,[ 9 93] ; [ 3 22],[ 9.63779528 92.36220472] ; [ 2.36220472 22.63779528],0
b1,1,0.748116,0.103121,[54 49] ; [14 11],[54.71875 48.28125] ; [13.28125 11.71875],0
d3,1,0.778687,0.078978,[52 50] ; [13 11],[52.61904762 49.38095238] ; [12.38095238 11.61904762],0
d5,1,0.78673,0.073203,[65 37] ; [16  8],[65.57142857 36.42857143] ; [15.42857143  8.57142857],0
d2,1,0.791569,0.069841,[53 47] ; [12 12],[52.41935484 47.58064516] ; [12.58064516 11.41935484],0
a4,1,0.825454,0.048636,[46 55] ; [12 13],[46.49206349 54.50793651] ; [11.50793651 13.49206349],0
a6,1,0.856135,0.032868,[66 36] ; [16  8],[66.38095238 35.61904762] ; [15.61904762  8.38095238],0
a3,1,0.89938,0.015988,[66 35] ; [16  9],[65.73015873 35.26984127] ; [16.26984127  8.73015873],0
a5,1,0.928137,0.008134,[71 32] ; [17  8],[70.8125 32.1875] ; [17.1875  7.8125],0
a7,1,0.933764,0.006907,[65 38] ; [16  9],[65.1796875 37.8203125] ; [15.8203125  9.1796875],0
u4,1,0.978483,0.000727,[ 4 99] ; [ 1 24],[ 4.0234375 98.9765625] ; [ 0.9765625 24.0234375],0
d4,1,1.0,0.0,[68 34] ; [16  8],[68. 34.] ; [16.  8.],0
b2,1,1.0,0.0,[28 44] ; [ 7 11],[28. 44.] ; [ 7. 11.],0
b3,1,1.0,0.0,[28 44] ; [ 7 11],[28. 44.] ; [ 7. 11.],0
