Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,4e-06,21.44451,[44 25] ; [150  18],[56.48101266 12.51898734] ; [137.51898734  30.48101266],1
p10,1,5e-06,20.918852,[25 44] ; [113  52],[40.69230769 28.30769231] ; [97.30769231 67.69230769],1
s6,1,6e-06,20.433013,[19 50] ; [100  67],[34.79237288 34.20762712] ; [84.20762712 82.79237288],1
p11,1,7e-06,20.334856,[26 43] ; [117  52],[41.45798319 27.54201681] ; [101.54201681  67.45798319],1
n5,1,1.3e-05,19.066002,[31 37] ; [127  42],[45.33333333 22.66666667] ; [112.66666667  56.33333333],1
r4,1,2e-05,18.202452,[39 30] ; [140  29],[51.89495798 17.10504202] ; [127.10504202  41.89495798],1
v4,1,5.6e-05,16.246407,[48 20] ; [154  15],[57.95780591 10.04219409] ; [144.04219409  24.95780591],1
s7,1,0.000314,12.985191,[10 52] ; [68 95],[21.49333333 40.50666667] ; [ 56.50666667 106.49333333],1
a1,1,0.001006,10.815684,[ 9 60] ; [  4 165],[ 3.76890756 65.23109244] ; [  9.23109244 159.76890756],0
p9,1,0.001653,9.899806,[35 34] ; [119  46],[45.41025641 23.58974359] ; [108.58974359  56.41025641],0
s8,1,0.00192,9.624446,[ 9 60] ; [ 55 113],[18.63291139 50.36708861] ; [ 45.36708861 122.63291139],0
d5,1,0.003868,8.344931,[38 30] ; [126  42],[47.25423729 20.74576271] ; [116.74576271  51.25423729],0
s2,1,0.006183,7.496042,[18 51] ; [76 92],[27.36708861 41.63291139] ; [ 66.63291139 101.36708861],0
s5,1,0.008688,6.88584,[ 9 57] ; [ 50 115],[16.85714286 49.14285714] ; [ 42.14285714 122.85714286],0
p4,1,0.015207,5.892341,[18 50] ; [73 95],[26.22033898 41.77966102] ; [ 64.77966102 103.22033898],0
d1,1,0.016675,5.730235,[21 48] ; [80 89],[29.28151261 39.71848739] ; [71.71848739 97.28151261],0
b1,1,0.027355,4.868288,[39 30] ; [ 69 100],[31.31092437 37.68907563] ; [76.68907563 92.31092437],0
p6,1,0.040999,4.176043,[ 6 62] ; [ 33 134],[11.28510638 56.71489362] ; [ 27.71489362 139.28510638],0
n2,1,0.049055,3.873473,[16 14] ; [43 15],[20.11363636  9.88636364] ; [38.88636364 19.11363636],0
u1,1,0.059018,3.564778,[ 5 64] ; [ 28 141],[ 9.56722689 59.43277311] ; [ 23.43277311 145.56722689],0
p2,1,0.06321,3.451089,[37 31] ; [113  55],[43.22033898 24.77966102] ; [106.77966102  61.22033898],0
n3,1,0.132181,2.266699,[15 13] ; [40 17],[18.11764706  9.88235294] ; [36.88235294 20.11764706],0
r1,1,0.140055,2.177355,[39 30] ; [112  56],[43.96202532 25.03797468] ; [107.03797468  60.96202532],0
a5,1,0.140192,2.175848,[37 32] ; [108  61],[42.03781513 26.96218487] ; [102.96218487  66.03781513],0
b3,1,0.141241,2.164386,[13 30] ; [45 59],[16.96598639 26.03401361] ; [41.03401361 62.96598639],0
b2,1,0.141241,2.164386,[13 30] ; [45 59],[16.96598639 26.03401361] ; [41.03401361 62.96598639],0
n4,1,0.161811,1.957217,[42 27] ; [118  50],[46.58227848 22.41772152] ; [113.41772152  54.58227848],0
b5,1,0.165269,1.925341,[37 32] ; [107  62],[41.74789916 27.25210084] ; [102.25210084  66.74789916],0
r2,1,0.197757,1.658863,[56 12] ; [148  19],[59.02978723  8.97021277] ; [144.97021277  22.02978723],0
p3,1,0.198135,1.656072,[16 53] ; [ 53 115],[20.08860759 48.91139241] ; [ 48.91139241 119.08860759],0
p7,1,0.211063,1.564118,[19 48] ; [ 61 104],[23.10344828 43.89655172] ; [ 56.89655172 108.10344828],0
d3,1,0.219779,1.505815,[34 33] ; [100  68],[38.20425532 28.79574468] ; [95.79574468 72.20425532],0
v3,1,0.243944,1.357658,[ 9 56] ; [ 34 132],[12.0995671 52.9004329] ; [ 30.9004329 135.0995671],0
s3,1,0.366603,0.815148,[31 37] ; [88 81],[34.14345992 33.85654008] ; [84.85654008 84.14345992],0
a3,1,0.370538,0.801858,[42 26] ; [114  54],[44.94915254 23.05084746] ; [111.05084746  56.94915254],0
p5,1,0.3996,0.709531,[ 2 67] ; [  9 156],[ 3.24358974 65.75641026] ; [  7.75641026 157.24358974],0
b4,1,0.409537,0.680145,[44 25] ; [98 71],[41.16806723 27.83193277] ; [100.83193277  68.16806723],0
a7,1,0.422287,0.64394,[38 31] ; [102  66],[40.75949367 28.24050633] ; [99.24050633 68.75949367],0
a8,1,0.456645,0.554106,[ 9 57] ; [ 16 141],[ 7.39910314 58.60089686] ; [ 17.60089686 139.39910314],0
n1,1,0.521397,0.411129,[10 20] ; [23 34],[11.37931034 18.62068966] ; [21.62068966 35.37931034],0
s1,1,0.590441,0.289656,[ 5 64] ; [  9 157],[ 4.1106383 64.8893617] ; [  9.8893617 156.1106383],0
d2,1,0.600907,0.27363,[28 40] ; [75 92],[29.80425532 38.19574468] ; [73.19574468 93.80425532],0
d4,1,0.636297,0.223618,[47 21] ; [122  47],[48.48945148 19.51054852] ; [120.51054852  48.48945148],0
a2,1,0.670062,0.181529,[13 56] ; [ 36 133],[14.20588235 54.79411765] ; [ 34.79411765 134.20588235],0
a4,1,0.670632,0.180863,[31 38] ; [70 97],[29.52966102 39.47033898] ; [71.47033898 95.52966102],0
v1,1,0.752098,0.099777,[20 48] ; [ 52 113],[21.01287554 46.98712446] ; [ 50.98712446 114.01287554],0
u2,1,0.75286,0.099143,[15 12] ; [28 26],[14.33333333 12.66666667] ; [28.66666667 25.33333333],0
u3,1,0.874674,0.024877,[15 12] ; [29 25],[14.66666667 12.33333333] ; [29.33333333 24.66666667],0
a6,1,0.890525,0.018945,[42 26] ; [106  63],[42.46413502 25.53586498] ; [105.53586498  63.46413502],0
s4,1,0.901242,0.015399,[12 57] ; [ 30 136],[12.33191489 56.66808511] ; [ 29.66808511 136.33191489],0
p1,1,0.92892,0.007957,[ 5 63] ; [ 13 156],[ 5.16455696 62.83544304] ; [ 12.83544304 156.16455696],0
