Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.000336,12.857143,[45 60] ; [18  3],[52.5 52.5] ; [10.5 10.5],1
p1,1,0.011636,6.365477,[  4 101] ; [ 4 18],[ 6.61417323 98.38582677] ; [ 1.38582677 20.61417323],0
u3,1,0.036541,4.371683,[25 19] ; [1 6],[22.43137255 21.56862745] ; [3.56862745 3.43137255],0
n1,1,0.039008,4.260524,[13 30] ; [6 3],[15.71153846 27.28846154] ; [3.28846154 5.71153846],0
s6,1,0.042731,4.106001,[38 68] ; [13  9],[42.234375 63.765625] ; [ 8.765625 13.234375],0
v2,1,0.06176,3.489477,[34 68] ; [12 10],[37.83870968 64.16129032] ; [ 8.16129032 13.83870968],0
n2,1,0.074551,3.179858,[21 22] ; [8 2],[23.52830189 19.47169811] ; [5.47169811 4.52830189],0
a8,1,0.110469,2.547504,[ 8 90] ; [ 4 16],[ 9.96610169 88.03389831] ; [ 2.03389831 17.96610169],0
p10,1,0.115821,2.472937,[23 82] ; [ 8 13],[25.83333333 79.16666667] ; [ 5.16666667 15.83333333],0
d1,1,0.13106,2.279901,[44 62] ; [13  9],[47.203125 58.796875] ; [ 9.796875 12.203125],0
r1,1,0.16126,1.962368,[70 35] ; [18  4],[72.75590551 32.24409449] ; [15.24409449  6.75590551],0
b2,1,0.172034,1.865132,[21 42] ; [ 3 15],[18.66666667 44.33333333] ; [ 5.33333333 12.66666667],0
b3,1,0.172034,1.865132,[21 42] ; [ 3 15],[18.66666667 44.33333333] ; [ 5.33333333 12.66666667],0
p2,1,0.185063,1.756486,[51 55] ; [14  8],[53.828125 52.171875] ; [11.171875 10.828125],0
n3,1,0.228056,1.452947,[20 21] ; [7 3],[21.70588235 19.29411765] ; [5.29411765 4.70588235],0
a4,1,0.253956,1.301409,[34 70] ; [10 12],[36.31746032 67.68253968] ; [ 7.68253968 14.31746032],0
s8,1,0.260395,1.266658,[18 88] ; [ 6 16],[19.875 86.125] ; [ 4.125 17.875],0
n6,1,0.262943,1.253193,[63 42] ; [16  6],[65.31496063 39.68503937] ; [13.68503937  8.31496063],0
n5,1,0.264153,1.246859,[58 47] ; [15  7],[60.35433071 44.64566929] ; [12.64566929  9.35433071],0
d5,1,0.268253,1.225661,[69 37] ; [17  5],[71.21875 34.78125] ; [14.78125  7.21875],0
r2,1,0.286671,1.135192,[84 19] ; [20  2],[85.696 17.304] ; [18.304  3.696],0
p4,1,0.289918,1.12,[28 77] ; [ 8 13],[30. 75.] ; [ 6. 15.],0
s7,1,0.302867,1.061527,[25 73] ; [ 8 14],[26.95 71.05] ; [ 6.05 15.95],0
d4,1,0.349589,0.87495,[69 36] ; [16  5],[70.83333333 34.16666667] ; [14.16666667  6.83333333],0
s3,1,0.415161,0.663974,[38 67] ; [10 12],[39.68503937 65.31496063] ; [ 8.31496063 13.68503937],0
a3,1,0.425249,0.635764,[62 43] ; [15  7],[63.66141732 41.33858268] ; [13.33858268  8.66141732],0
v1,1,0.451356,0.567245,[30 76] ; [ 8 14],[31.46875 74.53125] ; [ 6.53125 15.46875],0
p8,1,0.454536,0.559316,[27 78] ; [ 4 18],[25.62992126 79.37007874] ; [ 5.37007874 16.62992126],0
u1,1,0.45671,0.553946,[13 93] ; [ 4 18],[14.078125 91.921875] ; [ 2.921875 19.078125],0
a7,1,0.465078,0.533647,[64 41] ; [11 10],[62.5 42.5] ; [12.5  8.5],0
v3,1,0.477384,0.504834,[25 77] ; [ 7 15],[26.32258065 75.67741935] ; [ 5.67741935 16.32258065],0
r3,1,0.517293,0.419287,[78 27] ; [17  4],[79.16666667 25.83333333] ; [15.83333333  5.16666667],0
n4,1,0.524852,0.404349,[64 41] ; [15  7],[65.31496063 39.68503937] ; [13.68503937  8.31496063],0
s2,1,0.556572,0.345675,[27 78] ; [ 7 15],[28.11023622 76.88976378] ; [ 5.88976378 16.11023622],0
a5,1,0.591892,0.2874,[56 50] ; [13  9],[57.140625 48.859375] ; [11.859375 10.140625],0
p6,1,0.64132,0.21702,[15 90] ; [ 4 18],[15.70866142 89.29133858] ; [ 3.29133858 18.70866142],0
s4,1,0.712072,0.136216,[12 93] ; [ 3 18],[12.5 92.5] ; [ 2.5 18.5],0
b4,1,0.714079,0.134237,[63 43] ; [14  8],[63.765625 42.234375] ; [13.234375  8.765625],0
a1,1,0.716643,0.131732,[ 7 99] ; [ 1 21],[ 6.625 99.375] ; [ 1.375 20.625],0
p7,1,0.724091,0.124606,[38 65] ; [ 9 13],[38.728 64.272] ; [ 8.272 13.728],0
b5,1,0.746869,0.104181,[57 49] ; [11 11],[56.3125 49.6875] ; [11.6875 10.3125],0
u2,1,0.752291,0.099616,[25 19] ; [3 3],[24.64 19.36] ; [3.36 2.64],0
a6,1,0.795775,0.066987,[61 45] ; [12 10],[60.453125 45.546875] ; [12.546875  9.453125],0
d3,1,0.830196,0.045989,[60 46] ; [13  9],[60.453125 45.546875] ; [12.546875  9.453125],0
b1,1,0.871977,0.025969,[55 51] ; [11 11],[54.65625 51.34375] ; [11.34375 10.65625],0
a2,1,0.891946,0.018453,[18 88] ; [ 4 18],[18.21875 87.78125] ; [ 3.78125 18.21875],0
r4,1,0.903704,0.014637,[66 40] ; [14  8],[66.25 39.75] ; [13.75  8.25],0
p11,1,0.935804,0.006487,[52 54] ; [11 11],[52.171875 53.828125] ; [10.828125 11.171875],0
v4,1,0.953854,0.003349,[79 24] ; [17  5],[79.104 23.896] ; [16.896  5.104],0
