Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.659026,[80 11] ; [25 26],[67.28873239 23.71126761] ; [37.71126761 13.28873239],1
r2,1,0.000254,13.385208,[85  5] ; [37 14],[77.87234043 12.12765957] ; [44.12765957  6.87234043],1
s6,1,0.006318,7.457345,[51 38] ; [17 34],[43.22857143 45.77142857] ; [24.77142857 26.22857143],0
v2,1,0.012883,6.185143,[41 41] ; [14 36],[34.16666667 47.83333333] ; [20.83333333 29.16666667],0
r3,1,0.01862,5.536816,[85  6] ; [41 10],[80.74647887 10.25352113] ; [45.25352113  5.74647887],0
n3,1,0.018753,5.524442,[32 10] ; [12 13],[27.58208955 14.41791045] ; [16.41791045  8.58208955],0
v4,1,0.022424,5.212602,[84  5] ; [42  9],[80.1  8.9] ; [45.9  5.1],0
b1,1,0.024839,5.035079,[34 57] ; [29 22],[40.37323944 50.62676056] ; [22.62676056 28.37323944],0
u3,1,0.034787,4.45562,[25  8] ; [10 11],[21.38888889 11.61111111] ; [13.61111111  7.38888889],0
v3,1,0.048557,3.890611,[23 63] ; [ 6 43],[18.47407407 67.52592593] ; [10.52592593 38.47407407],0
a2,1,0.059292,3.55707,[18 73] ; [ 4 47],[14.09859155 76.90140845] ; [ 7.90140845 43.09859155],0
a7,1,0.071757,3.242362,[63 28] ; [27 23],[58.08510638 32.91489362] ; [31.91489362 18.08510638],0
u1,1,0.075602,3.157008,[12 79] ; [ 2 49],[ 8.97183099 82.02816901] ; [ 5.02816901 45.97183099],0
d4,1,0.078233,3.10124,[72 18] ; [34 17],[67.65957447 22.34042553] ; [38.34042553 12.65957447],0
p10,1,0.080146,3.061937,[58 31] ; [25 25],[53.14388489 35.85611511] ; [29.85611511 20.14388489],0
a6,1,0.080246,3.059914,[60 31] ; [26 25],[55.11267606 35.88732394] ; [30.88732394 20.11267606],0
u2,1,0.081719,3.030374,[20 12] ; [ 8 13],[16.90566038 15.09433962] ; [11.09433962  9.90566038],0
d1,1,0.082837,3.008344,[44 47] ; [17 34],[39.0915493 51.9084507] ; [21.9084507 29.0915493],0
d5,1,0.094792,2.791044,[67 24] ; [30 20],[62.60283688 28.39716312] ; [34.39716312 15.60283688],0
p11,1,0.102191,2.671011,[54 37] ; [23 28],[49.34507042 41.65492958] ; [27.65492958 23.34507042],0
a1,1,0.108641,2.573885,[ 2 89] ; [ 4 47],[ 3.84507042 87.15492958] ; [ 2.15492958 48.84507042],0
b2,1,0.125479,2.347564,[ 9 35] ; [10 17],[11.77464789 32.22535211] ; [ 7.22535211 19.77464789],0
