Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,69.707595,[ 2 31] ; [95 18],[21.92465753 11.07534247] ; [75.07534247 37.92465753],1
v4,1,0.0,36.492804,[13 20] ; [99 12],[25.66666667  7.33333333] ; [86.33333333 24.66666667],1
r1,1,0.0,25.298595,[12 21] ; [92 21],[23.50684932  9.49315068] ; [80.49315068 32.50684932],1
r2,1,3e-06,21.688712,[18 13] ; [104   9],[26.26388889  4.73611111] ; [95.73611111 17.26388889],1
p2,1,4.8e-05,16.534032,[ 6 27] ; [66 47],[16.2739726 16.7260274] ; [55.7260274 57.2739726],1
p11,1,0.000282,13.183208,[ 6 27] ; [61 52],[15.14383562 17.85616438] ; [51.85616438 61.14383562],1
a7,1,0.001998,9.551012,[12 21] ; [75 38],[19.66438356 13.33561644] ; [67.33561644 45.66438356],0
v2,1,0.002649,9.034687,[ 5 28] ; [48 61],[12.31690141 20.68309859] ; [40.68309859 68.31690141],0
n6,1,0.004626,8.020114,[13 19] ; [77 36],[19.86206897 12.13793103] ; [70.13793103 42.86206897],0
s6,1,0.006465,7.415817,[ 7 26] ; [54 59],[13.78767123 19.21232877] ; [47.21232877 65.78767123],0
a1,1,0.008436,6.93855,[ 6 27] ; [  5 108],[ 2.48630137 30.51369863] ; [  8.51369863 104.48630137],0
s8,1,0.009305,6.763357,[ 1 32] ; [26 87],[ 6.10273973 26.89726027] ; [20.89726027 92.10273973],0
p4,1,0.010084,6.620061,[ 5 27] ; [45 67],[11.11111111 20.88888889] ; [38.88888889 73.11111111],0
d5,1,0.011597,6.371449,[18 15] ; [87 26],[23.73287671  9.26712329] ; [81.26712329 31.73287671],0
v1,1,0.026695,4.910441,[ 5 28] ; [40 73],[10.17123288 22.82876712] ; [34.82876712 78.17123288],0
s2,1,0.035463,4.422727,[ 5 28] ; [38 73],[ 9.85416667 23.14583333] ; [33.14583333 77.85416667],0
b2,1,0.038255,4.293654,[10 14] ; [13 52],[ 6.20224719 17.79775281] ; [16.79775281 48.20224719],0
b3,1,0.038255,4.293654,[10 14] ; [13 52],[ 6.20224719 17.79775281] ; [16.79775281 48.20224719],0
u3,1,0.03972,4.229822,[ 4 10] ; [27 18],[7.3559322 6.6440678] ; [23.6440678 21.3559322],0
d4,1,0.040023,4.216928,[19 14] ; [85 27],[23.66896552  9.33103448] ; [80.33103448 31.66896552],0
s3,1,0.045711,3.99221,[ 8 24] ; [50 62],[12.88888889 19.11111111] ; [45.11111111 66.88888889],0
s7,1,0.053225,3.736845,[ 4 28] ; [31 74],[ 8.17518248 23.82481752] ; [26.82481752 78.17518248],0
p7,1,0.057289,3.61419,[ 7 25] ; [45 67],[11.55555556 20.44444444] ; [40.44444444 71.55555556],0
p1,1,0.058678,3.574371,[ 4 29] ; [  4 108],[ 1.82068966 31.17931034] ; [  6.17931034 105.82068966],0
n2,1,0.059415,3.553633,[ 8 12] ; [25 13],[11.37931034  8.62068966] ; [21.62068966 16.37931034],0
a6,1,0.06,3.537394,[15 18] ; [72 41],[19.66438356 13.33561644] ; [67.33561644 45.66438356],0
d3,1,0.066262,3.373264,[13 20] ; [65 48],[17.63013699 15.36986301] ; [60.36986301 52.63013699],0
n3,1,0.072046,3.235773,[ 7 12] ; [23 14],[10.17857143  8.82142857] ; [19.82142857 17.17857143],0
u1,1,0.079514,3.074808,[ 1 32] ; [16 97],[ 3.84246575 29.15753425] ; [13.15753425 99.84246575],0
b5,1,0.080897,3.046791,[13 20] ; [64 49],[17.40410959 15.59589041] ; [59.59589041 53.40410959],0
p3,1,0.083401,2.997355,[ 5 28] ; [34 78],[ 8.87586207 24.12413793] ; [30.12413793 81.87586207],0
p8,1,0.097743,2.741985,[ 4 28] ; [30 83],[ 7.50344828 24.49655172] ; [26.49655172 86.50344828],0
s1,1,0.099332,2.716235,[ 5 28] ; [  7 106],[ 2.71232877 30.28767123] ; [  9.28767123 103.71232877],0
a5,1,0.115681,2.474836,[16 17] ; [72 41],[19.89041096 13.10958904] ; [68.10958904 44.89041096],0
s4,1,0.128121,2.315123,[ 8 25] ; [15 98],[ 5.19863014 27.80136986] ; [17.80136986 95.19863014],0
v3,1,0.139782,2.180352,[ 7 26] ; [38 71],[10.45774648 22.54225352] ; [34.54225352 74.45774648],0
p10,1,0.1432,2.143231,[ 5 28] ; [31 81],[ 8.19310345 24.80689655] ; [27.80689655 84.19310345],0
n5,1,0.166946,1.910151,[22 11] ; [60 53],[18.53424658 14.46575342] ; [63.46575342 49.53424658],0
b4,1,0.213901,1.544823,[18 15] ; [75 38],[21.02054795 11.97945205] ; [71.97945205 41.02054795],0
d1,1,0.246033,1.345692,[12 21] ; [54 59],[14.91780822 18.08219178] ; [51.08219178 61.91780822],0
a4,1,0.291919,1.110748,[14 18] ; [38 75],[11.47586207 20.52413793] ; [40.52413793 72.47586207],0
a8,1,0.305886,1.048358,[ 1 30] ; [ 9 94],[ 2.31343284 28.68656716] ; [ 7.68656716 95.31343284],0
s5,1,0.385925,0.751743,[ 4 29] ; [21 92],[ 5.65068493 27.34931507] ; [19.34931507 93.65068493],0
a2,1,0.385925,0.751743,[ 4 29] ; [21 92],[ 5.65068493 27.34931507] ; [19.34931507 93.65068493],0
n1,1,0.432457,0.616216,[ 8 12] ; [11 26],[ 6.66666667 13.33333333] ; [12.33333333 24.66666667],0
u2,1,0.479477,0.500052,[5 9] ; [20 23],[6.14035088 7.85964912] ; [18.85964912 24.14035088],0
d2,1,0.721606,0.126959,[17 15] ; [56 57],[16.11034483 15.88965517] ; [56.88965517 56.11034483],0
