Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,175.129441,[332  34] ; [30 74],[281.89787234  84.10212766] ; [80.10212766 23.89787234],1
p11,1,0.0,43.396423,[305  61] ; [55 50],[279.74522293  86.25477707] ; [80.25477707 24.74522293],1
p2,1,0.0,38.975977,[306  58] ; [58 47],[282.50746269  81.49253731] ; [81.49253731 23.50746269],1
n6,1,6e-06,20.40649,[305  58] ; [67 38],[288.53846154  74.46153846] ; [83.46153846 21.53846154],1
v4,1,1.1e-05,19.368592,[354  10] ; [89 14],[345.29336188  18.70663812] ; [97.70663812  5.29336188],1
s6,1,1.5e-05,18.730325,[246 116] ; [47 58],[227.12205567 134.87794433] ; [65.87794433 39.12205567],1
p8,1,1.8e-05,18.342625,[171 191] ; [25 80],[151.93147752 210.06852248] ; [44.06852248 60.93147752],1
b1,1,2.3e-05,17.919576,[116 250] ; [57 48],[134.43312102 231.56687898] ; [38.56687898 66.43312102],1
r4,1,2.9e-05,17.492695,[350  16] ; [88 17],[340.3566879  25.6433121] ; [97.6433121  7.3566879],1
v2,1,4.7e-05,16.549101,[214 129] ; [40 61],[196.22072072 146.77927928] ; [57.77927928 43.22072072],1
s8,1,9.6e-05,15.216701,[160 204] ; [24 81],[142.80597015 221.19402985] ; [41.19402985 63.80597015],1
p7,1,0.000223,13.62886,[199 159] ; [36 67],[182.49457701 175.50542299] ; [52.50542299 50.49457701],1
d3,1,0.000232,13.55172,[267  98] ; [57 48],[251.61702128 113.38297872] ; [72.38297872 32.61702128],1
n5,1,0.00086,11.107093,[268  94] ; [60 45],[254.25267666 107.74732334] ; [73.74732334 31.25267666],1
v1,1,0.001104,10.644164,[185 168] ; [36 69],[170.33406114 182.66593886] ; [50.66593886 54.33406114],0
s2,1,0.001855,9.687767,[175 187] ; [32 71],[161.1483871 200.8516129] ; [45.8516129 57.1483871],0
s7,1,0.002088,9.470434,[165 186] ; [29 69],[151.65701559 199.34298441] ; [42.34298441 55.65701559],0
r3,1,0.002459,9.171161,[351  14] ; [92 12],[344.76545842  20.23454158] ; [98.23454158  5.76545842],0
p4,1,0.004393,8.113921,[185 179] ; [36 67],[172.25695931 191.74304069] ; [48.74304069 54.25695931],0
p3,1,0.006247,7.477575,[156 209] ; [29 75],[143.97654584 221.02345416] ; [41.02345416 62.97654584],0
s1,1,0.008499,6.925194,[ 10 349] ; [ 9 96],[ 14.70043103 344.29956897] ; [  4.29956897 100.70043103],0
a5,1,0.013258,6.134309,[284  82] ; [69 36],[274.30573248  91.69426752] ; [78.69426752 26.30573248],0
a6,1,0.013398,6.115815,[268  97] ; [64 41],[257.82978723 107.17021277] ; [74.17021277 30.82978723],0
p12,1,0.017526,5.642934,[ 26 340] ; [  1 103],[ 21.02553191 344.97446809] ; [ 5.97446809 98.02553191],0
d1,1,0.023641,5.120803,[223 143] ; [51 54],[212.91719745 153.08280255] ; [61.08280255 43.91719745],0
b4,1,0.024018,5.093313,[206 160] ; [72 33],[216.02547771 149.97452229] ; [61.97452229 43.02547771],0
s3,1,0.025031,5.021741,[204 156] ; [46 58],[193.96551724 166.03448276] ; [56.03448276 47.96551724],0
s5,1,0.026289,4.93689,[110 243] ; [21 84],[100.96724891 252.03275109] ; [30.03275109 74.96724891],0
r2,1,0.033862,4.501639,[352  11] ; [96  8],[348.23126338  14.76873662] ; [99.76873662  4.23126338],0
d4,1,0.034388,4.475303,[309  56] ; [78 25],[301.82692308  63.17307692] ; [85.17307692 17.82692308],0
n3,1,0.045771,3.990008,[62 20] ; [20 15],[57.47008547 24.52991453] ; [24.52991453 10.47008547],0
a3,1,0.047735,3.919309,[268  97] ; [66 38],[259.93603412 105.06396588] ; [74.06396588 29.93603412],0
n2,1,0.073497,3.203142,[62 20] ; [22 15],[57.88235294 24.11764706] ; [26.11764706 10.88235294],0
a7,1,0.084337,2.979282,[274  92] ; [69 35],[267.10212766  98.89787234] ; [75.89787234 28.10212766],0
b2,1,0.085294,2.96102,[ 74 141] ; [15 50],[ 68.33928571 146.66071429] ; [20.66071429 44.33928571],0
b3,1,0.085294,2.96102,[ 74 141] ; [15 50],[ 68.33928571 146.66071429] ; [20.66071429 44.33928571],0
p5,1,0.089407,2.885027,[ 27 334] ; [  3 102],[ 23.24034335 337.75965665] ; [ 6.75965665 98.24034335],0
a1,1,0.094018,2.8042,[  9 357] ; [ 6 99],[ 11.65605096 354.34394904] ; [  3.34394904 101.65605096],0
d5,1,0.129511,2.298355,[302  63] ; [80 25],[296.65957447  68.34042553] ; [85.34042553 19.65957447],0
a4,1,0.253175,1.3057,[165 199] ; [41 64],[159.88059701 204.11940299] ; [46.11940299 58.88059701],0
u2,1,0.292445,1.108333,[57 38] ; [19 19],[54.28571429 40.71428571] ; [21.71428571 16.28571429],0
u3,1,0.313559,1.015625,[55 41] ; [26 13],[57.6 38.4] ; [23.4 15.6],0
a8,1,0.323342,0.975381,[ 49 283] ; [10 83],[ 46.08941176 285.91058824] ; [12.91058824 80.08941176],0
a2,1,0.328606,0.954382,[ 90 276] ; [21 84],[ 86.25477707 279.74522293] ; [24.74522293 80.25477707],0
n4,1,0.335664,0.926923,[271  94] ; [73 32],[267.14893617  97.85106383] ; [76.85106383 28.14893617],0
b5,1,0.370945,0.800498,[220 146] ; [58 47],[216.02547771 149.97452229] ; [61.97452229 43.02547771],0
s4,1,0.371379,0.799044,[ 54 309] ; [12 93],[ 51.19230769 311.80769231] ; [14.80769231 90.19230769],0
v3,1,0.385622,0.752704,[143 202] ; [37 64],[139.23766816 205.76233184] ; [40.76233184 60.23766816],0
u1,1,0.403353,0.698307,[ 65 301] ; [15 90],[ 62.1656051 303.8343949] ; [17.8343949 87.1656051],0
d2,1,0.604367,0.268459,[172 193] ; [52 52],[174.32835821 190.67164179] ; [49.67164179 54.32835821],0
n1,1,0.831219,0.045428,[29 52] ; [14 23],[29.51694915 51.48305085] ; [13.48305085 23.51694915],0
p1,1,0.995129,3.7e-05,[ 21 344] ; [ 6 98],[ 21.01279318 343.98720682] ; [ 5.98720682 98.01279318],0
