Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.002166,9.402865,[28 27] ; [22 64],[19.5035461 35.4964539] ; [30.4964539 55.5035461],0
v3,1,0.00453,8.058294,[18 35] ; [11 71],[11.38518519 41.61481481] ; [17.61481481 64.38518519],0
s6,1,0.004804,7.951681,[34 19] ; [34 52],[25.92805755 27.07194245] ; [42.07194245 43.92805755],0
p9,1,0.008846,6.853719,[44 10] ; [50 33],[37.05109489 16.94890511] ; [56.94890511 26.05109489],0
v2,1,0.01238,6.255614,[29 23] ; [27 53],[22.06060606 29.93939394] ; [33.93939394 46.06060606],0
a5,1,0.020782,5.344974,[34 21] ; [36 50],[27.30496454 27.69503546] ; [42.69503546 43.30496454],0
p10,1,0.023463,5.133891,[39 15] ; [45 40],[32.63309353 21.36690647] ; [51.36690647 33.63309353],0
s2,1,0.034054,4.491979,[28 27] ; [28 57],[22. 33.] ; [34. 51.],0
s7,1,0.063564,3.441857,[19 34] ; [17 63],[14.34586466 38.65413534] ; [21.65413534 58.34586466],0
s8,1,0.080583,3.053096,[17 37] ; [16 70],[12.72857143 41.27142857] ; [20.27142857 65.72857143],0
a2,1,0.103854,2.645346,[12 43] ; [10 76],[ 8.58156028 46.41843972] ; [13.41843972 72.58156028],0
n5,1,0.126714,2.332304,[22 32] ; [24 61],[17.8705036 36.1294964] ; [28.1294964 56.8705036],0
p3,1,0.13049,2.286662,[16 38] ; [16 70],[12.34285714 41.65714286] ; [19.65714286 66.34285714],0
n2,1,0.137279,2.208203,[19  6] ; [25 18],[16.17647059  8.82352941] ; [27.82352941 15.17647059],0
v4,1,0.15848,1.988673,[51  3] ; [74 11],[48.56115108  5.43884892] ; [76.43884892  8.56115108],0
p1,1,0.160717,1.96747,[ 5 50] ; [ 3 83],[ 3.12056738 51.87943262] ; [ 4.87943262 81.12056738],0
s3,1,0.196595,1.667493,[28 26] ; [35 51],[24.3 29.7] ; [38.7 47.3],0
n1,1,0.264384,1.245653,[ 4 21] ; [12 31],[ 5.88235294 19.11764706] ; [10.11764706 32.88235294],0
s5,1,0.273026,1.201478,[16 36] ; [19 66],[13.28467153 38.71532847] ; [21.71532847 63.28467153],0
n6,1,0.331034,0.944848,[32 23] ; [57 29],[34.71631206 20.28368794] ; [54.28368794 31.71631206],0
u3,1,0.339797,0.911197,[14  5] ; [20 13],[12.42307692  6.57692308] ; [21.57692308 11.42307692],0
r1,1,0.339839,0.91104,[38 17] ; [52 33],[35.35714286 19.64285714] ; [54.64285714 30.35714286],0
p11,1,0.371288,0.799348,[33 22] ; [45 41],[30.42553191 24.57446809] ; [47.57446809 38.42553191],0
u2,1,0.387968,0.7453,[11  7] ; [16 17],[9.52941176 8.47058824] ; [17.47058824 15.52941176],0
