Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,42.304532,[35 17] ; [ 4 52],[18.77777778 33.22222222] ; [20.22222222 35.77777778],1
s6,1,8.1e-05,15.540727,[38 13] ; [20 35],[27.90566038 23.09433962] ; [30.09433962 24.90566038],1
n6,1,0.001913,9.631033,[48  4] ; [39 18],[41.50458716 10.49541284] ; [45.49541284 11.50458716],0
a4,1,0.005262,7.787028,[ 7 45] ; [21 36],[13.35779817 38.64220183] ; [14.64220183 42.35779817],0
s7,1,0.006145,7.507295,[25 22] ; [14 39],[18.33 28.67] ; [20.67 32.33],0
s8,1,0.006459,7.417582,[24 28] ; [12 44],[17.33333333 34.66666667] ; [18.66666667 37.33333333],0
a3,1,0.02247,5.208997,[23 29] ; [37 19],[28.88888889 23.11111111] ; [31.11111111 24.88888889],0
a2,1,0.022487,5.207717,[ 2 50] ; [10 47],[ 5.72477064 46.27522936] ; [ 6.27522936 50.72477064],0
p8,1,0.030953,4.655568,[20 31] ; [32 21],[25.5 25.5] ; [26.5 26.5],0
r4,1,0.048994,3.875571,[48  4] ; [45 12],[44.36697248  7.63302752] ; [48.63302752  8.36697248],0
r2,1,0.065678,3.387872,[50  2] ; [49  8],[47.2293578  4.7706422] ; [51.7706422  5.2293578],0
u2,1,0.093428,2.814295,[ 9 20] ; [11  9],[11.83673469 17.16326531] ; [ 8.16326531 11.83673469],0
b3,1,0.098301,2.732892,[ 4 24] ; [11 23],[ 6.77419355 21.22580645] ; [ 8.22580645 25.77419355],0
b2,1,0.098301,2.732892,[ 4 24] ; [11 23],[ 6.77419355 21.22580645] ; [ 8.22580645 25.77419355],0
r3,1,0.103984,2.643357,[50  2] ; [49  7],[47.66666667  4.33333333] ; [51.33333333  4.66666667],0
n4,1,0.133774,2.248151,[39 12] ; [36 21],[35.41666667 15.58333333] ; [39.58333333 17.41666667],0
v2,1,0.144975,2.124343,[27 22] ; [22 32],[23.31067961 25.68932039] ; [25.68932039 28.31067961],0
s5,1,0.173587,1.851693,[15 36] ; [10 45],[12.02830189 38.97169811] ; [12.97169811 42.02830189],0
