Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,43.894987,[ 16 267] ; [18 31],[ 28.98192771 254.01807229] ; [ 5.01807229 43.98192771],1
p1,1,0.0,38.831573,[ 14 268] ; [16 33],[ 25.55891239 256.44108761] ; [ 4.44108761 44.55891239],1
p6,1,1e-06,24.279869,[127 156] ; [40  8],[142.78247734 140.21752266] ; [24.21752266 23.78247734],1
p4,1,7e-06,20.300039,[187  97] ; [47  1],[200.1686747  83.8313253] ; [33.8313253 14.1686747],1
s5,1,3.5e-05,17.131601,[115 162] ; [33 11],[127.71339564 149.28660436] ; [20.28660436 23.71339564],1
p8,1,0.000124,14.735828,[175 109] ; [44  5],[186.77477477  97.22522523] ; [32.22522523 16.77477477],1
p3,1,0.000138,14.533775,[160 124] ; [41  7],[171.93975904 112.06024096] ; [29.06024096 18.93975904],1
u4,1,0.000454,12.294337,[  4 280] ; [ 5 44],[  7.67567568 276.32432432] ; [ 1.32432432 47.67567568],1
s7,1,0.000514,12.064628,[176  98] ; [43  5],[186.35403727  87.64596273] ; [32.64596273 15.35403727],1
a1,1,0.001071,10.699907,[ 15 269] ; [ 9 40],[ 20.46846847 263.53153153] ; [ 3.53153153 45.46846847],0
n5,1,0.002001,9.548621,[216  66] ; [47  2],[224.06646526  57.93353474] ; [38.93353474 10.06646526],0
s8,1,0.002868,8.889712,[160 124] ; [38 10],[169.37349398 114.62650602] ; [28.62650602 19.37349398],0
n4,1,0.003399,8.580073,[220  62] ; [47  2],[227.47432024  54.52567976] ; [39.52567976  9.47432024],0
v3,1,0.009123,6.798624,[111 165] ; [29 19],[119.25925926 156.74074074] ; [20.74074074 27.25925926],0
b5,1,0.016802,5.716962,[168 116] ; [20 29],[160.33633634 123.66366366] ; [27.66366366 21.33633634],0
v1,1,0.022173,5.232161,[147 130] ; [34 14],[154.26769231 122.73230769] ; [26.73230769 21.26769231],0
n6,1,0.029632,4.730536,[235  45] ; [46  2],[239.87804878  40.12195122] ; [41.12195122  6.87804878],0
a6,1,0.036314,4.382295,[196  86] ; [26 22],[189.70909091  92.29090909] ; [32.29090909 15.70909091],0
p9,1,0.110833,2.542298,[242  41] ; [46  3],[245.4939759  37.5060241] ; [42.5060241  6.4939759],0
a2,1,0.120405,2.412039,[ 76 208] ; [ 8 41],[ 71.63963964 212.36036036] ; [12.36036036 36.63963964],0
s1,1,0.138277,2.197034,[ 10 272] ; [ 4 45],[ 11.92749245 270.07250755] ; [ 2.07250755 46.92749245],0
b2,1,0.148071,2.09201,[ 64 114] ; [18 19],[ 67.88837209 110.11162791] ; [14.11162791 22.88837209],0
b3,1,0.148071,2.09201,[ 64 114] ; [18 19],[ 67.88837209 110.11162791] ; [14.11162791 22.88837209],0
s2,1,0.176778,1.824505,[219  65] ; [42  7],[222.59459459  61.40540541] ; [38.40540541 10.59459459],0
p11,1,0.214557,1.540407,[228  56] ; [43  6],[231.12312312  52.87687688] ; [39.87687688  9.12312312],0
b4,1,0.265916,1.237693,[169 115] ; [25 24],[165.45345345 118.54654655] ; [28.54654655 20.45345345],0
b1,1,0.277484,1.179373,[128 156] ; [18 31],[124.51651652 159.48348348] ; [21.48348348 27.51651652],0
r4,1,0.29247,1.108218,[260  24] ; [47  2],[261.82582583  22.17417417] ; [45.17417417  3.82582583],0
p10,1,0.296233,1.091076,[236  46] ; [43  5],[238.41818182  43.58181818] ; [40.58181818  7.41818182],0
d1,1,0.320662,0.986245,[164 120] ; [32 17],[167.15915916 116.84084084] ; [28.84084084 20.15915916],0
a8,1,0.32289,0.977205,[ 46 219] ; [11 36],[ 48.41346154 216.58653846] ; [ 8.58653846 38.41346154],0
r1,1,0.373123,0.793238,[233  49] ; [43  6],[235.14199396  46.85800604] ; [40.85800604  8.14199396],0
d2,1,0.407425,0.686301,[135 148] ; [26 22],[137.65256798 145.34743202] ; [23.34743202 24.65256798],0
n1,1,0.450625,0.56908,[19 32] ; [5 5],[20.06557377 30.93442623] ; [3.93442623 6.06557377],0
s4,1,0.4606,0.544437,[ 65 216] ; [ 9 40],[ 63.01212121 217.98787879] ; [10.98787879 38.01212121],0
a5,1,0.505715,0.442923,[210  74] ; [34 15],[208.0960961  75.9039039] ; [35.9039039 13.0960961],0
u2,1,0.505866,0.442608,[41 32] ; [5 6],[39.97619048 33.02380952] ; [6.02380952 4.97619048],0
a7,1,0.514015,0.425885,[198  85] ; [32 17],[196.05421687  86.94578313] ; [33.94578313 15.05421687],0
p2,1,0.608349,0.262587,[254  30] ; [45  4],[255.003003  28.996997] ; [43.996997  5.003003],0
a3,1,0.609783,0.260492,[209  73] ; [38 11],[210.43504532  71.56495468] ; [36.56495468 12.43504532],0
u1,1,0.655359,0.19921,[ 54 230] ; [ 8 41],[ 52.87687688 231.12312312] ; [ 9.12312312 39.87687688],0
d4,1,0.66811,0.183821,[233  48] ; [41  7],[234.02431611  46.97568389] ; [39.97568389  8.02431611],0
u3,1,0.70195,0.146451,[42 31] ; [7 4],[42.58333333 30.41666667] ; [6.41666667 4.58333333],0
a4,1,0.723348,0.125307,[129 154] ; [21 28],[127.86144578 155.13855422] ; [22.13855422 26.86144578],0
d3,1,0.748848,0.102501,[201  82] ; [33 15],[200.06646526  82.93353474] ; [33.93353474 14.06646526],0
n2,1,0.764912,0.089423,[45  7] ; [9 1],[45.29032258  6.70967742] ; [8.70967742 1.29032258],0
v2,1,0.799174,0.064727,[159 113] ; [29 19],[159.8 112.2] ; [28.2 19.8],0
