Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.3e-05,19.024767,[46 87] ; [21  5],[56.04402516 76.95597484] ; [10.95597484 15.04402516],1
s3,1,0.562225,0.335866,[62 75] ; [11 17],[60.61212121 76.38787879] ; [12.38787879 15.61212121],0
n3,1,0.595162,0.282354,[39 22] ; [10  4],[39.85333333 21.14666667] ; [9.14666667 4.85333333],0
n5,1,0.615076,0.252848,[47 90] ; [11 17],[48.15757576 88.84242424] ; [ 9.84242424 18.15757576],0
s5,1,0.6196,0.246431,[ 32 103] ; [ 5 21],[ 31.02484472 103.97515528] ; [ 5.97515528 20.02484472],0
d5,1,0.655306,0.199275,[91 47] ; [19  8],[92. 46.] ; [18.  9.],0
a1,1,0.660165,0.193323,[  3 135] ; [ 1 27],[  3.3253012 134.6746988] ; [ 0.6746988 27.3253012],0
p5,1,0.674528,0.176351,[  3 132] ; [ 1 27],[  3.31288344 131.68711656] ; [ 0.68711656 27.31288344],0
r3,1,0.735324,0.11428,[120  18] ; [25  3],[120.54216867  17.45783133] ; [24.45783133  3.54216867],0
a4,1,0.738404,0.111534,[40 98] ; [ 9 19],[40.73493976 97.26506024] ; [ 8.26506024 19.73493976],0
v2,1,0.745671,0.105205,[56 74] ; [13 15],[56.7721519 73.2278481] ; [12.2278481 15.7721519],0
b3,1,0.821937,0.050649,[18 47] ; [4 9],[18.33333333 46.66666667] ; [3.66666667 9.33333333],0
b2,1,0.821937,0.050649,[18 47] ; [4 9],[18.33333333 46.66666667] ; [3.66666667 9.33333333],0
p9,1,0.831929,0.045041,[93 41] ; [20  8],[93.4691358 40.5308642] ; [19.5308642  8.4691358],0
s1,1,0.852143,0.034739,[  6 132] ; [ 1 27],[  5.81927711 132.18072289] ; [ 1.18072289 26.81927711],0
v1,1,0.86512,0.028852,[48 89] ; [ 9 18],[47.61585366 89.38414634] ; [ 9.38414634 17.61585366],0
u3,1,0.894683,0.017525,[31 26] ; [9 7],[31.23287671 25.76712329] ; [8.76712329 7.23287671],0
s6,1,0.903752,0.014622,[65 72] ; [12 14],[64.71779141 72.28220859] ; [12.28220859 13.71779141],0
d4,1,0.951681,0.003672,[102  35] ; [21  7],[102.12727273  34.87272727] ; [20.87272727  7.12727273],0
u1,1,0.984613,0.000372,[ 10 128] ; [ 2 26],[  9.97590361 128.02409639] ; [ 2.02409639 25.97590361],0
