Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,43.624924,[ 96 141] ; [102  32],[126.4851752 110.5148248] ; [71.5148248 62.4851752],1
v1,1,0.000444,12.335496,[105 135] ; [84 50],[121.28342246 118.71657754] ; [67.71657754 66.28342246],1
s8,1,0.000479,12.196062,[ 45 194] ; [47 87],[ 58.94906166 180.05093834] ; [ 33.05093834 100.94906166],1
n4,1,0.00118,10.520788,[161  80] ; [112  24],[174.51724138  66.48275862] ; [98.48275862 37.51724138],0
s7,1,0.001925,9.619483,[ 51 181] ; [46 77],[ 63.3915493 168.6084507] ; [33.6084507 89.3915493],0
p5,1,0.003522,8.514987,[ 13 228] ; [ 19 115],[ 20.56533333 220.43466667] ; [ 11.43466667 122.56533333],0
a1,1,0.011644,6.364323,[  7 234] ; [ 12 124],[ 12.14588859 228.85411141] ; [  6.85411141 129.14588859],0
p3,1,0.015252,5.887104,[ 99 142] ; [72 61],[110.18983957 130.81016043] ; [60.81016043 72.18983957],0
p10,1,0.024781,5.039095,[169  71] ; [107  25],[178.06451613  61.93548387] ; [97.93548387 34.06451613],0
n5,1,0.043104,4.091319,[159  80] ; [104  32],[167.61866667  71.38133333] ; [95.38133333 40.61866667],0
p1,1,0.069585,3.292774,[ 14 226] ; [ 15 121],[ 18.5106383 221.4893617] ; [ 10.4893617 125.5106383],0
a3,1,0.085462,2.957833,[154  87] ; [98 37],[161.5212766  79.4787234] ; [90.4787234 44.5212766],0
p12,1,0.087114,2.926909,[  6 234] ; [  8 125],[  9.0080429 230.9919571] ; [  4.9919571 128.0080429],0
d4,1,0.093558,2.812057,[182  59] ; [112  23],[188.44148936  52.55851064] ; [105.55851064  29.44148936],0
r1,1,0.099276,2.717131,[176  64] ; [110  26],[182.55319149  57.44680851] ; [103.44680851  32.55319149],0
a8,1,0.111216,2.536853,[ 20 201] ; [17 98],[ 24.33630952 196.66369048] ; [ 12.66369048 102.33630952],0
n6,1,0.118666,2.434835,[191  49] ; [117  19],[196.59574468  43.40425532] ; [111.40425532  24.59574468],0
d2,1,0.124963,2.353989,[ 99 140] ; [67 68],[106.0802139 132.9197861] ; [59.9197861 75.0802139],0
p6,1,0.143852,2.136266,[ 73 165] ; [50 81],[ 79.33333333 158.66666667] ; [43.66666667 87.33333333],0
s2,1,0.172446,1.861554,[ 30 208] ; [ 24 111],[ 34.45576408 203.54423592] ; [ 19.54423592 115.45576408],0
v4,1,0.179133,1.804802,[224  17] ; [131   5],[226.93633952  14.06366048] ; [128.06366048   7.93633952],0
u1,1,0.206353,1.596831,[ 31 210] ; [ 24 112],[ 35.15915119 205.84084881] ; [ 19.84084881 116.15915119],0
a7,1,0.220789,1.499236,[169  71] ; [103  32],[174.08  65.92] ; [97.92 37.08],0
p9,1,0.229088,1.446518,[180  57] ; [109  25],[184.61725067  52.38274933] ; [104.38274933  29.61725067],0
b4,1,0.232522,1.425368,[130 111] ; [82 54],[135.52254642 105.47745358] ; [76.47745358 59.52254642],0
r3,1,0.271559,1.208858,[219  22] ; [127   8],[221.7712766  19.2287234] ; [124.2287234  10.7712766],0
n3,1,0.273755,1.197834,[47 25] ; [20  6],[49.2244898 22.7755102] ; [17.7755102  8.2244898],0
s4,1,0.292677,1.107268,[ 28 210] ; [ 11 122],[ 25.01886792 212.98113208] ; [ 13.98113208 119.01886792],0
u2,1,0.29731,1.086222,[40 46] ; [21 16],[42.6504065 43.3495935] ; [18.3495935 18.6504065],0
p7,1,0.304829,1.052949,[133 107] ; [81 52],[137.69436997 102.30563003] ; [76.30563003 56.69436997],0
d1,1,0.304878,1.052736,[125 116] ; [78 58],[129.76923077 111.23076923] ; [73.23076923 62.76923077],0
u3,1,0.43973,0.596986,[50 37] ; [19 19],[48.024 38.976] ; [20.976 17.024],0
p11,1,0.46053,0.544605,[182  59] ; [98 38],[178.99204244  62.00795756] ; [101.00795756  34.99204244],0
a4,1,0.520904,0.412103,[102 138] ; [62 73],[104.96 135.04] ; [59.04 75.96],0
a2,1,0.529426,0.395493,[ 50 191] ; [ 32 104],[ 52.41909814 188.58090186] ; [ 29.58090186 106.41909814],0
r4,1,0.531623,0.391289,[211  30] ; [122  14],[212.87267905  28.12732095] ; [120.12732095  15.87267905],0
b2,1,0.569248,0.323942,[48 86] ; [36 55],[50.02666667 83.97333333] ; [33.97333333 57.02666667],0
b3,1,0.569248,0.323942,[48 86] ; [36 55],[50.02666667 83.97333333] ; [33.97333333 57.02666667],0
