Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.183651,[ 8 42] ; [23 11],[18.45238095 31.54761905] ; [12.54761905 21.45238095],1
s3,1,0.007058,7.258148,[17 32] ; [22 12],[23.02409639 25.97590361] ; [15.97590361 18.02409639],0
p3,1,0.009915,6.650063,[21 29] ; [24 10],[26.78571429 23.21428571] ; [18.21428571 15.78571429],0
s4,1,0.022035,5.243008,[ 7 43] ; [12 22],[11.30952381 38.69047619] ; [ 7.69047619 26.30952381],0
a3,1,0.039123,4.255518,[18 32] ; [20 14],[22.61904762 27.38095238] ; [15.38095238 18.61904762],0
s6,1,0.039287,4.248409,[25 23] ; [24  8],[29.4 18.6] ; [19.6 12.4],0
s5,1,0.049896,3.844942,[ 9 39] ; [12 19],[12.75949367 35.24050633] ; [ 8.24050633 22.75949367],0
n5,1,0.053059,3.742063,[29 20] ; [27  7],[33.06024096 15.93975904] ; [22.93975904 11.06024096],0
r2,1,0.057979,3.594266,[36 13] ; [29  3],[39.32098765  9.67901235] ; [25.67901235  6.32098765],0
s2,1,0.060331,3.528253,[19 31] ; [20 14],[23.21428571 26.78571429] ; [15.78571429 18.21428571],0
b5,1,0.063918,3.432692,[35 15] ; [17 17],[30.95238095 19.04761905] ; [21.04761905 12.95238095],0
p2,1,0.068141,3.327239,[37 12] ; [31  3],[40.14457831  8.85542169] ; [27.85542169  6.14457831],0
p4,1,0.070426,3.273054,[27 23] ; [25  9],[30.95238095 19.04761905] ; [21.04761905 12.95238095],0
d4,1,0.090197,2.870863,[31 19] ; [27  7],[34.52380952 15.47619048] ; [23.47619048 10.52380952],0
n4,1,0.102211,2.670701,[28 22] ; [25  9],[31.54761905 18.45238095] ; [21.45238095 12.54761905],0
r3,1,0.106108,2.611255,[41  9] ; [32  2],[43.45238095  6.54761905] ; [29.54761905  4.45238095],0
u3,1,0.111363,2.534768,[12 19] ; [9 5],[14.46666667 16.53333333] ; [6.53333333 7.46666667],0
p6,1,0.150018,2.072069,[20 30] ; [18 14],[23.17073171 26.82926829] ; [14.82926829 17.17073171],0
p10,1,0.152582,2.046241,[36 12] ; [29  4],[38.51851852  9.48148148] ; [26.48148148  6.51851852],0
p9,1,0.160996,1.964844,[38 12] ; [30  4],[40.47619048  9.52380952] ; [27.52380952  6.47619048],0
v2,1,0.161268,1.962297,[18 32] ; [17 16],[21.08433735 28.91566265] ; [13.91566265 19.08433735],0
p7,1,0.187265,1.739002,[33 15] ; [27  6],[35.55555556 12.44444444] ; [24.44444444  8.55555556],0
n2,1,0.189225,1.723644,[8 6] ; [9 2],[9.52 4.48] ; [7.48 3.52],0
u2,1,0.199934,1.642857,[14 18] ; [9 5],[16. 16.] ; [7. 7.],0
b1,1,0.200491,1.638798,[20 30] ; [ 9 25],[17.26190476 32.73809524] ; [11.73809524 22.26190476],0
v1,1,0.224019,1.478439,[19 31] ; [17 16],[21.68674699 28.31325301] ; [14.31325301 18.68674699],0
p11,1,0.229267,1.445402,[39 11] ; [30  4],[41.07142857  8.92857143] ; [27.92857143  6.07142857],0
d1,1,0.258602,1.276225,[16 34] ; [15 19],[18.45238095 31.54761905] ; [12.54761905 21.45238095],0
p5,1,0.281805,1.158362,[ 7 42] ; [ 8 26],[ 8.85542169 40.14457831] ; [ 6.14457831 27.85542169],0
d2,1,0.335546,0.927376,[15 35] ; [ 7 27],[13.0952381 36.9047619] ; [ 8.9047619 25.0952381],0
a4,1,0.369082,0.806752,[13 37] ; [ 6 28],[11.30952381 38.69047619] ; [ 7.69047619 26.30952381],0
n6,1,0.4157,0.662441,[40  9] ; [30  4],[41.3253012  7.6746988] ; [28.6746988  5.3253012],0
p12,1,0.533527,0.387669,[ 4 46] ; [ 4 29],[ 4.81927711 45.18072289] ; [ 3.18072289 29.81927711],0
p1,1,0.535531,0.383886,[ 5 44] ; [ 5 29],[ 5.90361446 43.09638554] ; [ 4.09638554 29.90361446],0
a6,1,0.596211,0.280749,[25 25] ; [19 15],[26.19047619 23.80952381] ; [17.80952381 16.19047619],0
s1,1,0.621863,0.243258,[ 3 47] ; [ 3 31],[ 3.57142857 46.42857143] ; [ 2.42857143 31.57142857],0
v3,1,0.654345,0.200466,[15 34] ; [12 22],[15.93975904 33.06024096] ; [11.06024096 22.93975904],0
r4,1,0.662879,0.190045,[30 20] ; [22 12],[30.95238095 19.04761905] ; [21.04761905 12.95238095],0
n3,1,0.67844,0.171887,[10  4] ; [7 4],[9.52 4.48] ; [7.48 3.52],0
n1,1,0.67844,0.171887,[ 4 10] ; [4 7],[4.48 9.52] ; [3.52 7.48],0
d5,1,0.73003,0.119084,[32 18] ; [23 11],[32.73809524 17.26190476] ; [22.26190476 11.73809524],0
a7,1,0.730064,0.119053,[29 21] ; [21 13],[29.76190476 20.23809524] ; [20.23809524 13.76190476],0
d3,1,0.797429,0.065882,[28 22] ; [20 14],[28.57142857 21.42857143] ; [19.42857143 14.57142857],0
u1,1,0.797429,0.065882,[ 2 48] ; [ 1 33],[ 1.78571429 48.21428571] ; [ 1.21428571 32.78571429],0
b4,1,0.847345,0.037059,[29 21] ; [19 15],[28.57142857 21.42857143] ; [19.42857143 14.57142857],0
a1,1,0.893367,0.017968,[ 4 46] ; [ 3 31],[ 4.16666667 45.83333333] ; [ 2.83333333 31.16666667],0
b3,1,0.931346,0.007422,[ 7 19] ; [ 7 18],[ 7.1372549 18.8627451] ; [ 6.8627451 18.1372549],0
b2,1,0.931346,0.007422,[ 7 19] ; [ 7 18],[ 7.1372549 18.8627451] ; [ 6.8627451 18.1372549],0
a5,1,0.932439,0.007187,[26 24] ; [18 16],[26.19047619 23.80952381] ; [17.80952381 16.19047619],0
