Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,30.724931,[ 8 21] ; [63 12],[19.79807692  9.20192308] ; [51.20192308 23.79807692],1
p9,1,0.0001,15.144478,[16 13] ; [67  8],[23.14423077  5.85576923] ; [59.85576923 15.14423077],1
p10,1,0.001248,10.417169,[15 14] ; [62 13],[21.47115385  7.52884615] ; [55.52884615 19.47115385],0
p11,1,0.003688,8.431571,[16 13] ; [62 13],[21.75  7.25] ; [56.25 18.75],0
v2,1,0.025075,5.01872,[ 8 21] ; [38 35],[13.07843137 15.92156863] ; [32.92156863 40.07843137],0
v3,1,0.026505,4.92278,[ 3 25] ; [24 50],[ 7.41176471 20.58823529] ; [19.58823529 54.41176471],0
a1,1,0.052759,3.751522,[ 5 24] ; [ 4 71],[ 2.50961538 26.49038462] ; [ 6.49038462 68.50961538],0
n6,1,0.062061,3.481436,[20  9] ; [63 11],[23.36893204  5.63106796] ; [59.63106796 14.36893204],0
v1,1,0.06416,3.426438,[10 19] ; [40 33],[14.21568627 14.78431373] ; [35.78431373 37.21568627],0
r2,1,0.069101,3.304257,[19 10] ; [60 13],[22.46078431  6.53921569] ; [56.53921569 16.46078431],0
a3,1,0.083858,2.988506,[14 15] ; [50 25],[17.84615385 11.15384615] ; [46.15384615 28.84615385],0
p5,1,0.095158,2.784884,[ 2 27] ; [15 58],[ 4.83333333 24.16666667] ; [12.16666667 60.83333333],0
d3,1,0.098113,2.735947,[21  8] ; [41 34],[17.28846154 11.71153846] ; [44.71153846 30.28846154],0
u3,1,0.10247,2.666667,[10  5] ; [10 15],[7.5 7.5] ; [12.5 12.5],0
a5,1,0.110435,2.547989,[14 15] ; [49 26],[17.56730769 11.43269231] ; [45.43269231 29.56730769],0
r4,1,0.122176,2.389203,[15 14] ; [51 24],[18.40384615 10.59615385] ; [47.59615385 27.40384615],0
b2,1,0.134499,2.239789,[ 3 14] ; [19 32],[ 5.5 11.5] ; [16.5 34.5],0
b3,1,0.134499,2.239789,[ 3 14] ; [19 32],[ 5.5 11.5] ; [16.5 34.5],0
s2,1,0.158837,1.985261,[18 11] ; [35 40],[14.77884615 14.22115385] ; [38.22115385 36.77884615],0
p8,1,0.15988,1.975357,[12 17] ; [42 32],[15.2038835 13.7961165] ; [38.7961165 35.2038835],0
s7,1,0.179175,1.80445,[10 18] ; [35 34],[12.98969072 15.01030928] ; [32.01030928 36.98969072],0
p6,1,0.193378,1.691695,[10 19] ; [36 38],[12.95145631 16.04854369] ; [33.04854369 40.95145631],0
p7,1,0.201582,1.630875,[22  7] ; [47 28],[19.24038462  9.75961538] ; [49.75961538 25.24038462],0
d5,1,0.203504,1.617045,[18 11] ; [56 19],[20.63461538  8.36538462] ; [53.36538462 21.63461538],0
s5,1,0.240995,1.374765,[11 18] ; [18 51],[ 8.58163265 20.41836735] ; [20.41836735 48.58163265],0
u2,1,0.250616,1.319865,[10  5] ; [12 13],[8.25 6.75] ; [13.75 11.25],0
p2,1,0.265031,1.242288,[22  7] ; [63 11],[23.93203883  5.06796117] ; [61.06796117 12.93203883],0
a8,1,0.315526,1.007403,[ 2 27] ; [10 61],[ 3.48 25.52] ; [ 8.52 62.48],0
b4,1,0.338689,0.915388,[14 15] ; [44 31],[16.17307692 12.82692308] ; [41.82692308 33.17307692],0
p1,1,0.360349,0.836676,[ 3 26] ; [ 4 71],[ 1.95192308 27.04807692] ; [ 5.04807692 69.95192308],0
a4,1,0.39705,0.717241,[ 9 20] ; [30 45],[10.875 18.125] ; [28.125 46.875],0
p3,1,0.406657,0.688552,[16 13] ; [48 27],[17.84615385 11.15384615] ; [46.15384615 28.84615385],0
a2,1,0.447925,0.575896,[ 2 27] ; [ 9 66],[ 3.06730769 25.93269231] ; [ 7.93269231 67.06730769],0
n1,1,0.51043,0.433185,[5 6] ; [11  8],[5.86666667 5.13333333] ; [10.13333333  8.86666667],0
b5,1,0.521472,0.410981,[19 10] ; [44 31],[17.56730769 11.43269231] ; [45.43269231 29.56730769],0
d1,1,0.543623,0.368867,[12 17] ; [36 39],[13.38461538 15.61538462] ; [34.61538462 40.38461538],0
v4,1,0.547156,0.362437,[26  3] ; [63 11],[25.05825243  3.94174757] ; [63.94174757 10.05825243],0
b1,1,0.680038,0.170084,[16 13] ; [38 37],[15.05769231 13.94230769] ; [38.94230769 36.05769231],0
u1,1,0.686973,0.162382,[ 1 28] ; [ 4 71],[ 1.39423077 27.60576923] ; [ 3.60576923 71.39423077],0
d2,1,0.69268,0.156199,[10 19] ; [29 46],[10.875 18.125] ; [28.125 46.875],0
a6,1,0.746359,0.104616,[16 13] ; [44 31],[16.73076923 12.26923077] ; [43.26923077 31.73076923],0
s8,1,0.751167,0.100553,[11 18] ; [31 44],[11.71153846 17.28846154] ; [30.28846154 44.71153846],0
s1,1,0.759145,0.094006,[ 2 27] ; [ 4 71],[ 1.67307692 27.32692308] ; [ 4.32692308 70.67307692],0
n3,1,0.872832,0.02562,[8 3] ; [14  6],[7.80645161 3.19354839] ; [14.19354839  5.80645161],0
n2,1,0.872832,0.02562,[8 3] ; [14  6],[7.80645161 3.19354839] ; [14.19354839  5.80645161],0
a7,1,0.905146,0.0142,[17 12] ; [43 32],[16.73076923 12.26923077] ; [43.26923077 31.73076923],0
r3,1,0.909467,0.01293,[25  4] ; [64 11],[24.81730769  4.18269231] ; [64.18269231 10.81730769],0
d4,1,0.92447,0.008988,[21  8] ; [55 20],[21.19230769  7.80769231] ; [54.80769231 20.19230769],0
s6,1,0.928722,0.008002,[18 11] ; [44 28],[17.8019802 11.1980198] ; [44.1980198 27.8019802],0
s3,1,0.95199,0.003625,[14 14] ; [38 37],[14.13592233 13.86407767] ; [37.86407767 37.13592233],0
p12,1,0.966532,0.001761,[ 2 27] ; [ 5 70],[ 1.95192308 27.04807692] ; [ 5.04807692 69.95192308],0
s4,1,0.991131,0.000124,[ 5 24] ; [13 62],[ 5.01923077 23.98076923] ; [12.98076923 62.01923077],0
