Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,153.948896,[  7 119] ; [309 147],[68.41237113 57.58762887] ; [247.58762887 208.41237113],1
d4,1,0.0,72.673754,[65 60] ; [396  60],[99.18244406 25.81755594] ; [361.81755594  94.18244406],1
d3,1,0.0,45.049272,[53 73] ; [336 119],[84.36144578 41.63855422] ; [304.63855422 150.36144578],1
d2,1,0.0,35.651993,[27 99] ; [234 222],[56.50515464 69.49484536] ; [204.49484536 251.50515464],1
a5,1,0.0,34.574065,[59 67] ; [339 117],[86.16494845 39.83505155] ; [311.83505155 144.16494845],1
a4,1,0.0,25.703244,[26 99] ; [209 246],[50.64655172 74.35344828] ; [184.35344828 270.64655172],1
a7,1,1.3e-05,19.010939,[74 52] ; [355 100],[93.03614458 32.96385542] ; [335.96385542 119.03614458],1
a3,1,1.7e-05,18.538465,[64 62] ; [324 131],[84.14457831 41.85542169] ; [303.85542169 151.14457831],1
a2,1,2.4e-05,17.842433,[  9 117] ; [111 345],[ 25.97938144 100.02061856] ; [ 94.02061856 361.97938144],1
u1,1,4.1e-05,16.846419,[  4 122] ; [ 81 375],[ 18.40206186 107.59793814] ; [ 66.59793814 389.40206186],1
r1,1,0.000288,13.148463,[83 43] ; [368  86],[97.97586207 28.02413793] ; [353.02413793 100.97586207],1
n4,1,0.00055,11.93633,[78 47] ; [354 102],[92.94320138 32.05679862] ; [339.05679862 116.94320138],1
r2,1,0.000882,11.059905,[107  18] ; [425  25],[115.65217391   9.34782609] ; [416.34782609  33.65217391],1
p2,1,0.001284,10.364831,[90 36] ; [380  72],[102.4567474  23.5432526] ; [367.5432526  84.4567474],0
r4,1,0.001782,9.761723,[103  23] ; [417  39],[112.57731959  13.42268041] ; [407.42268041  48.57731959],0
p4,1,0.003481,8.536546,[53 71] ; [261 193],[67.3633218 56.6366782] ; [246.6366782 207.3633218],0
a6,1,0.004546,8.051665,[74 52] ; [328 128],[87.03092784 38.96907216] ; [314.96907216 141.03092784],0
p3,1,0.005632,7.664537,[41 85] ; [210 243],[54.62176166 71.37823834] ; [196.37823834 256.62176166],0
s6,1,0.010862,6.487799,[58 67] ; [268 185],[70.5017301 54.4982699] ; [255.4982699 197.5017301],0
v2,1,0.018063,5.590041,[54 66] ; [248 186],[65.41516245 54.58483755] ; [236.58483755 197.41516245],0
s8,1,0.02205,5.241857,[34 92] ; [173 282],[44.89156627 81.10843373] ; [162.10843373 292.89156627],0
p9,1,0.031471,4.627074,[91 34] ; [367  83],[99.56521739 25.43478261] ; [358.43478261  91.56521739],0
s1,1,0.042925,4.098354,[  7 116] ; [ 10 443],[  3.63020833 119.36979167] ; [ 13.36979167 439.63020833],0
p10,1,0.059101,3.562424,[86 38] ; [349 101],[93.97212544 30.02787456] ; [341.02787456 108.97212544],0
p1,1,0.082295,3.018993,[ 12 114] ; [ 24 429],[  7.83419689 118.16580311] ; [ 28.16580311 424.83419689],0
n2,1,0.101731,2.678196,[26  6] ; [68 35],[22.28148148  9.71851852] ; [71.71851852 31.28148148],0
p5,1,0.109693,2.558644,[ 10 115] ; [ 20 433],[  6.48788927 118.51211073] ; [ 23.51211073 429.48788927],0
n5,1,0.112015,2.525565,[81 43] ; [329 124],[88.11091854 35.88908146] ; [321.88908146 131.11091854],0
n6,1,0.133696,2.249057,[95 30] ; [373  82],[100.86206897  24.13793103] ; [367.13793103  87.86206897],0
s7,1,0.151221,2.05989,[40 80] ; [176 258],[46.78700361 73.21299639] ; [169.21299639 264.78700361],0
v3,1,0.18054,1.793174,[39 85] ; [165 269],[45.33333333 78.66666667] ; [158.66666667 275.33333333],0
