Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.003307,8.630008,[24  1] ; [5 4],[21.32352941  3.67647059] ; [7.67647059 1.32352941],0
n3,1,0.009949,6.643951,[8 1] ; [1 4],[5.78571429 3.21428571] ; [3.21428571 1.78571429],0
n6,1,0.021085,5.319783,[21  4] ; [4 5],[18.38235294  6.61764706] ; [6.61764706 2.38235294],0
p4,1,0.064517,3.417279,[14 10] ; [2 7],[11.63636364 12.36363636] ; [4.36363636 4.63636364],0
p3,1,0.076656,3.134411,[11 14] ; [1 8],[ 8.82352941 16.17647059] ; [3.17647059 5.82352941],0
v3,1,0.076656,3.134411,[11 14] ; [1 8],[ 8.82352941 16.17647059] ; [3.17647059 5.82352941],0
a3,1,0.082708,3.010874,[19  6] ; [4 5],[16.91176471  8.08823529] ; [6.08823529 2.91176471],0
r1,1,0.084522,2.975726,[21  4] ; [5 4],[19.11764706  5.88235294] ; [6.88235294 2.11764706],0
s8,1,0.112162,2.523496,[10 15] ; [1 8],[ 8.08823529 16.91176471] ; [2.91176471 6.08823529],0
a7,1,0.126752,2.331838,[14 11] ; [2 6],[12.12121212 12.87878788] ; [3.87878788 4.12121212],0
p8,1,0.159969,1.974519,[ 9 16] ; [1 8],[ 7.35294118 17.64705882] ; [2.64705882 6.35294118],0
v1,1,0.177851,1.815492,[12 13] ; [2 7],[10.29411765 14.70588235] ; [3.70588235 5.29411765],0
d2,1,0.208082,1.584717,[16  9] ; [7 1],[17.42424242  7.57575758] ; [5.57575758 2.42424242],0
a5,1,0.212422,1.554839,[17  8] ; [4 5],[15.44117647  9.55882353] ; [5.55882353 3.44117647],0
b5,1,0.243537,1.36,[14 11] ; [3 6],[12.5 12.5] ; [4.5 4.5],0
p1,1,0.256144,1.289481,[ 2 23] ; [2 7],[ 2.94117647 22.05882353] ; [1.05882353 7.94117647],0
d5,1,0.27013,1.216085,[21  4] ; [6 3],[19.85294118  5.14705882] ; [7.14705882 1.85294118],0
s4,1,0.296934,1.087912,[ 4 20] ; [3 6],[ 5.09090909 18.90909091] ; [1.90909091 7.09090909],0
p10,1,0.301071,1.069444,[10 14] ; [2 7],[ 8.72727273 15.27272727] ; [3.27272727 5.72727273],0
b1,1,0.306702,1.044825,[16  9] ; [4 5],[14.70588235 10.29411765] ; [5.29411765 3.70588235],0
d3,1,0.306702,1.044825,[16  9] ; [4 5],[14.70588235 10.29411765] ; [5.29411765 3.70588235],0
a6,1,0.306702,1.044825,[16  9] ; [4 5],[14.70588235 10.29411765] ; [5.29411765 3.70588235],0
s6,1,0.365862,0.817672,[18  7] ; [5 4],[16.91176471  8.08823529] ; [6.08823529 2.91176471],0
p6,1,0.384742,0.755495,[ 6 18] ; [1 8],[ 5.09090909 18.90909091] ; [1.90909091 7.09090909],0
p7,1,0.391805,0.733333,[12 12] ; [3 6],[10.90909091 13.09090909] ; [4.09090909 4.90909091],0
n1,1,0.428537,0.626786,[5 2] ; [3 3],[4.30769231 2.69230769] ; [3.69230769 2.30769231],0
a1,1,0.436887,0.604444,[ 1 24] ; [1 8],[ 1.47058824 23.52941176] ; [0.52941176 8.47058824],0
b3,1,0.444651,0.584251,[ 4 13] ; [1 8],[ 3.26923077 13.73076923] ; [1.73076923 7.26923077],0
b2,1,0.444651,0.584251,[ 4 13] ; [1 8],[ 3.26923077 13.73076923] ; [1.73076923 7.26923077],0
p11,1,0.447332,0.577404,[13 12] ; [6 3],[13.97058824 11.02941176] ; [5.02941176 3.97058824],0
s2,1,0.447332,0.577404,[12 13] ; [3 6],[11.02941176 13.97058824] ; [3.97058824 5.02941176],0
n4,1,0.502927,0.448754,[17  8] ; [5 4],[16.17647059  8.82352941] ; [5.82352941 3.17647059],0
u2,1,0.527089,0.4,[2 3] ; [3 2],[2.5 2.5] ; [2.5 2.5],0
n5,1,0.577155,0.310857,[14 11] ; [6 3],[14.70588235 10.29411765] ; [5.29411765 3.70588235],0
a4,1,0.697476,0.151111,[13 12] ; [4 5],[12.5 12.5] ; [4.5 4.5],0
d4,1,0.763341,0.090659,[20  5] ; [6 2],[19.6969697  5.3030303] ; [6.3030303 1.6969697],0
v2,1,0.776105,0.080882,[12 12] ; [4 5],[11.63636364 12.36363636] ; [4.36363636 4.63636364],0
p2,1,0.816297,0.053968,[15 10] ; [5 4],[14.70588235 10.29411765] ; [5.29411765 3.70588235],0
u3,1,0.818971,0.052381,[2 4] ; [2 3],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
d1,1,0.854603,0.03358,[13 12] ; [5 4],[13.23529412 11.76470588] ; [4.76470588 4.23529412],0
b4,1,0.941553,0.005375,[17  8] ; [6 3],[16.91176471  8.08823529] ; [6.08823529 2.91176471],0
s7,1,0.943109,0.005093,[11 13] ; [4 5],[10.90909091 13.09090909] ; [4.09090909 4.90909091],0
s3,1,0.981629,0.00053,[14 11] ; [5 4],[13.97058824 11.02941176] ; [5.02941176 3.97058824],0
