Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.002844,8.90514,[12  5] ; [29 61],[ 6.51401869 10.48598131] ; [34.48598131 55.51401869],0
r4,1,0.01615,5.786425,[16  1] ; [61 33],[11.79279279  5.20720721] ; [65.20720721 28.79279279],0
p2,1,0.030454,4.68347,[14  3] ; [51 43],[9.95495495 7.04504505] ; [55.04504505 38.95495495],0
v2,1,0.032945,4.548614,[9 8] ; [23 63],[ 5.2815534 11.7184466] ; [26.7184466 59.2815534],0
s7,1,0.044869,4.023567,[7 9] ; [18 70],[ 3.84615385 12.15384615] ; [21.15384615 66.84615385],0
n4,1,0.048767,3.883348,[14  3] ; [53 40],[10.35454545  6.64545455] ; [56.64545455 36.35454545],0
r1,1,0.05805,3.592238,[14  3] ; [54 39],[10.50909091  6.49090909] ; [57.49090909 35.50909091],0
u3,1,0.101489,2.681992,[6 2] ; [21 27],[3.85714286 4.14285714] ; [23.14285714 24.85714286],0
b3,1,0.104307,2.638417,[7 5] ; [19 38],[4.52173913 7.47826087] ; [21.47826087 35.52173913],0
b2,1,0.104307,2.638417,[7 5] ; [19 38],[4.52173913 7.47826087] ; [21.47826087 35.52173913],0
n6,1,0.104952,2.628628,[14  3] ; [57 35],[11.0733945  5.9266055] ; [59.9266055 32.0733945],0
p4,1,0.138916,2.189925,[ 7 10] ; [22 70],[ 4.52293578 12.47706422] ; [24.47706422 67.52293578],0
v4,1,0.17188,1.866471,[16  1] ; [74 18],[14.03669725  2.96330275] ; [75.96330275 16.03669725],0
a6,1,0.201437,1.631924,[11  6] ; [45 49],[8.57657658 8.42342342] ; [47.42342342 46.57657658],0
d2,1,0.217431,1.521245,[ 2 15] ; [24 70],[ 3.98198198 13.01801802] ; [22.01801802 71.98198198],0
p3,1,0.230004,1.440837,[ 5 12] ; [16 78],[ 3.21621622 13.78378378] ; [17.78378378 76.21621622],0
v3,1,0.286913,1.134049,[ 2 15] ; [21 69],[ 3.65420561 13.34579439] ; [19.34579439 70.65420561],0
u2,1,0.294909,1.097074,[5 3] ; [20 27],[3.63636364 4.36363636] ; [21.36363636 25.63636364],0
s6,1,0.295599,1.093942,[9 8] ; [37 57],[7.04504505 9.95495495] ; [38.95495495 55.04504505],0
a7,1,0.382667,0.762117,[10  7] ; [44 49],[8.34545455 8.65454545] ; [45.65454545 47.34545455],0
s4,1,0.413118,0.66981,[ 2 15] ; [19 75],[ 3.21621622 13.78378378] ; [17.78378378 76.21621622],0
a4,1,0.41718,0.658245,[ 2 14] ; [20 74],[ 3.2 12.8] ; [18.8 75.2],0
p10,1,0.433205,0.614215,[7 9] ; [50 42],[8.44444444 7.55555556] ; [48.55555556 43.44444444],0
v1,1,0.451589,0.56666,[8 9] ; [34 57],[ 6.61111111 10.38888889] ; [35.38888889 55.61111111],0
s2,1,0.459822,0.546329,[ 4 12] ; [32 61],[ 5.28440367 10.71559633] ; [30.71559633 62.28440367],0
p11,1,0.48481,0.488024,[12  5] ; [58 36],[10.72072072  6.27927928] ; [59.27927928 34.72072072],0
n1,1,0.530736,0.392982,[2 2] ; [13 25],[1.42857143 2.57142857] ; [13.57142857 24.42857143],0
s8,1,0.597898,0.278178,[ 4 13] ; [17 77],[ 3.21621622 13.78378378] ; [17.78378378 76.21621622],0
s5,1,0.628744,0.233768,[ 2 13] ; [17 75],[ 2.6635514 12.3364486] ; [16.3364486 75.6635514],0
b5,1,0.641322,0.217017,[8 9] ; [50 44],[8.88288288 8.11711712] ; [49.11711712 44.88288288],0
s3,1,0.729824,0.119274,[9 8] ; [45 48],[8.34545455 8.65454545] ; [45.65454545 47.34545455],0
d3,1,0.730037,0.119077,[8 9] ; [40 54],[7.35135135 9.64864865] ; [40.64864865 53.35135135],0
a5,1,0.751388,0.100368,[ 6 11] ; [37 57],[ 6.58558559 10.41441441] ; [36.41441441 57.58558559],0
a3,1,0.760228,0.093135,[9 8] ; [45 47],[8.42201835 8.57798165] ; [45.57798165 46.42201835],0
n3,1,0.761538,0.092089,[3 1] ; [25 12],[2.73170732 1.26829268] ; [25.26829268 11.73170732],0
n5,1,0.765248,0.08916,[11  6] ; [56 36],[10.44954128  6.55045872] ; [56.55045872 35.44954128],0
p1,1,0.818453,0.052686,[ 1 16] ; [ 7 87],[ 1.22522523 15.77477477] ; [ 6.77477477 87.22522523],0
a1,1,0.818453,0.052686,[ 1 16] ; [ 7 87],[ 1.22522523 15.77477477] ; [ 6.77477477 87.22522523],0
b1,1,0.851726,0.034938,[ 7 10] ; [41 53],[7.35135135 9.64864865] ; [40.64864865 53.35135135],0
p9,1,0.896051,0.01707,[11  6] ; [58 34],[10.76146789  6.23853211] ; [58.23853211 33.76146789],0
a8,1,0.9025,0.015007,[ 2 14] ; [12 76],[ 2.15384615 13.84615385] ; [11.84615385 76.15384615],0
p5,1,0.932679,0.007136,[ 1 16] ; [ 5 88],[ 0.92727273 16.07272727] ; [ 5.07272727 87.92727273],0
n2,1,0.977675,0.000783,[3 1] ; [29 10],[2.97674419 1.02325581] ; [29.02325581  9.97674419],0
d4,1,0.984672,0.000369,[9 8] ; [49 44],[8.96363636 8.03636364] ; [49.03636364 43.96363636],0
b4,1,0.984815,0.000362,[9 8] ; [50 44],[9.03603604 7.96396396] ; [49.96396396 44.03603604],0
