Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.7e-05,17.651737,[22  6] ; [25 52],[12.53333333 15.46666667] ; [34.46666667 42.53333333],1
n4,1,0.0086,6.904084,[24  4] ; [46 33],[18.31775701  9.68224299] ; [51.68224299 27.31775701],0
p1,1,0.010577,6.534977,[ 6 22] ; [ 4 75],[ 2.61682243 25.38317757] ; [ 7.38317757 71.61682243],0
p8,1,0.0119,6.325681,[16 12] ; [24 55],[10.46728972 17.53271028] ; [29.53271028 49.46728972],0
s6,1,0.018016,5.594545,[18  9] ; [31 46],[12.72115385 14.27884615] ; [36.27884615 40.72115385],0
p6,1,0.037603,4.322889,[12 15] ; [18 59],[ 7.78846154 19.21153846] ; [22.21153846 54.78846154],0
s4,1,0.052287,3.766547,[ 9 19] ; [12 67],[ 5.4953271 22.5046729] ; [15.5046729 63.4953271],0
s5,1,0.06016,3.532955,[10 16] ; [15 60],[ 6.43564356 19.56435644] ; [18.56435644 56.43564356],0
s7,1,0.0657,3.38731,[12 14] ; [20 55],[ 8.23762376 17.76237624] ; [23.76237624 51.23762376],0
p5,1,0.075472,3.159818,[ 5 23] ; [ 5 73],[ 2.64150943 25.35849057] ; [ 7.35849057 70.64150943],0
p7,1,0.08191,3.026584,[19  9] ; [37 39],[15.07692308 12.92307692] ; [40.92307692 35.07692308],0
b2,1,0.122713,2.382342,[ 2 17] ; [13 33],[ 4.38461538 14.61538462] ; [10.61538462 35.38461538],0
b3,1,0.122713,2.382342,[ 2 17] ; [13 33],[ 4.38461538 14.61538462] ; [10.61538462 35.38461538],0
r4,1,0.142949,2.145919,[21  7] ; [47 32],[17.79439252 10.20560748] ; [50.20560748 28.79439252],0
p2,1,0.142949,2.145919,[21  7] ; [47 32],[17.79439252 10.20560748] ; [50.20560748 28.79439252],0
s3,1,0.147125,2.101806,[17 10] ; [36 41],[13.75961538 13.24038462] ; [39.24038462 37.75961538],0
r1,1,0.173977,1.848339,[18 10] ; [39 40],[14.91588785 13.08411215] ; [42.08411215 36.91588785],0
p12,1,0.177307,1.820055,[ 3 25] ; [ 3 75],[ 1.58490566 26.41509434] ; [ 4.41509434 73.58490566],0
v4,1,0.189746,1.719586,[25  3] ; [60 17],[22.66666667  5.33333333] ; [62.33333333 14.66666667],0
r3,1,0.229213,1.445736,[24  4] ; [59 20],[21.71962617  6.28037383] ; [61.28037383 17.71962617],0
s8,1,0.232835,1.423461,[10 18] ; [19 60],[ 7.58878505 20.41121495] ; [21.41121495 57.58878505],0
v2,1,0.329406,0.951231,[ 8 19] ; [29 43],[10.09090909 16.90909091] ; [26.90909091 45.09090909],0
a3,1,0.345511,0.889877,[ 9 19] ; [33 45],[11.09433962 16.90566038] ; [30.90566038 47.09433962],0
v3,1,0.34763,0.882091,[ 8 19] ; [16 61],[ 6.23076923 20.76923077] ; [17.76923077 59.23076923],0
b4,1,0.365395,0.819264,[18 10] ; [43 36],[15.96261682 12.03738318] ; [45.03738318 33.96261682],0
p10,1,0.372456,0.795455,[18 10] ; [42 35],[16. 12.] ; [44. 33.],0
d1,1,0.404713,0.694277,[ 7 21] ; [14 65],[ 5.4953271 22.5046729] ; [15.5046729 63.4953271],0
d2,1,0.434705,0.610219,[10 18] ; [22 57],[ 8.37383178 19.62616822] ; [23.62616822 55.37383178],0
d5,1,0.45098,0.568188,[14 14] ; [33 46],[12.29906542 15.70093458] ; [34.70093458 44.29906542],0
n1,1,0.478105,0.503182,[4 4] ; [12 21],[3.12195122 4.87804878] ; [12.87804878 20.12195122],0
v1,1,0.53801,0.37924,[13 15] ; [31 47],[11.62264151 16.37735849] ; [32.37735849 45.62264151],0
b1,1,0.540024,0.375496,[15 13] ; [37 42],[13.60747664 14.39252336] ; [38.39252336 40.60747664],0
p9,1,0.602742,0.270879,[19  9] ; [48 29],[17.86666667 10.13333333] ; [49.13333333 27.86666667],0
d3,1,0.627423,0.235572,[11 17] ; [27 52],[ 9.94392523 18.05607477] ; [28.05607477 50.94392523],0
u3,1,0.653394,0.201648,[ 9 10] ; [19 27],[ 8.18461538 10.81538462] ; [19.81538462 26.18461538],0
s2,1,0.658446,0.195416,[11 17] ; [27 51],[10.03773585 17.96226415] ; [27.96226415 50.03773585],0
d4,1,0.659494,0.194139,[15 13] ; [38 40],[14. 14.] ; [39. 39.],0
a6,1,0.666859,0.185298,[ 9 19] ; [22 57],[ 8.11214953 19.88785047] ; [22.88785047 56.11214953],0
a8,1,0.699307,0.149194,[ 2 26] ; [ 7 66],[ 2.4950495 25.5049505] ; [ 6.5049505 66.4950495],0
s1,1,0.703723,0.144628,[ 2 26] ; [ 4 73],[ 1.6 26.4] ; [ 4.4 72.6],0
n5,1,0.733005,0.116371,[20  8] ; [53 25],[19.28301887  8.71698113] ; [53.71698113 24.28301887],0
p11,1,0.741563,0.108758,[18 10] ; [48 31],[17.27102804 10.72897196] ; [48.72897196 30.27102804],0
a1,1,0.747917,0.10329,[ 1 27] ; [ 4 75],[ 1.30841121 26.69158879] ; [ 3.69158879 75.30841121],0
r2,1,0.752513,0.099432,[21  7] ; [60 17],[21.6  6.4] ; [59.4 17.6],0
n2,1,0.823563,0.049713,[5 3] ; [22 11],[5.26829268 2.73170732] ; [21.73170732 11.26829268],0
n6,1,0.844795,0.038323,[19  9] ; [52 27],[18.57943925  9.42056075] ; [52.42056075 26.57943925],0
b5,1,0.845984,0.037731,[15 13] ; [44 35],[15.43925234 12.56074766] ; [43.56074766 35.43925234],0
a4,1,0.894797,0.017487,[ 6 22] ; [16 63],[ 5.75700935 22.24299065] ; [16.24299065 62.75700935],0
