Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.7e-05,18.507588,[ 91 121] ; [39 12],[104.79087452 107.20912548] ; [25.20912548 25.79087452],1
s2,1,0.000184,13.991773,[ 67 145] ; [30 20],[ 78.48854962 133.51145038] ; [18.51145038 31.48854962],1
s5,1,0.000459,12.275397,[ 40 168] ; [20 26],[ 49.13385827 158.86614173] ; [10.86614173 35.13385827],1
s3,1,0.010355,6.572849,[ 93 119] ; [32 18],[101.14503817 110.85496183] ; [23.85496183 26.14503817],0
n5,1,0.032261,4.58459,[137  73] ; [25 26],[130.34482759  79.65517241] ; [31.65517241 19.34482759],0
n4,1,0.07318,3.210221,[149  64] ; [29 22],[143.61363636  69.38636364] ; [34.38636364 16.61363636],0
u3,1,0.106877,2.599809,[32 41] ; [10  5],[34.84090909 38.15909091] ; [7.15909091 7.84090909],0
p11,1,0.117295,2.453075,[134  79] ; [26 25],[129.09090909  83.90909091] ; [30.90909091 20.09090909],0
b1,1,0.128101,2.315363,[ 96 117] ; [17 34],[ 91.17045455 121.82954545] ; [21.82954545 29.17045455],0
d5,1,0.128891,2.305813,[162  50] ; [33 17],[157.78625954  54.21374046] ; [37.21374046 12.78625954],0
b5,1,0.143621,2.138727,[118  95] ; [34 17],[122.63636364  90.36363636] ; [29.36363636 21.63636364],0
b2,1,0.219725,1.506168,[51 78] ; [ 6 17],[48.375 80.625] ; [ 8.625 14.375],0
b3,1,0.219725,1.506168,[51 78] ; [ 6 17],[48.375 80.625] ; [ 8.625 14.375],0
v4,1,0.226754,1.461105,[176  35] ; [46  5],[178.78625954  32.21374046] ; [43.21374046  7.78625954],0
n1,1,0.232186,1.427423,[33 47] ; [ 6 16],[30.58823529 49.41176471] ; [ 8.41176471 13.58823529],0
d3,1,0.243615,1.359552,[129  82] ; [35 15],[132.58237548  78.41762452] ; [31.41762452 18.58237548],0
p9,1,0.253014,1.306582,[137  72] ; [37 13],[140.40926641  68.59073359] ; [33.59073359 16.40926641],0
n3,1,0.260738,1.264833,[51 28] ; [17  5],[53.18811881 25.81188119] ; [14.81188119  7.18811881],0
s7,1,0.311434,1.024585,[ 69 132] ; [21 29],[ 72.07171315 128.92828685] ; [17.92828685 32.07171315],0
a4,1,0.42529,0.635652,[ 92 120] ; [19 32],[ 89.47528517 122.52471483] ; [21.52471483 29.47528517],0
a6,1,0.440311,0.595472,[141  71] ; [31 20],[138.64638783  73.35361217] ; [33.35361217 17.64638783],0
