Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000363,12.711635,[30 19] ; [68  9],[38.11111111 10.88888889] ; [59.88888889 17.11111111],1
r4,1,0.001944,9.601921,[24 27] ; [57 20],[32.2734375 18.7265625] ; [48.7265625 28.2734375],0
p11,1,0.010331,6.576926,[18 33] ; [45 32],[25.1015625 25.8984375] ; [37.8984375 39.1015625],0
r3,1,0.010708,6.513197,[34 17] ; [66 11],[39.84375 11.15625] ; [60.15625 16.84375],0
n5,1,0.012452,6.245399,[21 30] ; [49 28],[27.890625 23.109375] ; [42.109375 34.890625],0
n4,1,0.026448,4.926499,[23 28] ; [50 27],[29.0859375 21.9140625] ; [43.9140625 33.0859375],0
r2,1,0.057559,3.606373,[36 14] ; [66 11],[40.15748031  9.84251969] ; [61.84251969 15.15748031],0
s6,1,0.059883,3.540615,[15 36] ; [35 41],[20.07874016 30.92125984] ; [29.92125984 46.07874016],0
s7,1,0.061434,3.49825,[ 7 39] ; [23 53],[11.31147541 34.68852459] ; [18.68852459 57.31147541],0
u1,1,0.065413,3.394521,[ 3 48] ; [13 64],[ 6.375 44.625] ; [ 9.625 67.375],0
p4,1,0.076683,3.133841,[14 37] ; [33 44],[18.7265625 32.2734375] ; [28.2734375 48.7265625],0
p3,1,0.089872,2.876666,[ 9 41] ; [24 52],[13.0952381 36.9047619] ; [19.9047619 56.0952381],0
n2,1,0.100348,2.7,[12 15] ; [18  9],[15. 12.] ; [15. 12.],0
n3,1,0.131994,2.268896,[12 14] ; [18  9],[14.71698113 11.28301887] ; [15.28301887 11.71698113],0
p6,1,0.143787,2.136955,[ 8 41] ; [21 55],[11.368 37.632] ; [17.632 58.368],0
s2,1,0.165027,1.927548,[11 40] ; [25 51],[14.45669291 36.54330709] ; [21.54330709 54.45669291],0
u2,1,0.167634,1.903977,[13  9] ; [15 22],[10.44067797 11.55932203] ; [17.55932203 19.44067797],0
p2,1,0.179592,1.800995,[25 26] ; [47 30],[28.6875 22.3125] ; [43.3125 33.6875],0
n1,1,0.22053,1.500917,[ 7 19] ; [12 16],[ 9.14814815 16.85185185] ; [ 9.85185185 18.14814815],0
s8,1,0.235815,1.405438,[ 6 45] ; [15 61],[ 8.43307087 42.56692913] ; [12.56692913 63.43307087],0
p8,1,0.240282,1.378939,[12 38] ; [26 51],[14.96062992 35.03937008] ; [23.03937008 53.96062992],0
a6,1,0.287885,1.129487,[32 19] ; [41 36],[29.0859375 21.9140625] ; [43.9140625 33.0859375],0
a1,1,0.318025,0.99705,[ 5 46] ; [ 4 73],[ 3.5859375 47.4140625] ; [ 5.4140625 71.5859375],0
s1,1,0.328273,0.955698,[ 5 46] ; [ 4 72],[ 3.61417323 47.38582677] ; [ 5.38582677 70.61417323],0
s5,1,0.362478,0.829288,[ 7 44] ; [15 60],[ 8.9047619 42.0952381] ; [13.0952381 61.9047619],0
v2,1,0.365591,0.818595,[13 36] ; [26 50],[15.288 33.712] ; [23.712 52.288],0
d4,1,0.378568,0.775346,[32 18] ; [55 22],[34.2519685 15.7480315] ; [52.7480315 24.2519685],0
a7,1,0.4017,0.703231,[28 23] ; [48 29],[30.28125 20.71875] ; [45.71875 31.28125],0
b5,1,0.406673,0.688507,[24 27] ; [42 35],[26.296875 24.703125] ; [39.703125 37.296875],0
a3,1,0.41709,0.658499,[29 21] ; [39 38],[26.77165354 23.22834646] ; [41.22834646 35.77165354],0
d1,1,0.444257,0.585262,[21 30] ; [37 40],[23.109375 27.890625] ; [34.890625 42.109375],0
p10,1,0.477921,0.503603,[10 41] ; [19 57],[11.64566929 39.35433071] ; [17.35433071 58.64566929],0
a4,1,0.498787,0.457516,[20 31] ; [25 50],[18.21428571 32.78571429] ; [26.78571429 48.21428571],0
r1,1,0.576641,0.311697,[32 19] ; [52 25],[33.46875 17.53125] ; [50.53125 26.46875],0
p7,1,0.584989,0.298238,[22 29] ; [37 40],[23.5078125 27.4921875] ; [35.4921875 41.5078125],0
a2,1,0.608113,0.262932,[ 9 42] ; [11 66],[ 7.96875 43.03125] ; [12.03125 64.96875],0
