Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.145562,[21 24] ; [55  6],[32.26415094 12.73584906] ; [43.73584906 17.26415094],1
s6,1,0.000107,15.000779,[12 32] ; [40 21],[21.79047619 22.20952381] ; [30.20952381 30.79047619],1
r3,1,0.000156,14.300464,[27 17] ; [56  5],[34.78095238  9.21904762] ; [48.21904762 12.78095238],1
v4,1,0.00568,7.649266,[32 13] ; [55  5],[37.28571429  7.71428571] ; [49.71428571 10.28571429],0
p11,1,0.013182,6.144545,[21 24] ; [43 18],[27.16981132 17.83018868] ; [36.83018868 24.16981132],0
s3,1,0.016301,5.770075,[16 29] ; [35 24],[22.06730769 22.93269231] ; [28.93269231 30.06730769],0
r2,1,0.020911,5.334218,[34 11] ; [56  5],[38.20754717  6.79245283] ; [51.79245283  9.20754717],0
s8,1,0.025798,4.969529,[ 8 37] ; [23 38],[13.16037736 31.83962264] ; [17.83962264 43.16037736],0
v3,1,0.034523,4.468608,[ 7 38] ; [20 39],[11.68269231 33.31730769] ; [15.31730769 43.68269231],0
u3,1,0.061551,3.495087,[ 6 15] ; [15 12],[ 9.1875 11.8125] ; [11.8125 15.1875],0
v1,1,0.064161,3.426428,[14 31] ; [29 30],[18.60576923 26.39423077] ; [24.39423077 34.60576923],0
n6,1,0.066753,3.361119,[29 16] ; [49 12],[33.11320755 11.88679245] ; [44.88679245 16.11320755],0
s2,1,0.067874,3.33369,[12 33] ; [26 33],[16.44230769 28.55769231] ; [21.55769231 37.44230769],0
v2,1,0.084402,2.978031,[11 33] ; [24 34],[15.09803922 28.90196078] ; [19.90196078 38.09803922],0
p4,1,0.088613,2.899396,[14 31] ; [29 32],[18.25471698 26.74528302] ; [24.74528302 36.25471698],0
a5,1,0.096168,2.767971,[17 28] ; [33 28],[21.22641509 23.77358491] ; [28.77358491 32.22641509],0
d3,1,0.150784,2.064298,[ 8 35] ; [19 42],[11.16346154 31.83653846] ; [15.83653846 45.16346154],0
a1,1,0.216661,1.526349,[ 4 41] ; [ 2 59],[ 2.54716981 42.45283019] ; [ 3.45283019 57.54716981],0
s7,1,0.22751,1.456358,[10 32] ; [20 37],[12.72727273 29.27272727] ; [17.27272727 39.72727273],0
d2,1,0.235949,1.404638,[15 30] ; [14 47],[12.31132075 32.68867925] ; [16.68867925 44.31132075],0
b2,1,0.237338,1.396337,[ 9 15] ; [10 32],[ 6.90909091 17.09090909] ; [12.09090909 29.90909091],0
b3,1,0.237338,1.396337,[ 9 15] ; [10 32],[ 6.90909091 17.09090909] ; [12.09090909 29.90909091],0
n5,1,0.245952,1.346154,[36  9] ; [42 18],[33.42857143 11.57142857] ; [44.57142857 15.42857143],0
u2,1,0.259796,1.269841,[ 6 15] ; [12 15],[ 7.875 13.125] ; [10.125 16.875],0
n3,1,0.270912,1.212121,[12  6] ; [18  4],[13.5  4.5] ; [16.5  5.5],0
p10,1,0.287901,1.129409,[22 21] ; [37 23],[24.63106796 18.36893204] ; [34.36893204 25.63106796],0
p1,1,0.298949,1.078874,[ 2 43] ; [ 6 55],[ 3.39622642 41.60377358] ; [ 4.60377358 56.39622642],0
a7,1,0.348003,0.880727,[19 25] ; [32 29],[21.37142857 22.62857143] ; [29.62857143 31.37142857],0
n2,1,0.361874,0.831378,[12  6] ; [19  5],[13.28571429  4.71428571] ; [17.71428571  6.28571429],0
n4,1,0.370874,0.800735,[28 17] ; [43 18],[30.14150943 14.85849057] ; [40.85849057 20.14150943],0
d5,1,0.382074,0.764018,[20 24] ; [33 28],[22.20952381 21.79047619] ; [30.79047619 30.20952381],0
d1,1,0.389358,0.740946,[ 2 43] ; [ 1 60],[ 1.27358491 43.72641509] ; [ 1.72641509 59.27358491],0
