Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.145562,[21 24] ; [55  6],[32.26415094 12.73584906] ; [43.73584906 17.26415094],1
b1,1,0.484882,0.487863,[20 25] ; [23 38],[18.25471698 26.74528302] ; [24.74528302 36.25471698],0
p3,1,0.497504,0.460257,[12 33] ; [20 41],[13.58490566 31.41509434] ; [18.41509434 42.58490566],0
a4,1,0.585817,0.296925,[11 34] ; [12 48],[ 9.85714286 35.14285714] ; [13.14285714 46.85714286],0
b5,1,0.586613,0.295665,[26 19] ; [32 29],[24.62264151 20.37735849] ; [33.37735849 27.62264151],0
p9,1,0.589738,0.290754,[27 15] ; [36 25],[25.68932039 16.31067961] ; [37.31067961 23.68932039],0
a6,1,0.636765,0.222998,[23 22] ; [34 27],[24.19811321 20.80188679] ; [32.80188679 28.19811321],0
p2,1,0.722102,0.126487,[28 17] ; [40 21],[28.86792453 16.13207547] ; [39.13207547 21.86792453],0
a3,1,0.733908,0.115554,[24 21] ; [34 26],[24.85714286 20.14285714] ; [33.14285714 26.85714286],0
s5,1,0.739941,0.110178,[ 5 39] ; [ 8 51],[ 5.55339806 38.44660194] ; [ 7.44660194 51.55339806],0
p12,1,0.745794,0.1051,[ 1 44] ; [ 2 59],[ 1.27358491 43.72641509] ; [ 1.72641509 59.27358491],0
b4,1,0.760731,0.092733,[23 22] ; [33 28],[23.77358491 21.22641509] ; [32.22641509 28.77358491],0
s4,1,0.805381,0.060707,[ 8 37] ; [12 49],[ 8.49056604 36.50943396] ; [11.50943396 49.49056604],0
n1,1,0.885131,0.020871,[ 6 11] ; [ 9 15],[ 6.2195122 10.7804878] ; [ 8.7804878 15.2195122],0
a8,1,0.89413,0.01771,[ 6 38] ; [ 7 48],[ 5.77777778 38.22222222] ; [ 7.22222222 47.77777778],0
a2,1,0.899443,0.015968,[ 4 41] ; [ 5 56],[ 3.82075472 41.17924528] ; [ 5.17924528 55.82075472],0
p7,1,0.90717,0.013598,[17 28] ; [22 38],[16.71428571 28.28571429] ; [22.28571429 37.71428571],0
p6,1,0.915218,0.011333,[ 9 35] ; [13 48],[ 9.21904762 34.78095238] ; [12.78095238 48.21904762],0
