Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,44.288039,[14 28] ; [53  2],[29.01030928 12.98969072] ; [37.98969072 17.01030928],1
r2,1,3e-06,21.860795,[23 17] ; [53  2],[32.  8.] ; [44. 11.],1
v4,1,3e-06,21.731667,[20 22] ; [49  5],[30.1875 11.8125] ; [38.8125 15.1875],1
r1,1,1e-05,19.486355,[17 25] ; [46  9],[27.27835052 14.72164948] ; [35.72164948 19.27835052],1
s6,1,3.7e-05,17.043265,[ 8 35] ; [32 21],[17.91666667 25.08333333] ; [22.08333333 30.91666667],1
s8,1,0.001227,10.449495,[ 1 42] ; [14 39],[ 6.71875 36.28125] ; [ 8.28125 44.71875],0
p2,1,0.002245,9.33728,[11 32] ; [31 24],[18.42857143 24.57142857] ; [23.57142857 31.42857143],0
n3,1,0.007262,7.206886,[ 9 17] ; [13  4],[13.30232558 12.69767442] ; [8.69767442 8.30232558],0
u3,1,0.00945,6.735698,[ 4 15] ; [14  9],[ 8.14285714 10.85714286] ; [ 9.85714286 13.14285714],0
n6,1,0.014347,5.994912,[17 25] ; [36 19],[22.94845361 19.05154639] ; [30.05154639 24.94845361],0
p3,1,0.017175,5.678395,[ 8 34] ; [23 32],[13.42268041 28.57731959] ; [17.57731959 37.42268041],0
p4,1,0.029096,4.761905,[ 9 33] ; [23 31],[14. 28.] ; [18. 36.],0
s5,1,0.035549,4.418624,[ 3 40] ; [12 41],[ 6.71875 36.28125] ; [ 8.28125 44.71875],0
p8,1,0.048865,3.879968,[ 7 35] ; [19 36],[11.25773196 30.74226804] ; [14.74226804 40.25773196],0
a7,1,0.051372,3.796091,[20 22] ; [37 18],[24.68041237 17.31958763] ; [32.31958763 22.68041237],0
s3,1,0.051665,3.786583,[11 31] ; [25 30],[15.58762887 26.41237113] ; [20.41237113 34.58762887],0
b2,1,0.065447,3.393665,[12 14] ; [ 8 26],[ 8.66666667 17.33333333] ; [11.33333333 22.66666667],0
b3,1,0.065447,3.393665,[12 14] ; [ 8 26],[ 8.66666667 17.33333333] ; [11.33333333 22.66666667],0
p7,1,0.09057,2.864212,[11 30] ; [24 31],[14.94791667 26.05208333] ; [20.05208333 34.94791667],0
v3,1,0.097772,2.74152,[ 9 33] ; [19 32],[12.64516129 29.35483871] ; [15.35483871 35.64516129],0
n2,1,0.105808,2.61574,[12 14] ; [14  6],[14.69565217 11.30434783] ; [11.30434783  8.69565217],0
v1,1,0.114861,2.486038,[10 33] ; [21 34],[13.60204082 29.39795918] ; [17.39795918 37.60204082],0
b4,1,0.119556,2.423131,[19 24] ; [33 22],[22.81632653 20.18367347] ; [29.18367347 25.81632653],0
d5,1,0.136913,2.212315,[26 17] ; [41 14],[29.39795918 13.60204082] ; [37.60204082 17.39795918],0
s1,1,0.137434,2.206454,[ 6 36] ; [ 3 52],[ 3.89690722 38.10309278] ; [ 5.10309278 49.89690722],0
s2,1,0.149748,2.074815,[ 8 35] ; [17 37],[11.08247423 31.91752577] ; [13.91752577 40.08247423],0
a8,1,0.156376,2.008929,[ 1 39] ; [ 5 45],[ 2.66666667 37.33333333] ; [ 3.33333333 46.66666667],0
u1,1,0.159508,1.978888,[ 3 40] ; [ 9 46],[ 5.26530612 37.73469388] ; [ 6.73469388 48.26530612],0
p6,1,0.15995,1.974697,[ 4 37] ; [11 43],[ 6.47368421 34.52631579] ; [ 8.52631579 45.47368421],0
a5,1,0.270245,1.215504,[21 22] ; [33 22],[23.69387755 19.30612245] ; [30.30612245 24.69387755],0
a1,1,0.278272,1.17551,[ 6 37] ; [ 4 51],[ 4.3877551 38.6122449] ; [ 5.6122449 49.3877551],0
s7,1,0.292845,1.106496,[ 6 33] ; [12 37],[ 7.97727273 31.02272727] ; [10.02272727 38.97727273],0
p10,1,0.296819,1.088433,[ 8 35] ; [ 6 48],[ 6.20618557 36.79381443] ; [ 7.79381443 46.20618557],0
a2,1,0.318392,0.995539,[ 6 37] ; [12 43],[ 7.89795918 35.10204082] ; [10.10204082 44.89795918],0
v2,1,0.322917,0.977094,[13 29] ; [22 32],[15.3125 26.6875] ; [19.6875 34.3125],0
b1,1,0.331052,0.944778,[24 19] ; [36 19],[26.32653061 16.67346939] ; [33.67346939 21.32653061],0
a6,1,0.332661,0.93851,[20 23] ; [31 24],[22.37755102 20.62244898] ; [28.62244898 26.37755102],0
d2,1,0.335153,0.928884,[18 24] ; [29 26],[20.35051546 21.64948454] ; [26.64948454 28.35051546],0
d4,1,0.338397,0.916493,[28 15] ; [40 14],[30.1443299 12.8556701] ; [37.8556701 16.1443299],0
u2,1,0.349898,0.873828,[ 6 12] ; [11 12],[ 7.46341463 10.53658537] ; [ 9.53658537 13.46341463],0
b5,1,0.356955,0.848577,[21 22] ; [32 23],[23.25510204 19.74489796] ; [29.74489796 25.25510204],0
n5,1,0.431331,0.619238,[24 18] ; [27 28],[22.08247423 19.91752577] ; [28.91752577 26.08247423],0
d1,1,0.556778,0.345314,[17 26] ; [25 30],[18.42857143 24.57142857] ; [23.57142857 31.42857143],0
n4,1,0.582788,0.301748,[26 16] ; [31 24],[24.68041237 17.31958763] ; [32.31958763 22.68041237],0
s4,1,0.606618,0.265129,[ 7 36] ; [11 43],[ 7.97938144 35.02061856] ; [10.02061856 43.97938144],0
n1,1,0.608757,0.261988,[ 9 17] ; [ 8 11],[ 9.82222222 16.17777778] ; [ 7.17777778 11.82222222],0
p1,1,0.715751,0.1326,[ 4 39] ; [ 4 51],[ 3.51020408 39.48979592] ; [ 4.48979592 50.51020408],0
d3,1,0.776428,0.080643,[23 20] ; [31 24],[23.69387755 19.30612245] ; [30.30612245 24.69387755],0
a4,1,0.861147,0.030595,[16 26] ; [20 35],[15.58762887 26.41237113] ; [20.41237113 34.58762887],0
a3,1,0.918251,0.010534,[24 18] ; [32 23],[24.24742268 17.75257732] ; [31.75257732 23.24742268],0
