Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000527,12.017818,[45 23] ; [11 25],[36.61538462 31.38461538] ; [19.38461538 16.61538462],1
a6,1,0.000682,11.537415,[48 20] ; [13 23],[39.88461538 28.11538462] ; [21.11538462 14.88461538],1
v4,1,0.000704,11.479147,[61  6] ; [23 13],[54.6407767 12.3592233] ; [29.3592233  6.6407767],1
p7,1,0.002603,9.066829,[35 31] ; [ 8 28],[27.82352941 38.17647059] ; [15.17647059 20.82352941],0
a7,1,0.003385,8.587255,[50 18] ; [16 20],[43.15384615 24.84615385] ; [22.84615385 13.15384615],0
d3,1,0.004614,8.024691,[51 17] ; [17 19],[44.46153846 23.53846154] ; [23.53846154 12.46153846],0
r4,1,0.006141,7.508377,[55 13] ; [20 16],[49.03846154 18.96153846] ; [25.96153846 10.03846154],0
p3,1,0.0117,6.355755,[33 35] ; [ 8 27],[27.06796117 40.93203883] ; [13.93203883 21.06796117],0
s1,1,0.012454,6.245098,[ 2 66] ; [ 6 30],[ 5.23076923 62.76923077] ; [ 2.76923077 33.23076923],0
p10,1,0.025856,4.965622,[41 27] ; [13 22],[35.65048544 32.34951456] ; [18.34951456 16.65048544],0
p4,1,0.028525,4.796065,[32 36] ; [ 9 27],[26.80769231 41.19230769] ; [14.19230769 21.80769231],0
p9,1,0.033741,4.507775,[44 24] ; [15 20],[38.95145631 29.04854369] ; [20.04854369 14.95145631],0
p8,1,0.048496,3.89271,[30 37] ; [ 9 27],[25.36893204 41.63106796] ; [13.63106796 22.36893204],0
r1,1,0.050337,3.830188,[53 14] ; [22 14],[48.78640777 18.21359223] ; [26.21359223  9.78640777],0
b3,1,0.08065,3.051759,[ 9 29] ; [10 12],[12.03333333 25.96666667] ; [ 6.96666667 15.03333333],0
b2,1,0.08065,3.051759,[ 9 29] ; [10 12],[12.03333333 25.96666667] ; [ 6.96666667 15.03333333],0
r3,1,0.099512,2.713353,[61  7] ; [28  8],[58.19230769  9.80769231] ; [30.80769231  5.19230769],0
n4,1,0.101143,2.687421,[28 40] ; [ 9 27],[24.19230769 43.80769231] ; [12.80769231 23.19230769],0
s8,1,0.162537,1.950459,[22 46] ; [ 7 29],[18.96153846 49.03846154] ; [10.03846154 25.96153846],0
s6,1,0.167388,1.906185,[35 33] ; [13 22],[31.68932039 36.31067961] ; [16.31067961 18.68932039],0
r2,1,0.212792,1.552329,[59  9] ; [27  8],[56.77669903 11.22330097] ; [29.22330097  5.77669903],0
s7,1,0.223302,1.483025,[22 41] ; [ 7 24],[19.43617021 43.56382979] ; [ 9.56382979 21.43617021],0
u1,1,0.241728,1.370489,[ 6 62] ; [ 1 35],[ 4.57692308 63.42307692] ; [ 2.42307692 33.57692308],0
a4,1,0.271424,1.209535,[21 47] ; [15 21],[23.53846154 44.46153846] ; [12.46153846 23.53846154],0
b4,1,0.301125,1.069205,[43 25] ; [19 17],[40.53846154 27.46153846] ; [21.46153846 14.53846154],0
n3,1,0.345033,0.891641,[14  5] ; [10  7],[12.66666667  6.33333333] ; [11.33333333  5.66666667],0
d2,1,0.361499,0.83268,[24 44] ; [16 20],[26.15384615 41.84615385] ; [13.84615385 22.15384615],0
s3,1,0.407421,0.686313,[35 33] ; [15 20],[33.00970874 34.99029126] ; [16.99029126 18.00970874],0
b1,1,0.409677,0.679739,[32 36] ; [20 16],[34. 34.] ; [18. 18.],0
n1,1,0.414172,0.666793,[ 5 14] ; [ 7 11],[ 6.16216216 12.83783784] ; [ 5.83783784 12.16216216],0
n2,1,0.419946,0.650467,[13  6] ; [10  8],[11.81081081  7.18918919] ; [11.18918919  6.81081081],0
s5,1,0.453832,0.561065,[15 51] ; [ 5 26],[13.60824742 52.39175258] ; [ 6.39175258 24.60824742],0
v1,1,0.574445,0.315301,[28 39] ; [13 23],[26.66990291 40.33009709] ; [14.33009709 21.66990291],0
a2,1,0.609361,0.261106,[10 58] ; [ 4 32],[ 9.15384615 58.84615385] ; [ 4.84615385 31.15384615],0
a5,1,0.624951,0.238971,[43 25] ; [21 15],[41.84615385 26.15384615] ; [22.15384615 13.84615385],0
s4,1,0.629269,0.233053,[14 54] ; [ 6 30],[13.07692308 54.92307692] ; [ 6.92307692 29.07692308],0
d5,1,0.634072,0.22658,[52 16] ; [26 10],[51. 17.] ; [27.  9.],0
p12,1,0.636988,0.222704,[ 1 66] ; [ 1 34],[ 1.31372549 65.68627451] ; [ 0.68627451 34.31372549],0
u3,1,0.663911,0.188808,[19  7] ; [10  5],[18.3902439  7.6097561] ; [10.6097561  4.3902439],0
d4,1,0.675145,0.175643,[57 11] ; [29  7],[56.23076923 11.76923077] ; [29.76923077  6.23076923],0
a8,1,0.703068,0.1453,[ 1 60] ; [ 1 35],[ 1.25773196 59.74226804] ; [ 0.74226804 35.25773196],0
s2,1,0.717214,0.131178,[24 44] ; [14 22],[24.84615385 43.15384615] ; [13.15384615 22.84615385],0
b5,1,0.733355,0.116053,[42 26] ; [21 15],[41.19230769 26.80769231] ; [21.80769231 14.19230769],0
p6,1,0.754621,0.097689,[13 53] ; [ 6 29],[12.41584158 53.58415842] ; [ 6.58415842 28.41584158],0
u2,1,0.780941,0.077336,[18  8] ; [11  4],[18.3902439  7.6097561] ; [10.6097561  4.3902439],0
a1,1,0.795328,0.067287,[ 3 65] ; [ 2 34],[ 3.26923077 64.73076923] ; [ 1.73076923 34.26923077],0
a3,1,0.84627,0.037589,[41 27] ; [21 15],[40.53846154 27.46153846] ; [21.46153846 14.53846154],0
v2,1,0.864577,0.029088,[26 38] ; [14 19],[26.39175258 37.60824742] ; [13.60824742 19.39175258],0
d1,1,0.88651,0.02037,[33 35] ; [18 18],[33.34615385 34.65384615] ; [17.65384615 18.34615385],0
v3,1,0.902772,0.014923,[17 48] ; [ 8 24],[16.75257732 48.24742268] ; [ 8.24742268 23.75257732],0
p1,1,0.917221,0.010802,[ 7 60] ; [ 4 32],[ 7.15533981 59.84466019] ; [ 3.84466019 32.15533981],0
