Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,58.779208,[40 57] ; [311  77],[70.2 26.8] ; [280.8 107.2],1
n4,1,0.0,34.01558,[53 45] ; [320  70],[74.9057377 23.0942623] ; [298.0942623  91.9057377],1
p10,1,0.0,26.589616,[53 43] ; [310  75],[72.44906445 23.55093555] ; [290.55093555  94.44906445],1
p9,1,1e-06,24.797213,[59 38] ; [321  62],[76.79166667 20.20833333] ; [303.20833333  79.79166667],1
p11,1,4.1e-05,16.813597,[60 38] ; [315  75],[75.30737705 22.69262295] ; [299.69262295  90.30737705],1
r3,1,7.8e-05,15.604024,[82 15] ; [373  17],[90.62628337  6.37371663] ; [364.37371663  25.62628337],1
b1,1,0.000162,14.229096,[54 44] ; [134 256],[37.75409836 60.24590164] ; [150.24590164 239.75409836],1
r4,1,0.000214,13.701342,[73 25] ; [347  43],[84.3442623 13.6557377] ; [335.6557377  54.3442623],1
p2,1,0.000869,11.088667,[66 30] ; [324  63],[77.51552795 18.48447205] ; [312.48447205  74.51552795],1
s6,1,0.001665,9.886491,[42 56] ; [234 153],[55.76907216 42.23092784] ; [220.23092784 166.76907216],0
v4,1,0.003715,8.41805,[84 13] ; [370  20],[90.42710472  6.57289528] ; [363.57289528  26.42710472],0
s7,1,0.005811,7.607876,[24 65] ; [160 213],[35.44588745 53.55411255] ; [148.55411255 224.44588745],0
u1,1,0.009134,6.796366,[ 8 90] ; [ 75 315],[16.66803279 81.33196721] ; [ 66.33196721 323.66803279],0
p3,1,0.01002,6.631352,[32 64] ; [186 202],[43.23966942 52.76033058] ; [174.76033058 213.23966942],0
p6,1,0.011229,6.428748,[17 75] ; [123 263],[26.94560669 65.05439331] ; [113.05439331 272.94560669],0
p4,1,0.01552,5.856511,[43 54] ; [225 163],[53.6 43.4] ; [214.4 173.6],0
a8,1,0.02224,5.226899,[ 5 86] ; [ 51 303],[11.45168539 79.54831461] ; [ 44.54831461 309.45168539],0
r2,1,0.023052,5.164557,[85 12] ; [361  22],[90.12916667  6.87083333] ; [355.87083333  27.12916667],0
d1,1,0.023108,5.160366,[56 42] ; [270 120],[65.46721311 32.53278689] ; [260.53278689 129.46721311],0
s8,1,0.023816,5.108014,[26 72] ; [151 238],[35.61806982 62.38193018] ; [141.38193018 247.61806982],0
s1,1,0.054787,3.688567,[ 5 91] ; [  7 381],[ 2.38016529 93.61983471] ; [  9.61983471 378.38016529],0
b3,1,0.054961,3.683263,[13 43] ; [ 86 148],[19.11724138 36.88275862] ; [ 79.88275862 154.11724138],0
b2,1,0.054961,3.683263,[13 43] ; [ 86 148],[19.11724138 36.88275862] ; [ 79.88275862 154.11724138],0
v3,1,0.056097,3.649171,[26 65] ; [148 228],[33.90578158 57.09421842] ; [140.09421842 235.90578158],0
v1,1,0.091445,2.848744,[39 57] ; [190 188],[46.37974684 49.62025316] ; [182.62025316 195.37974684],0
u2,1,0.091882,2.841087,[22  9] ; [60 51],[17.90140845 13.09859155] ; [64.09859155 46.90140845],0
p8,1,0.104726,2.632061,[38 58] ; [187 196],[45.09394572 50.90605428] ; [179.90605428 203.09394572],0
p7,1,0.105666,2.617871,[48 47] ; [228 154],[54.96855346 40.03144654] ; [221.03144654 160.96855346],0
n2,1,0.109657,2.559162,[14 14] ; [62 31],[17.58677686 10.41322314] ; [58.41322314 34.58677686],0
s2,1,0.137372,2.207156,[31 67] ; [154 233],[37.3814433 60.6185567] ; [147.6185567 239.3814433],0
d2,1,0.153741,2.034733,[44 54] ; [206 183],[50.30800821 47.69199179] ; [199.69199179 189.30800821],0
p12,1,0.169843,1.88433,[ 2 94] ; [ 21 367],[ 4.56198347 91.43801653] ; [ 18.43801653 369.56198347],0
u3,1,0.189324,1.722874,[21 10] ; [60 50],[17.80851064 13.19148936] ; [63.19148936 46.80851064],0
s3,1,0.198131,1.656098,[38 58] ; [181 205],[43.61825726 52.38174274] ; [175.38174274 210.61825726],0
d3,1,0.250849,1.318568,[66 31] ; [288 102],[70.50924025 26.49075975] ; [283.49075975 106.50924025],0
r1,1,0.266745,1.233409,[73 25] ; [309  79],[77.02880658 20.97119342] ; [304.97119342  83.02880658],0
d4,1,0.275183,1.190724,[81 17] ; [339  51],[84.3442623 13.6557377] ; [335.6557377  54.3442623],0
a6,1,0.281998,1.157437,[74 24] ; [273 117],[69.68442623 28.31557377] ; [277.31557377 112.68442623],0
u4,1,0.357381,0.847075,[ 1 97] ; [ 10 380],[ 2.20901639 95.79098361] ; [  8.79098361 381.20901639],0
p1,1,0.364315,0.822964,[ 7 90] ; [ 19 369],[ 5.2 91.8] ; [ 20.8 367.2],0
v2,1,0.366147,0.816699,[46 44] ; [212 164],[49.82832618 40.17167382] ; [208.17167382 167.82832618],0
a5,1,0.36796,0.810543,[69 29] ; [292  98],[72.49590164 25.50409836] ; [288.50409836 101.49590164],0
a4,1,0.368094,0.810087,[41 57] ; [182 206],[44.96707819 53.03292181] ; [178.03292181 209.96707819],0
a3,1,0.394345,0.725501,[66 32] ; [279 110],[69.42505133 28.57494867] ; [275.57494867 113.42505133],0
n3,1,0.474377,0.511762,[17 10] ; [66 28],[18.52066116  8.47933884] ; [64.47933884 29.52066116],0
a7,1,0.620922,0.244574,[73 25] ; [299  90],[74.85831622 23.14168378] ; [297.14168378  91.85831622],0
s4,1,0.641588,0.216671,[10 88] ; [ 46 341],[11.31546392 86.68453608] ; [ 44.68453608 342.31546392],0
b4,1,0.685514,0.163984,[59 39] ; [226 164],[57.23360656 40.76639344] ; [227.76639344 162.23360656],0
a2,1,0.692164,0.156753,[22 76] ; [ 95 295],[23.49590164 74.50409836] ; [ 93.50409836 296.49590164],0
n1,1,0.717559,0.130843,[ 8 19] ; [31 62],[ 8.775 18.225] ; [30.225 62.775],0
a1,1,0.751288,0.100452,[ 5 93] ; [ 17 373],[ 4.41803279 93.58196721] ; [ 17.58196721 372.41803279],0
p5,1,0.920803,0.009885,[ 5 92] ; [ 19 368],[ 4.80991736 92.19008264] ; [ 19.19008264 367.80991736],0
b5,1,0.952436,0.003558,[62 36] ; [248 142],[62.25409836 35.74590164] ; [247.74590164 142.25409836],0
