Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.926581,[256  52] ; [71 45],[237.53773585  70.46226415] ; [89.46226415 26.53773585],1
p7,1,8e-06,19.846917,[149 157] ; [29 88],[128.76595745 177.23404255] ; [49.23404255 67.76595745],1
p4,1,4.1e-05,16.843513,[154 156] ; [33 86],[135.12820513 174.87179487] ; [51.87179487 67.12820513],1
p10,1,0.000218,13.670811,[235  72] ; [69 49],[219.59529412  87.40470588] ; [84.40470588 33.59529412],1
b1,1,0.000391,12.574171,[104 206] ; [63 58],[120.11600928 189.88399072] ; [46.88399072 74.11600928],1
p11,1,0.000668,11.576013,[229  81] ; [69 52],[214.3387471  95.6612529] ; [83.6612529 37.3387471],1
a1,1,0.00309,8.753278,[  8 302] ; [ 11 110],[ 13.66589327 296.33410673] ; [  5.33410673 115.66589327],0
p6,1,0.004482,8.077384,[ 81 227] ; [ 16 103],[ 69.96721311 238.03278689] ; [27.03278689 91.96721311],0
s1,1,0.015091,5.905767,[  9 295] ; [ 10 109],[ 13.65484634 290.34515366] ; [  5.34515366 113.65484634],0
a6,1,0.016755,5.721839,[223  87] ; [72 48],[212.6744186  97.3255814] ; [82.3255814 37.6744186],0
r3,1,0.02288,5.177562,[296  13] ; [109  12],[291.03488372  17.96511628] ; [113.96511628   7.03488372],0
a7,1,0.024467,5.061254,[225  83] ; [75 46],[215.38461538  92.61538462] ; [84.61538462 36.38461538],0
p3,1,0.026125,4.947752,[118 192] ; [32 88],[108.13953488 201.86046512] ; [41.86046512 78.13953488],0
d5,1,0.047113,3.941349,[251  58] ; [87 33],[243.45454545  65.54545455] ; [94.54545455 25.45454545],0
d3,1,0.054331,3.702498,[210  98] ; [70 50],[201.4953271 106.5046729] ; [78.5046729 41.4953271],0
n4,1,0.054558,3.695535,[225  83] ; [77 44],[216.82051282  91.17948718] ; [85.17948718 35.82051282],0
s4,1,0.06899,3.306885,[ 47 261] ; [27 92],[ 53.37704918 254.62295082] ; [20.62295082 98.37704918],0
u4,1,0.084425,2.977594,[  3 307] ; [  4 117],[  5.03480278 304.96519722] ; [  1.96519722 119.03480278],0
a8,1,0.13981,2.18005,[ 36 242] ; [  9 107],[ 31.75126904 246.24873096] ; [ 13.24873096 102.75126904],0
s6,1,0.146346,2.109935,[200 109] ; [68 51],[193.48598131 115.51401869] ; [74.51401869 44.48598131],0
v1,1,0.158604,1.987487,[144 154] ; [48 70],[137.53846154 160.46153846] ; [54.46153846 63.53846154],0
n6,1,0.189582,1.720866,[250  59] ; [91 30],[245.04418605  63.95581395] ; [95.95581395 25.04418605],0
v2,1,0.226564,1.462303,[156 140] ; [52 61],[150.53300733 145.46699267] ; [57.46699267 55.53300733],0
s5,1,0.273484,1.19919,[ 90 212] ; [27 84],[ 85.55447942 216.44552058] ; [31.44552058 79.55447942],0
s2,1,0.339187,0.913502,[156 150] ; [55 65],[151.56338028 154.43661972] ; [59.43661972 60.56338028],0
a5,1,0.345716,0.889118,[212  98] ; [77 44],[207.86542923 102.13457077] ; [81.13457077 39.86542923],0
s3,1,0.346562,0.886006,[171 135] ; [61 59],[166.64788732 139.35211268] ; [65.35211268 54.64788732],0
n3,1,0.349807,0.874158,[71 22] ; [31 14],[68.73913043 24.26086957] ; [33.26086957 11.73913043],0
s7,1,0.376444,0.782281,[132 166] ; [45 69],[128.02427184 169.97572816] ; [48.97572816 65.02427184],0
a2,1,0.385128,0.75427,[ 79 231] ; [26 95],[ 75.52204176 234.47795824] ; [29.47795824 91.52204176],0
a3,1,0.38656,0.749737,[220  89] ; [81 40],[216.3  92.7] ; [84.7 36.3],0
u3,1,0.389555,0.740332,[53 36] ; [27 13],[55.19379845 33.80620155] ; [24.80620155 15.19379845],0
n1,1,0.397777,0.715036,[29 62] ; [18 28],[31.2189781 59.7810219] ; [15.7810219 30.2189781],0
n5,1,0.43979,0.596831,[209  98] ; [77 43],[205.62529274 101.37470726] ; [80.37470726 39.62529274],0
b4,1,0.470965,0.519711,[186 124] ; [68 53],[182.69141531 127.30858469] ; [71.30858469 49.69141531],0
u2,1,0.483261,0.491496,[50 37] ; [25 14],[51.78571429 35.21428571] ; [23.21428571 15.78571429],0
d1,1,0.518128,0.417618,[167 143] ; [61 60],[163.99071926 146.00928074] ; [64.00928074 56.99071926],0
d2,1,0.535393,0.384145,[145 163] ; [60 59],[147.86885246 160.13114754] ; [57.13114754 61.86885246],0
r4,1,0.551336,0.354929,[273  37] ; [104  17],[271.16009281  38.83990719] ; [105.83990719  15.16009281],0
d4,1,0.576601,0.311763,[247  62] ; [93 27],[244.8951049  64.1048951] ; [95.1048951 24.8951049],0
r1,1,0.585697,0.297115,[236  71] ; [90 31],[233.8364486  73.1635514] ; [92.1635514 28.8364486],0
u1,1,0.597204,0.279233,[ 58 252] ; [ 20 101],[ 56.10208817 253.89791183] ; [21.89791183 99.10208817],0
r2,1,0.663922,0.188794,[291  17] ; [113   8],[290.05128205  17.94871795] ; [113.94871795   7.05128205],0
p12,1,0.67988,0.17026,[ 15 294] ; [  7 113],[ 15.84615385 293.15384615] ; [  6.15384615 113.84615385],0
a4,1,0.690925,0.158086,[139 170] ; [57 64],[140.84651163 168.15348837] ; [55.15348837 65.84651163],0
p1,1,0.693645,0.155167,[ 15 294] ; [  7 114],[ 15.80930233 293.19069767] ; [  6.19069767 114.80930233],0
v3,1,0.703583,0.144772,[100 199] ; [39 71],[101.61613692 197.38386308] ; [37.38386308 72.61613692],0
n2,1,0.748719,0.102611,[64 27] ; [35 13],[64.81294964 26.18705036] ; [34.18705036 13.81294964],0
s8,1,0.784992,0.074431,[117 193] ; [47 73],[118.23255814 191.76744186] ; [45.76744186 74.23255814],0
p5,1,0.800289,0.063995,[ 15 294] ; [  5 112],[ 14.50704225 294.49295775] ; [  5.49295775 111.50704225],0
b5,1,0.958195,0.002748,[199 111] ; [78 43],[199.23433875 110.76566125] ; [77.76566125 43.23433875],0
b2,1,1.0,0.0,[ 70 112] ; [30 48],[ 70. 112.] ; [30. 48.],0
b3,1,1.0,0.0,[ 70 112] ; [30 48],[ 70. 112.] ; [30. 48.],0
