Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,41.733648,[47 37] ; [ 1 52],[29.43065693 54.56934307] ; [18.56934307 34.43065693],1
d3,1,0.0,35.109365,[59 25] ; [ 9 42],[42.31111111 41.68888889] ; [25.68888889 25.31111111],1
d5,1,1e-06,24.210989,[66 18] ; [19 33],[52.5 31.5] ; [32.5 19.5],1
a3,1,7.7e-05,15.620827,[56 28] ; [17 36],[44.75912409 39.24087591] ; [28.24087591 24.75912409],1
a5,1,0.000499,12.118015,[51 33] ; [16 37],[41.08029197 42.91970803] ; [25.91970803 27.08029197],1
a7,1,0.002567,9.092008,[53 31] ; [19 33],[44.47058824 39.52941176] ; [27.52941176 24.47058824],0
d2,1,0.014013,6.036502,[39 43] ; [14 39],[32.19259259 49.80740741] ; [20.80740741 32.19259259],0
a4,1,0.015377,5.872778,[32 51] ; [10 43],[25.63235294 57.36764706] ; [16.36764706 36.63235294],0
n2,1,0.017854,5.61039,[26  7] ; [10 11],[22. 11.] ; [14.  7.],0
v3,1,0.02058,5.361973,[19 63] ; [ 4 48],[14.07462687 67.92537313] ; [ 8.92537313 43.07462687],0
r3,1,0.035791,4.407031,[70 14] ; [36 17],[64.99270073 19.00729927] ; [41.00729927 11.99270073],0
v2,1,0.039263,4.249447,[24 58] ; [ 7 44],[19.11278195 62.88721805] ; [11.88721805 39.11278195],0
a2,1,0.047885,3.914028,[12 72] ; [ 2 51],[ 8.58394161 75.41605839] ; [ 5.41605839 47.58394161],0
p10,1,0.052976,3.744663,[54 29] ; [24 26],[48.67669173 34.32330827] ; [29.32330827 20.67669173],0
b2,1,0.08345,2.996393,[23 30] ; [ 7 22],[19.3902439 33.6097561] ; [10.6097561 18.3902439],0
b3,1,0.08345,2.996393,[23 30] ; [ 7 22],[19.3902439 33.6097561] ; [10.6097561 18.3902439],0
p9,1,0.155252,2.019872,[59 23] ; [30 20],[55.28787879 26.71212121] ; [33.71212121 16.28787879],0
p11,1,0.1604,1.970454,[56 28] ; [29 24],[52.11678832 31.88321168] ; [32.88321168 20.11678832],0
b4,1,0.180422,1.794148,[51 33] ; [26 27],[47.21167883 36.78832117] ; [29.78832117 23.21167883],0
u3,1,0.184096,1.764244,[11 16] ; [ 9 27],[ 8.57142857 18.42857143] ; [11.42857143 24.57142857],0
s6,1,0.206962,1.592549,[36 48] ; [17 36],[32.49635036 51.50364964] ; [20.50364964 32.49635036],0
s5,1,0.212382,1.555115,[17 61] ; [ 7 46],[14.29007634 63.70992366] ; [ 9.70992366 43.29007634],0
r4,1,0.223514,1.481666,[47 37] ; [24 29],[43.53284672 40.46715328] ; [27.46715328 25.53284672],0
s4,1,0.26901,1.221791,[21 63] ; [ 9 44],[18.39416058 65.60583942] ; [11.60583942 41.39416058],0
p3,1,0.273045,1.201386,[28 56] ; [13 40],[25.13868613 58.86131387] ; [15.86131387 37.13868613],0
