Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,80.178112,[ 8 40] ; [120  19],[32.85561497 15.14438503] ; [95.14438503 43.85561497],1
p2,1,0.0,31.067538,[20 28] ; [115  23],[34.83870968 13.16129032] ; [100.16129032  37.83870968],1
p11,1,0.0,25.32848,[17 31] ; [105  34],[31.31550802 16.68449198] ; [90.68449198 48.31550802],1
r4,1,0.000364,12.711026,[29 19] ; [118  21],[37.73262032 10.26737968] ; [109.26737968  29.73262032],1
d3,1,0.000976,10.872164,[29 19] ; [116  23],[37.21925134 10.78074866] ; [107.78074866  31.21925134],1
v4,1,0.002405,9.211482,[38 10] ; [130   8],[43.35483871  4.64516129] ; [124.64516129  13.35483871],0
r2,1,0.003128,8.731404,[37 11] ; [128  10],[42.58064516  5.41935484] ; [122.41935484  15.58064516],0
s8,1,0.003499,8.527268,[ 6 41] ; [49 90],[13.89784946 33.10215054] ; [41.10215054 97.89784946],0
b1,1,0.004036,8.267752,[24 24] ; [ 38 101],[15.9144385 32.0855615] ; [46.0855615 92.9144385],0
a7,1,0.010469,6.553215,[29 19] ; [110  29],[35.67914439 12.32085561] ; [103.32085561  35.67914439],0
r3,1,0.01292,6.180081,[39  9] ; [130   9],[43.37967914  4.62032086] ; [125.62032086  13.37967914],0
v1,1,0.016132,5.788422,[14 34] ; [66 68],[21.0989011 26.9010989] ; [58.9010989 75.0989011],0
s1,1,0.019446,5.46099,[ 4 44] ; [  2 137],[ 1.54010695 46.45989305] ; [  4.45989305 134.54010695],0
d2,1,0.031635,4.618188,[25 23] ; [48 91],[18.73796791 29.26203209] ; [54.26203209 84.73796791],0
s2,1,0.034161,4.486628,[14 33] ; [66 73],[20.21505376 26.78494624] ; [59.78494624 79.21505376],0
p7,1,0.047294,3.934915,[20 28] ; [77 55],[25.86666667 22.13333333] ; [71.13333333 60.86666667],0
s3,1,0.059778,3.543524,[18 30] ; [73 64],[23.61081081 24.38918919] ; [67.38918919 69.61081081],0
n6,1,0.107189,2.595188,[26 22] ; [92 45],[30.61621622 17.38378378] ; [87.38378378 49.61621622],0
s7,1,0.118041,2.443129,[10 36] ; [46 89],[14.2320442 31.7679558] ; [41.7679558 93.2320442],0
a5,1,0.120028,2.416955,[25 23] ; [90 49],[29.51871658 18.48128342] ; [85.48128342 53.51871658],0
