Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,26.206682,[ 6 27] ; [102  51],[19.16129032 13.83870968] ; [88.83870968 64.16129032],1
d1,1,2e-06,22.355359,[12 21] ; [119  34],[23.24193548  9.75806452] ; [107.75806452  45.24193548],1
a4,1,5.6e-05,16.245989,[ 6 27] ; [87 66],[16.5 16.5] ; [76.5 76.5],1
n6,1,0.000958,10.906541,[25  8] ; [143   9],[29.96756757  3.03243243] ; [138.03243243  13.96756757],1
d5,1,0.001855,9.687282,[23 10] ; [137  15],[28.54054054  4.45945946] ; [131.45945946  20.54054054],0
u1,1,0.00354,8.506083,[ 2 31] ; [ 47 106],[ 8.69354839 24.30645161] ; [ 40.30645161 112.69354839],0
a3,1,0.004002,8.282686,[19 14] ; [123  29],[25.32972973  7.67027027] ; [116.67027027  35.32972973],0
p3,1,0.027904,4.833976,[17 16] ; [109  44],[22.35483871 10.64516129] ; [103.64516129  49.35483871],0
n4,1,0.032162,4.589864,[25  8] ; [137  16],[28.74193548  4.25806452] ; [133.25806452  19.74193548],0
v1,1,0.040843,4.18253,[18 15] ; [109  41],[22.90163934 10.09836066] ; [104.09836066  45.90163934],0
s5,1,0.069641,3.291462,[11 19] ; [79 65],[15.51724138 14.48275862] ; [74.48275862 69.51724138],0
d3,1,0.089101,2.890535,[20 13] ; [115  38],[23.9516129  9.0483871] ; [111.0483871  41.9516129],0
p9,1,0.09794,2.738766,[29  4] ; [145   7],[31.03783784  1.96216216] ; [142.96216216   9.03783784],0
p10,1,0.132479,2.263212,[27  6] ; [138  14],[29.43243243  3.56756757] ; [135.56756757  16.43243243],0
r1,1,0.140542,2.172017,[24  9] ; [128  25],[26.96774194  6.03225806] ; [125.03225806  27.96774194],0
b2,1,0.147957,2.093193,[ 8 15] ; [54 51],[11.140625 11.859375] ; [50.859375 54.140625],0
b3,1,0.147957,2.093193,[ 8 15] ; [54 51],[11.140625 11.859375] ; [50.859375 54.140625],0
p8,1,0.155762,2.014895,[27  6] ; [105  46],[23.67391304  9.32608696] ; [108.32608696  42.67391304],0
a8,1,0.206265,1.597448,[ 8 23] ; [ 23 119],[ 5.55491329 25.44508671] ; [ 25.44508671 116.55491329],0
u2,1,0.226101,1.465222,[11  3] ; [18 12],[9.22727273 4.77272727] ; [19.77272727 10.22727273],0
p1,1,0.234875,1.411094,[ 7 26] ; [ 20 132],[ 4.81621622 28.18378378] ; [ 22.18378378 129.81621622],0
p4,1,0.237546,1.395097,[25  8] ; [129  24],[27.32258065  5.67741935] ; [126.67741935  26.32258065],0
a6,1,0.252921,1.307099,[18 15] ; [99 53],[20.87027027 12.12972973] ; [96.12972973 55.87027027],0
a1,1,0.280352,1.165385,[ 1 32] ; [ 13 140],[ 2.48387097 30.51612903] ; [ 11.51612903 141.48387097],0
r3,1,0.309521,1.032719,[31  2] ; [149   4],[31.93548387  1.06451613] ; [148.06451613   4.93548387],0
r2,1,0.321578,0.982517,[31  2] ; [146   4],[31.91803279  1.08196721] ; [145.08196721   4.91803279],0
n2,1,0.338352,0.916667,[5 1] ; [17 10],[4. 2.] ; [18.  9.],0
p2,1,0.368444,0.808904,[28  5] ; [138  15],[29.4516129  3.5483871] ; [136.5483871  16.4516129],0
v2,1,0.410668,0.676865,[18 14] ; [96 54],[20.04395604 11.95604396] ; [93.95604396 56.04395604],0
n3,1,0.421671,0.645652,[5 1] ; [18  9],[4.18181818 1.81818182] ; [18.81818182  8.18181818],0
b1,1,0.441106,0.593403,[16 17] ; [63 90],[14.01612903 18.98387097] ; [64.98387097 88.01612903],0
d4,1,0.447725,0.576404,[28  5] ; [136  16],[29.25405405  3.74594595] ; [134.74594595  17.25405405],0
n1,1,0.460866,0.543791,[4 2] ; [13 13],[3.1875 2.8125] ; [13.8125 12.1875],0
s2,1,0.463093,0.538408,[23 10] ; [116  37],[24.66129032  8.33870968] ; [114.33870968  38.66129032],0
b4,1,0.483729,0.490445,[17 16] ; [89 64],[18.80645161 14.19354839] ; [87.19354839 65.80645161],0
b5,1,0.573901,0.316198,[22 11] ; [94 59],[20.58064516 12.41935484] ; [95.41935484 57.58064516],0
n5,1,0.579546,0.306969,[27  6] ; [131  22],[28.03225806  4.96774194] ; [129.96774194  23.03225806],0
s1,1,0.588521,0.29266,[ 2 31] ; [  6 146],[ 1.42702703 31.57297297] ; [  6.57297297 145.42702703],0
a7,1,0.631099,0.230574,[21 11] ; [107  46],[22.14054054  9.85945946] ; [105.85945946  47.14054054],0
p5,1,0.673065,0.178038,[ 8 25] ; [ 32 121],[ 7.09677419 25.90322581] ; [ 32.90322581 120.09677419],0
s3,1,0.691089,0.15791,[25  8] ; [110  42],[24.08108108  8.91891892] ; [110.91891892  41.08108108],0
u4,1,0.691568,0.157393,[ 1 32] ; [  7 146],[ 1.41935484 31.58064516] ; [  6.58064516 146.41935484],0
s4,1,0.765213,0.089187,[ 8 25] ; [ 33 118],[ 7.35326087 25.64673913] ; [ 33.64673913 117.35326087],0
