Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,157.339654,[  6 120] ; [308 147],[68.09638554 57.90361446] ; [245.90361446 209.09638554],1
r2,1,0.032845,4.55382,[113  13] ; [427  23],[118.125   7.875] ; [421.875  28.125],0
r4,1,0.034955,4.44738,[104  22] ; [407  48],[110.81927711  15.18072289] ; [400.18072289  54.81927711],0
s8,1,0.044609,4.033358,[35 91] ; [170 284],[44.53448276 81.46551724] ; [160.46551724 293.53448276],0
p10,1,0.046966,3.946617,[86 38] ; [350  99],[94.35253054 29.64746946] ; [341.64746946 107.35253054],0
r3,1,0.063009,3.456348,[114  12] ; [431  23],[118.39655172   7.60344828] ; [426.60344828  27.39655172],0
n5,1,0.075058,3.16878,[81 43] ; [332 120],[88.90972222 35.09027778] ; [324.09027778 127.90972222],0
p1,1,0.083471,2.995984,[ 12 114] ; [ 24 428],[  7.84775087 118.15224913] ; [ 28.15224913 423.84775087],0
p9,1,0.092709,2.8267,[92 32] ; [364  85],[98.68062827 25.31937173] ; [357.31937173  91.68062827],0
u3,1,0.10016,2.703001,[27 30] ; [79 52],[32.13829787 24.86170213] ; [73.86170213 57.13829787],0
s2,1,0.171082,1.873433,[41 84] ; [179 274],[47.57785467 77.42214533] ; [172.42214533 280.57785467],0
s7,1,0.177903,1.815052,[41 80] ; [176 257],[47.39530686 73.60469314] ; [169.60469314 263.39530686],0
p7,1,0.188029,1.732996,[65 56] ; [268 176],[71.31504425 49.68495575] ; [261.68495575 182.31504425],0
v3,1,0.193795,1.688527,[39 84] ; [165 268],[45.1294964 77.8705036] ; [158.8705036 274.1294964],0
b5,1,0.216413,1.527999,[73 53] ; [291 164],[78.93975904 47.06024096] ; [285.06024096 169.93975904],0
b1,1,0.26213,1.257474,[54 72] ; [170 285],[48.57831325 77.42168675] ; [175.42168675 279.57831325],0
a1,1,0.304724,1.053407,[  3 123] ; [ 20 435],[  4.98795181 121.01204819] ; [ 18.01204819 436.98795181],0
p6,1,0.350827,0.870463,[33 92] ; [137 309],[37.21541156 87.78458844] ; [132.78458844 313.21541156],0
p5,1,0.364365,0.822793,[  9 116] ; [ 23 428],[  6.94444444 118.05555556] ; [ 25.05555556 425.94444444],0
p8,1,0.370681,0.801381,[56 69] ; [220 226],[60.42031524 64.57968476] ; [215.57968476 230.42031524],0
s3,1,0.423427,0.640784,[62 61] ; [209 242],[58.07142857 64.92857143] ; [212.92857143 238.07142857],0
n6,1,0.460048,0.545779,[99 27] ; [370  84],[101.8862069  24.1137931] ; [367.1137931  86.8862069],0
v1,1,0.470452,0.520913,[56 67] ; [217 224],[59.53723404 63.46276596] ; [213.46276596 227.53723404],0
n3,1,0.477778,0.50393,[24  8] ; [76 35],[22.37762238  9.62237762] ; [77.62237762 33.37762238],0
u2,1,0.546519,0.36359,[30 26] ; [77 55],[31.87234043 24.12765957] ; [75.12765957 56.87234043],0
b4,1,0.601996,0.271996,[69 57] ; [261 194],[71.56626506 54.43373494] ; [258.43373494 196.56626506],0
s1,1,0.616369,0.251004,[  4 119] ; [ 11 440],[  3.21428571 119.78571429] ; [ 11.78571429 439.21428571],0
p11,1,0.623939,0.24037,[96 30] ; [356  99],[98.02409639 27.97590361] ; [353.97590361 101.02409639],0
u4,1,0.669816,0.181818,[  2 124] ; [ 10 445],[  2.60240964 123.39759036] ; [  9.39759036 445.60240964],0
n1,1,0.705584,0.142728,[12 22] ; [35 75],[11.09722222 22.90277778] ; [35.90277778 74.09722222],0
b2,1,0.765792,0.088735,[25 50] ; [ 95 175],[26.08695652 48.91304348] ; [ 93.91304348 176.08695652],0
b3,1,0.765792,0.088735,[25 50] ; [ 95 175],[26.08695652 48.91304348] ; [ 93.91304348 176.08695652],0
s4,1,0.924595,0.008958,[ 14 111] ; [ 52 400],[ 14.29809359 110.70190641] ; [ 51.70190641 400.29809359],0
p12,1,0.985619,0.000325,[  6 118] ; [ 22 429],[  6.03826087 117.96173913] ; [ 21.96173913 429.03826087],0
a8,1,0.991252,0.00012,[ 14 102] ; [ 50 363],[ 14.03402647 101.96597353] ; [ 49.96597353 363.03402647],0
