Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,157.339654,[  6 120] ; [308 147],[68.09638554 57.90361446] ; [245.90361446 209.09638554],1
d4,1,0.0,80.259717,[62 64] ; [393  62],[98.6746988 27.3253012] ; [356.3253012  98.6746988],1
d2,1,0.0,39.327492,[ 25 101] ; [233 222],[55.95180723 70.04819277] ; [202.04819277 252.95180723],1
d3,1,0.0,37.30564,[56 70] ; [333 121],[84.50689655 41.49310345] ; [304.49310345 149.50689655],1
a5,1,0.0,33.738246,[59 67] ; [337 118],[85.87951807 40.12048193] ; [310.12048193 144.87951807],1
a4,1,0.0,28.814769,[ 24 100] ; [209 245],[49.98615917 74.01384083] ; [183.01384083 270.98615917],1
u1,1,1.9e-05,18.271113,[  3 123] ; [ 79 376],[ 17.78313253 108.21686747] ; [ 64.21686747 390.78313253],1
a2,1,2.8e-05,17.577202,[  9 117] ; [110 345],[ 25.80722892 100.19277108] ; [ 93.19277108 361.80722892],1
a7,1,0.000101,15.115075,[76 50] ; [352 102],[92.97931034 33.02068966] ; [335.02068966 118.97931034],1
r1,1,0.000473,12.220715,[84 42] ; [368  85],[98.3626943 27.6373057] ; [353.6373057  99.3626943],1
a3,1,0.000485,12.173256,[68 57] ; [322 132],[84.19689119 40.80310881] ; [305.80310881 148.19689119],1
n4,1,0.003396,8.581316,[79 46] ; [347 108],[91.81034483 33.18965517] ; [334.18965517 120.81034483],0
p4,1,0.003948,8.307764,[53 71] ; [259 193],[67.16666667 56.83333333] ; [244.83333333 207.16666667],0
a6,1,0.004768,7.965223,[74 52] ; [327 128],[86.96385542 39.03614458] ; [314.03614458 140.96385542],0
s6,1,0.005882,7.58609,[56 69] ; [265 187],[69.5407279 55.4592721] ; [251.4592721 200.5407279],0
p3,1,0.008118,7.00728,[42 84] ; [210 241],[55.02946274 70.97053726] ; [196.97053726 254.02946274],0
v2,1,0.012974,6.172676,[52 68] ; [243 190],[64.01446655 55.98553345] ; [230.98553345 202.01446655],0
n2,1,0.014811,5.938777,[29  5] ; [70 41],[23.2137931 10.7862069] ; [75.7862069 35.2137931],0
p2,1,0.014994,5.917136,[93 33] ; [376  75],[102.41594454  23.58405546] ; [366.58405546  84.41594454],0
