Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,142.503228,[584  15] ; [93 47],[548.74560217  50.25439783] ; [128.25439783  11.74560217],1
r2,1,0.0,50.150509,[584  12] ; [114  22],[568.31693989  27.68306011] ; [129.68306011   6.31693989],1
a5,1,0.0,40.477056,[467 132] ; [72 68],[436.88903924 162.11096076] ; [102.11096076  37.88903924],1
d1,1,0.0,31.913701,[383 216] ; [53 87],[353.40189445 245.59810555] ; [82.59810555 57.40189445],1
r3,1,0.0,28.773231,[583  13] ; [123  17],[571.70652174  24.29347826] ; [134.29347826   5.70652174],1
a3,1,1e-06,23.693479,[450 147] ; [76 63],[426.66032609 170.33967391] ; [99.33967391 39.66032609],1
a2,1,3e-06,22.1229,[164 435] ; [ 12 128],[142.65764547 456.34235453] ; [ 33.34235453 106.65764547],1
u1,1,4e-06,21.395338,[125 474] ; [  6 134],[106.1826793 492.8173207] ; [ 24.8173207 115.1826793],1
d3,1,6e-06,20.398324,[446 153] ; [76 62],[424.2578019 174.7421981] ; [97.7421981 40.2578019],1
v2,1,1.2e-05,19.162466,[345 229] ; [55 84],[322.01963534 251.98036466] ; [77.98036466 61.01963534],1
d4,1,7.9e-05,15.581286,[510  87] ; [100  40],[494.12483039 102.87516961] ; [115.87516961  24.12483039],1
d5,1,9.7e-05,15.186544,[506  92] ; [98 41],[490.08412483 107.91587517] ; [113.91587517  25.08412483],1
d2,1,0.000188,13.94772,[305 292] ; [47 93],[285.13432836 311.86567164] ; [66.86567164 73.13432836],1
a6,1,0.000196,13.864324,[430 168] ; [78 62],[411.63143631 186.36856369] ; [96.36856369 43.63143631],1
a4,1,0.000249,13.420438,[281 316] ; [42 98],[261.6431479 335.3568521] ; [61.3568521 78.6431479],1
n4,1,0.000669,11.574491,[480 117] ; [94 46],[464.96336499 132.03663501] ; [109.03663501  30.96336499],1
a7,1,0.000737,11.394772,[457 140] ; [87 52],[441.26086957 155.73913043] ; [102.73913043  36.26086957],1
s8,1,0.002747,8.968048,[283 312] ; [47 93],[267.14285714 327.85714286] ; [62.85714286 77.14285714],0
v3,1,0.005428,7.730897,[244 332] ; [41 98],[229.59440559 346.40559441] ; [55.40559441 83.59440559],0
v1,1,0.005576,7.682434,[337 248] ; [60 75],[322.5625 262.4375] ; [74.4375 60.5625],0
s6,1,0.006772,7.332406,[413 176] ; [79 57],[399.70758621 189.29241379] ; [92.29241379 43.70758621],0
n5,1,0.009092,6.804596,[461 134] ; [93 46],[449.08719346 145.91280654] ; [104.91280654  34.08719346],0
p10,1,0.011514,6.384164,[504  89] ; [105  33],[494.03146375  98.96853625] ; [114.96853625  23.03146375],0
p8,1,0.015475,5.861559,[352 236] ; [67 71],[339.3553719 248.6446281] ; [79.6446281 58.3553719],0
s7,1,0.016667,5.731147,[301 272] ; [55 79],[288.5261669 284.4738331] ; [67.4738331 66.5261669],0
p7,1,0.017555,5.640054,[414 171] ; [82 54],[402.44105409 182.55894591] ; [93.55894591 42.44105409],0
p4,1,0.023378,5.140221,[392 205] ; [77 62],[380.42527174 216.57472826] ; [88.57472826 50.42527174],0
s3,1,0.031651,4.617316,[347 245] ; [67 71],[335.7369863 256.2630137] ; [78.2630137 59.7369863],0
u3,1,0.033169,4.537037,[91 56] ; [29 34],[84. 63.] ; [36. 27.],0
s2,1,0.042051,4.133167,[315 278] ; [61 79],[304.18553888 288.81446112] ; [71.81446112 68.18553888],0
s5,1,0.057453,3.609438,[209 372] ; [36 96],[199.64235624 381.35764376] ; [45.35764376 86.64235624],0
s4,1,0.062699,3.464524,[ 92 498] ; [ 31 109],[ 99.4109589 490.5890411] ; [ 23.5890411 116.4109589],0
a8,1,0.138473,2.194845,[ 80 456] ; [ 13 118],[ 74.73463268 461.26536732] ; [ 18.26536732 112.73463268],0
a1,1,0.143096,2.144344,[ 22 577] ; [  9 131],[ 25.12719892 573.87280108] ; [  5.87280108 134.12719892],0
n6,1,0.147538,2.097527,[514  82] ; [114  26],[508.54347826  87.45652174] ; [119.45652174  20.54347826],0
p11,1,0.158313,1.990263,[493 106] ; [108  32],[487.14343708 111.85656292] ; [113.85656292  26.14343708],0
p12,1,0.181681,1.783821,[ 50 545] ; [  7 132],[ 46.20572207 548.79427793] ; [ 10.79427793 128.20572207],0
p3,1,0.186068,1.748482,[319 279] ; [66 74],[311.96476965 286.03523035] ; [73.03523035 66.96476965],0
p1,1,0.2655,1.239849,[ 56 540] ; [  9 131],[ 52.63586957 543.36413043] ; [ 12.36413043 127.63586957],0
u4,1,0.29623,1.091091,[ 12 587] ; [  1 139],[ 10.53721245 588.46278755] ; [  2.46278755 137.53721245],0
b2,1,0.317569,0.998931,[137 219] ; [26 54],[133.09174312 222.90825688] ; [29.90825688 50.09174312],0
b3,1,0.317569,0.998931,[137 219] ; [26 54],[133.09174312 222.90825688] ; [29.90825688 50.09174312],0
p6,1,0.392648,0.730725,[236 354] ; [49 87],[231.61157025 358.38842975] ; [53.38842975 82.61157025],0
u2,1,0.605435,0.266876,[85 62] ; [34 29],[83.3 63.7] ; [35.7 27.3],0
p9,1,0.618778,0.247589,[515  75] ; [120  20],[513.21917808  76.78082192] ; [121.78082192  18.21917808],0
n3,1,0.681096,0.168895,[84 32] ; [37 12],[85.06666667 30.93333333] ; [35.93333333 13.06666667],0
s1,1,0.710419,0.137859,[ 16 573] ; [  3 136],[ 15.37225275 573.62774725] ; [  3.62774725 135.37225275],0
b5,1,0.744838,0.10592,[359 240] ; [86 54],[360.69688769 238.30311231] ; [84.30311231 55.69688769],0
b4,1,0.753268,0.098806,[351 248] ; [80 60],[349.34912043 249.65087957] ; [81.65087957 58.34912043],0
b1,1,0.810398,0.057558,[216 383] ; [52 88],[217.22868742 381.77131258] ; [50.77131258 89.22868742],0
n2,1,0.830163,0.046007,[85 30] ; [37 12],[85.54878049 29.45121951] ; [36.45121951 12.54878049],0
p5,1,0.934549,0.006744,[ 71 526] ; [ 17 123],[ 71.28358209 525.71641791] ; [ 16.71641791 123.28358209],0
n1,1,0.977163,0.000819,[41 74] ; [17 31],[40.9202454 74.0797546] ; [17.0797546 30.9202454],0
