Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,22.091741,[ 7 32] ; [34 16],[17.96629213 21.03370787] ; [23.03370787 26.96629213],1
a6,1,0.007786,7.081966,[19 20] ; [38 12],[24.97752809 14.02247191] ; [32.02247191 17.97752809],0
a8,1,0.008324,6.962302,[10 27] ; [ 3 45],[ 5.65882353 31.34117647] ; [ 7.34117647 40.65882353],0
s6,1,0.035219,4.434548,[23 16] ; [39 10],[27.47727273 11.52272727] ; [34.52272727 14.47727273],0
n4,1,0.071402,3.250483,[33  6] ; [34 16],[29.35955056  9.64044944] ; [37.64044944 12.35955056],0
s5,1,0.071603,3.245877,[ 7 30] ; [17 29],[10.69879518 26.30120482] ; [13.30120482 32.69879518],0
r1,1,0.085486,2.957381,[35  4] ; [37 12],[31.90909091  7.09090909] ; [40.09090909  8.90909091],0
r4,1,0.093282,2.816812,[35  4] ; [49  1],[36.80898876  2.19101124] ; [47.19101124  2.80898876],0
p12,1,0.095472,2.779601,[ 1 38] ; [ 6 43],[ 3.10227273 35.89772727] ; [ 3.89772727 45.10227273],0
a4,1,0.100722,2.694078,[20 19] ; [17 33],[16.21348315 22.78651685] ; [20.78651685 29.21348315],0
n2,1,0.140711,2.170163,[4 4] ; [9 2],[5.47368421 2.52631579] ; [7.52631579 3.47368421],0
p10,1,0.166033,1.918403,[30  9] ; [44  6],[32.42696629  6.57303371] ; [41.57303371  8.42696629],0
p7,1,0.19228,1.700062,[28 11] ; [28 20],[25.10344828 13.89655172] ; [30.89655172 17.10344828],0
p5,1,0.198422,1.65395,[ 3 36] ; [ 1 49],[ 1.75280899 37.24719101] ; [ 2.24719101 47.75280899],0
n3,1,0.205054,1.606004,[3 4] ; [8 3],[4.27777778 2.72222222] ; [6.72222222 4.27777778],0
v1,1,0.206152,1.598248,[24 15] ; [22 24],[21.10588235 17.89411765] ; [24.89411765 21.10588235],0
s4,1,0.210326,1.569182,[ 4 35] ; [10 40],[ 6.13483146 32.86516854] ; [ 7.86516854 42.13483146],0
a7,1,0.254752,1.297052,[26 13] ; [38 11],[28.36363636 10.63636364] ; [35.63636364 13.36363636],0
p1,1,0.269163,1.221006,[ 1 38] ; [ 4 46],[ 2.19101124 36.80898876] ; [ 2.80898876 47.19101124],0
b3,1,0.305595,1.049616,[ 9 18] ; [14 16],[10.89473684 16.10526316] ; [12.10526316 17.89473684],0
b2,1,0.305595,1.049616,[ 9 18] ; [14 16],[10.89473684 16.10526316] ; [12.10526316 17.89473684],0
u3,1,0.368714,0.807994,[8 7] ; [13  6],[9.26470588 5.73529412] ; [11.73529412  7.26470588],0
d3,1,0.378645,0.775097,[23 16] ; [34 16],[24.97752809 14.02247191] ; [32.02247191 17.97752809],0
d4,1,0.399404,0.710121,[30  9] ; [42  8],[31.5505618  7.4494382] ; [40.4494382  9.5505618],0
s1,1,0.41393,0.667485,[ 2 36] ; [ 1 48],[ 1.31034483 36.68965517] ; [ 1.68965517 47.31034483],0
r3,1,0.417176,0.658257,[37  2] ; [49  1],[37.68539326  1.31460674] ; [48.31460674  1.68539326],0
p2,1,0.430452,0.621605,[32  7] ; [44  6],[33.30337079  5.69662921] ; [42.69662921  7.30337079],0
a2,1,0.430855,0.620517,[ 6 33] ; [11 39],[ 7.4494382 31.5505618] ; [ 9.5505618 40.4494382],0
p6,1,0.439663,0.597161,[14 25] ; [22 28],[15.7752809 23.2247191] ; [20.2247191 29.7752809],0
r2,1,0.476499,0.506866,[35  4] ; [46  3],[35.89772727  3.10227273] ; [45.10227273  3.89772727],0
v3,1,0.493712,0.468425,[15 22] ; [16 32],[13.49411765 23.50588235] ; [17.50588235 30.49411765],0
b4,1,0.518243,0.417388,[26 13] ; [30 20],[24.53932584 14.46067416] ; [31.46067416 18.53932584],0
d1,1,0.555874,0.346898,[25 14] ; [35 15],[26.29213483 12.70786517] ; [33.70786517 16.29213483],0
v4,1,0.591885,0.28741,[37  2] ; [46  4],[36.37078652  2.62921348] ; [46.62921348  3.37078652],0
n5,1,0.635033,0.225297,[24 14] ; [34 16],[25.04545455 12.95454545] ; [32.95454545 17.04545455],0
p11,1,0.642749,0.215165,[33  6] ; [44  6],[33.74157303  5.25842697] ; [43.25842697  6.74157303],0
p8,1,0.655682,0.198812,[21 17] ; [30 20],[22.02272727 15.97727273] ; [28.97727273 21.02272727],0
p9,1,0.673466,0.177575,[34  5] ; [42  8],[33.30337079  5.69662921] ; [42.69662921  7.30337079],0
p3,1,0.695152,0.153564,[21 18] ; [29 21],[21.91011236 17.08988764] ; [28.08988764 21.91011236],0
a1,1,0.709585,0.138692,[ 1 38] ; [ 2 48],[ 1.31460674 37.68539326] ; [ 1.68539326 48.31460674],0
n6,1,0.725227,0.12354,[30  9] ; [40 10],[30.6741573  8.3258427] ; [39.3258427 10.6741573],0
b5,1,0.733152,0.116238,[22 17] ; [30 20],[22.78651685 16.21348315] ; [29.21348315 20.78651685],0
n1,1,0.737316,0.1125,[3 5] ; [3 7],[2.66666667 5.33333333] ; [3.33333333 6.66666667],0
u2,1,0.79026,0.070742,[8 7] ; [11  8],[8.38235294 6.61764706] ; [10.61764706  8.38235294],0
d5,1,0.854397,0.033676,[33  6] ; [43  7],[33.30337079  5.69662921] ; [42.69662921  7.30337079],0
a5,1,0.858672,0.031707,[29 10] ; [38 12],[29.35955056  9.64044944] ; [37.64044944 12.35955056],0
u1,1,0.871583,0.02613,[ 5 34] ; [ 7 43],[ 5.25842697 33.74157303] ; [ 6.74157303 43.25842697],0
