Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.005252,7.790589,[6 3] ; [ 6 26],[2.63414634 6.36585366] ; [ 9.36585366 22.63414634],0
v1,1,0.011144,6.442252,[5 3] ; [ 6 27],[2.14634146 5.85365854] ; [ 8.85365854 24.14634146],0
a3,1,0.02031,5.385063,[8 1] ; [15 18],[4.92857143 4.07142857] ; [18.07142857 14.92857143],0
a2,1,0.025125,5.015233,[3 6] ; [ 2 31],[1.07142857 7.92857143] ; [ 3.92857143 29.07142857],0
s5,1,0.035637,4.414414,[2 6] ; [ 1 31],[0.6 7.4] ; [ 2.4 29.6],0
a5,1,0.060074,3.535354,[7 2] ; [14 19],[4.5 4.5] ; [16.5 16.5],0
s6,1,0.06009,3.534897,[4 4] ; [ 6 27],[1.95121951 6.04878049] ; [ 8.04878049 24.95121951],0
v3,1,0.06009,3.534897,[4 4] ; [ 6 27],[1.95121951 6.04878049] ; [ 8.04878049 24.95121951],0
s8,1,0.065436,3.393939,[3 6] ; [ 3 30],[1.28571429 7.71428571] ; [ 4.71428571 28.28571429],0
p6,1,0.080175,3.061354,[3 6] ; [ 3 28],[1.35 7.65] ; [ 4.65 26.35],0
r2,1,0.095291,2.78264,[6 2] ; [13 18],[3.8974359 4.1025641] ; [15.1025641 15.8974359],0
d5,1,0.117574,2.449345,[7 2] ; [16 17],[4.92857143 4.07142857] ; [18.07142857 14.92857143],0
s4,1,0.130134,2.290909,[3 6] ; [ 4 29],[1.5 7.5] ; [ 5.5 27.5],0
p9,1,0.154213,2.030075,[6 2] ; [15 17],[4.2 3.8] ; [16.8 15.2],0
p11,1,0.19678,1.666116,[6 3] ; [14 19],[4.28571429 4.71428571] ; [15.71428571 17.28571429],0
d4,1,0.208161,1.584171,[7 2] ; [18 15],[5.35714286 3.64285714] ; [19.64285714 13.35714286],0
r3,1,0.224325,1.476488,[6 3] ; [14 18],[4.3902439 4.6097561] ; [15.6097561 16.3902439],0
p3,1,0.23437,1.414141,[4 5] ; [ 8 25],[2.57142857 6.42857143] ; [ 9.42857143 23.57142857],0
n5,1,0.23437,1.414141,[5 4] ; [25  8],[6.42857143 2.57142857] ; [23.57142857  9.42857143],0
n1,1,0.248213,1.333333,[3 1] ; [5 7],[2. 2.] ; [6. 6.],0
a4,1,0.257363,1.282886,[4 5] ; [ 8 24],[2.63414634 6.36585366] ; [ 9.36585366 22.63414634],0
d1,1,0.298458,1.08107,[5 4] ; [12 21],[3.64285714 5.35714286] ; [13.35714286 19.64285714],0
s2,1,0.326134,0.964187,[3 6] ; [ 6 27],[1.92857143 7.07142857] ; [ 7.07142857 25.92857143],0
a6,1,0.333002,0.93719,[6 3] ; [16 17],[4.71428571 4.28571429] ; [17.28571429 15.71428571],0
p7,1,0.425031,0.636364,[4 5] ; [10 23],[3. 6.] ; [11. 22.],0
n4,1,0.425031,0.636364,[5 4] ; [23 10],[6. 3.] ; [22. 11.],0
p10,1,0.425232,0.635811,[5 4] ; [13 19],[3.95121951 5.04878049] ; [14.04878049 17.95121951],0
r4,1,0.442719,0.589226,[2 7] ; [ 4 29],[1.28571429 7.71428571] ; [ 4.71428571 28.28571429],0
p2,1,0.460848,0.543835,[4 5] ; [10 22],[3.07317073 5.92682927] ; [10.92682927 21.07317073],0
s3,1,0.460848,0.543835,[4 5] ; [10 22],[3.07317073 5.92682927] ; [10.92682927 21.07317073],0
d3,1,0.590698,0.289256,[5 4] ; [15 18],[4.28571429 4.71428571] ; [15.71428571 17.28571429],0
u1,1,0.602027,0.27195,[1 8] ; [ 2 31],[0.64285714 8.35714286] ; [ 2.35714286 30.64285714],0
p1,1,0.613893,0.254545,[2 7] ; [ 5 28],[1.5 7.5] ; [ 5.5 27.5],0
a8,1,0.613893,0.254545,[2 7] ; [ 5 28],[1.5 7.5] ; [ 5.5 27.5],0
b2,1,0.627726,0.235157,[4 5] ; [ 7 13],[3.4137931 5.5862069] ; [ 7.5862069 12.4137931],0
b3,1,0.627726,0.235157,[4 5] ; [ 7 13],[3.4137931 5.5862069] ; [ 7.5862069 12.4137931],0
d2,1,0.645324,0.211847,[5 4] ; [15 17],[4.3902439 4.6097561] ; [15.6097561 16.3902439],0
b1,1,0.706879,0.141414,[5 4] ; [16 17],[4.5 4.5] ; [16.5 16.5],0
n6,1,0.768321,0.086772,[5 4] ; [16 16],[4.6097561 4.3902439] ; [16.3902439 15.6097561],0
p4,1,0.861623,0.030383,[3 6] ; [10 23],[2.78571429 6.21428571] ; [10.21428571 22.78571429],0
b4,1,0.866446,0.028283,[6 3] ; [21 12],[5.78571429 3.21428571] ; [21.21428571 11.78571429],0
a7,1,0.913554,0.011785,[4 5] ; [14 19],[3.85714286 5.14285714] ; [14.14285714 18.85714286],0
b5,1,0.913554,0.011785,[5 4] ; [19 14],[5.14285714 3.85714286] ; [18.85714286 14.14285714],0
