Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.4e-05,17.811015,[66  2] ; [70 28],[55.71084337 12.28915663] ; [80.28915663 17.71084337],1
s2,1,0.000314,12.987765,[56 12] ; [55 44],[45.19760479 22.80239521] ; [65.80239521 33.19760479],1
p6,1,0.003823,8.366064,[39 29] ; [34 64],[29.90361446 38.09638554] ; [43.09638554 54.90361446],0
r4,1,0.009549,6.717059,[64  4] ; [79 20],[58.22754491  9.77245509] ; [84.77245509 14.22754491],0
b4,1,0.019912,5.419633,[42 26] ; [43 56],[34.61077844 33.38922156] ; [50.38922156 48.61077844],0
s3,1,0.020292,5.386566,[55 12] ; [65 34],[48.43373494 18.56626506] ; [71.56626506 27.43373494],0
s4,1,0.020765,5.346385,[26 41] ; [22 77],[19.37349398 47.62650602] ; [28.62650602 70.37349398],0
p7,1,0.067557,3.341409,[48 18] ; [57 40],[42.51533742 23.48466258] ; [62.48466258 34.51533742],0
v4,1,0.093337,2.815851,[67  1] ; [91  7],[64.72289157  3.27710843] ; [93.27710843  4.72289157],0
v1,1,0.094431,2.79717,[32 36] ; [32 62],[26.86419753 41.13580247] ; [37.13580247 56.86419753],0
d5,1,0.095301,2.78247,[56 11] ; [71 27],[51.56969697 15.43030303] ; [75.43030303 22.56969697],0
p10,1,0.122702,2.382483,[59  8] ; [78 21],[55.29518072 11.70481928] ; [81.70481928 17.29518072],0
p9,1,0.128306,2.312878,[60  7] ; [80 19],[56.5060241 10.4939759] ; [83.4939759 15.5060241],0
b2,1,0.180127,1.796572,[23 23] ; [25 42],[19.53982301 26.46017699] ; [28.46017699 38.53982301],0
b3,1,0.180127,1.796572,[23 23] ; [25 42],[19.53982301 26.46017699] ; [28.46017699 38.53982301],0
d3,1,0.183081,1.772434,[51 17] ; [64 34],[47.10843373 20.89156627] ; [67.89156627 30.10843373],0
d1,1,0.190189,1.716152,[42 26] ; [51 48],[37.86826347 30.13173653] ; [55.13173653 43.86826347],0
r2,1,0.249989,1.323368,[65  3] ; [90  9],[63.11377246  4.88622754] ; [91.88622754  7.11377246],0
p2,1,0.261115,1.262837,[60  8] ; [81 18],[57.41317365 10.58682635] ; [83.58682635 15.41317365],0
r1,1,0.264787,1.243554,[55 12] ; [74 25],[52.06626506 14.93373494] ; [76.93373494 22.06626506],0
b5,1,0.273102,1.201099,[34 34] ; [58 41],[37.46107784 30.53892216] ; [54.53892216 44.46107784],0
d2,1,0.273799,1.197612,[35 33] ; [42 56],[31.54216867 36.45783133] ; [45.45783133 52.54216867],0
a4,1,0.280193,1.166152,[36 32] ; [44 55],[32.5748503 35.4251497] ; [47.4251497 51.5748503],0
p4,1,0.286357,1.13667,[48 20] ; [62 37],[44.79041916 23.20958084] ; [65.20958084 33.79041916],0
a3,1,0.306328,1.046442,[54 14] ; [71 27],[51.20481928 16.79518072] ; [73.79518072 24.20481928],0
d4,1,0.314938,1.009853,[55 12] ; [74 24],[52.38181818 14.61818182] ; [76.61818182 21.38181818],0
n2,1,0.315624,1.006993,[18  4] ; [18  8],[16.5  5.5] ; [19.5  6.5],0
u1,1,0.335547,0.927369,[15 53] ; [16 83],[12.62275449 55.37724551] ; [18.37724551 80.62275449],0
p12,1,0.343165,0.89857,[ 6 62] ; [ 5 93],[ 4.5060241 63.4939759] ; [ 6.4939759 91.5060241],0
u3,1,0.34514,0.891247,[11  3] ; [18 10],[9.66666667 4.33333333] ; [19.33333333  8.66666667],0
p3,1,0.381418,0.766126,[38 30] ; [48 50],[35.22891566 32.77108434] ; [50.77108434 47.22891566],0
p5,1,0.394638,0.724602,[14 54] ; [15 82],[11.95151515 56.04848485] ; [17.04848485 79.95151515],0
p11,1,0.398588,0.712583,[54 14] ; [73 26],[51.71257485 16.28742515] ; [75.28742515 23.71257485],0
b1,1,0.421428,0.646331,[28 40] ; [47 52],[30.53892216 37.46107784] ; [44.46107784 54.53892216],0
r3,1,0.447051,0.578117,[64  4] ; [90  9],[62.70658683  5.29341317] ; [91.29341317  7.70658683],0
a6,1,0.470203,0.5215,[35 33] ; [56 42],[37.27710843 30.72289157] ; [53.72289157 44.27710843],0
u4,1,0.5172,0.419472,[ 1 67] ; [ 3 96],[ 1.62874251 66.37125749] ; [ 2.37125749 96.62874251],0
a2,1,0.527384,0.39943,[18 50] ; [22 77],[16.28742515 51.71257485] ; [23.71257485 75.28742515],0
v3,1,0.539534,0.376403,[18 49] ; [22 75],[16.34146341 50.65853659] ; [23.65853659 73.34146341],0
s8,1,0.591239,0.288414,[44 24] ; [60 39],[42.34730539 25.65269461] ; [61.65269461 37.34730539],0
n5,1,0.607431,0.263934,[52 16] ; [79 20],[53.34131737 14.65868263] ; [77.65868263 21.34131737],0
a8,1,0.624786,0.239198,[ 9 53] ; [11 82],[ 8. 54.] ; [12. 81.],0
s1,1,0.637011,0.222672,[ 6 60] ; [ 7 92],[ 5.2 60.8] ; [ 7.8 91.2],0
n3,1,0.674785,0.176056,[14  8] ; [15 11],[13.29166667  8.70833333] ; [15.70833333 10.29166667],0
p1,1,0.677862,0.172543,[ 9 59] ; [11 88],[ 8.14371257 59.85628743] ; [11.85628743 87.14371257],0
a7,1,0.716852,0.131529,[40 28] ; [61 38],[41.1257485 26.8742515] ; [59.8742515 39.1257485],0
n6,1,0.774865,0.081806,[60  8] ; [85 13],[59.39759036  8.60240964] ; [85.60240964 12.39759036],0
u2,1,0.822229,0.050481,[9 5] ; [17 11],[8.66666667 5.33333333] ; [17.33333333 10.66666667],0
a1,1,0.849392,0.03606,[ 3 65] ; [ 5 94],[ 3.25748503 64.74251497] ; [ 4.74251497 94.25748503],0
n1,1,0.86283,0.02985,[13  9] ; [16 10],[13.29166667  8.70833333] ; [15.70833333 10.29166667],0
a5,1,0.901668,0.015266,[48 20] ; [69 30],[47.64071856 20.35928144] ; [69.35928144 29.64071856],0
n4,1,0.973019,0.001144,[54 13] ; [80 19],[54.08433735 12.91566265] ; [79.91566265 19.08433735],0
p8,1,0.986401,0.000291,[37 31] ; [54 45],[37.05389222 30.94610778] ; [53.94610778 45.05389222],0
