Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000331,12.88671,[16  5] ; [ 2 12],[10.8 10.2] ; [7.2 6.8],1
p2,1,0.005289,7.777778,[13  8] ; [ 2 12],[ 9. 12.] ; [6. 8.],0
v1,1,0.01123,6.428571,[12  9] ; [ 2 12],[ 8.4 12.6] ; [5.6 8.4],0
s2,1,0.021947,5.25,[ 9 12] ; [ 1 13],[ 6. 15.] ; [ 4. 10.],0
s8,1,0.021947,5.25,[ 9 12] ; [ 1 13],[ 6. 15.] ; [ 4. 10.],0
p8,1,0.027504,4.858873,[13  8] ; [ 3 10],[ 9.88235294 11.11764706] ; [6.11764706 6.88235294],0
p3,1,0.041819,4.142512,[10 11] ; [ 2 12],[ 7.2 13.8] ; [4.8 9.2],0
s7,1,0.050285,3.831939,[11  9] ; [ 3 11],[ 8.23529412 11.76470588] ; [5.76470588 8.23529412],0
v4,1,0.058137,3.589744,[18  3] ; [8 6],[15.6  5.4] ; [10.4  3.6],0
s5,1,0.059481,3.551786,[ 7 13] ; [ 1 13],[ 4.70588235 15.29411765] ; [ 3.29411765 10.70588235],0
s3,1,0.069826,3.287117,[10  9] ; [ 3 11],[ 7.48484848 11.51515152] ; [5.51515152 8.48484848],0
s6,1,0.116189,2.467949,[10 11] ; [ 3 11],[ 7.8 13.2] ; [5.2 8.8],0
r4,1,0.12663,2.333333,[ 8 13] ; [ 2 12],[ 6. 15.] ; [ 4. 10.],0
d4,1,0.12663,2.333333,[17  4] ; [8 6],[15.  6.] ; [10.  4.],0
a1,1,0.14298,2.145594,[ 2 19] ; [ 4 10],[ 3.6 17.4] ; [ 2.4 11.6],0
a4,1,0.163359,1.942857,[ 8 12] ; [9 5],[10. 10.] ; [7. 7.],0
p11,1,0.190732,1.711957,[ 9 12] ; [ 3 11],[ 7.2 13.8] ; [4.8 9.2],0
p1,1,0.199953,1.64272,[ 5 16] ; [ 1 13],[ 3.6 17.4] ; [ 2.4 11.6],0
p6,1,0.20655,1.595442,[ 7 14] ; [ 2 12],[ 5.4 15.6] ; [ 3.6 10.4],0
p5,1,0.230918,1.4352,[ 5 16] ; [ 1 12],[ 3.70588235 17.29411765] ; [ 2.29411765 10.70588235],0
n6,1,0.289729,1.120879,[12  9] ; [5 8],[10.5 10.5] ; [6.5 6.5],0
r2,1,0.306702,1.044825,[16  4] ; [9 5],[14.70588235  5.29411765] ; [10.29411765  3.70588235],0
n2,1,0.317311,1.0,[7 2] ; [5 4],[6. 3.] ; [6. 3.],0
b3,1,0.319806,0.989741,[ 4 11] ; [5 6],[5.19230769 9.80769231] ; [3.80769231 7.19230769],0
b2,1,0.319806,0.989741,[ 4 11] ; [5 6],[5.19230769 9.80769231] ; [3.80769231 7.19230769],0
b1,1,0.391504,0.734266,[12  9] ; [10  4],[13.2  7.8] ; [8.8 5.2],0
a5,1,0.445009,0.583333,[14  7] ; [11  3],[15.  6.] ; [10.  4.],0
u1,1,0.515252,0.423387,[ 3 18] ; [ 1 13],[ 2.4 18.6] ; [ 1.6 12.4],0
u3,1,0.55368,0.350765,[4 3] ; [3 1],[4.45454545 2.54545455] ; [2.54545455 1.45454545],0
a6,1,0.560891,0.338164,[13  8] ; [10  4],[13.8  7.2] ; [9.2 4.8],0
b5,1,0.567822,0.32634,[14  7] ; [8 6],[13.2  7.8] ; [8.8 5.2],0
n4,1,0.567822,0.32634,[14  7] ; [8 6],[13.2  7.8] ; [8.8 5.2],0
p7,1,0.618402,0.24812,[ 7 12] ; [ 4 10],[ 6.33333333 12.66666667] ; [4.66666667 9.33333333],0
v3,1,0.635738,0.224359,[ 6 15] ; [ 3 11],[ 5.4 15.6] ; [ 3.6 10.4],0
n3,1,0.637352,0.222222,[4 5] ; [5 4],[4.5 4.5] ; [4.5 4.5],0
b4,1,0.65564,0.198864,[15  6] ; [9 5],[14.4  6.6] ; [9.6 4.4],0
a3,1,0.662597,0.190385,[14  6] ; [10  3],[14.54545455  5.45454545] ; [9.45454545 3.54545455],0
p4,1,0.672604,0.178571,[ 9 12] ; [5 9],[ 8.4 12.6] ; [5.6 8.4],0
v2,1,0.752172,0.099715,[ 5 16] ; [ 4 10],[ 5.4 15.6] ; [ 3.6 10.4],0
a2,1,0.752172,0.099715,[ 5 16] ; [ 4 10],[ 5.4 15.6] ; [ 3.6 10.4],0
n5,1,0.766242,0.088384,[14  7] ; [10  4],[14.4  6.6] ; [9.6 4.4],0
d3,1,0.766242,0.088384,[14  7] ; [10  4],[14.4  6.6] ; [9.6 4.4],0
a8,1,0.780394,0.077733,[ 1 18] ; [ 1 12],[ 1.1875 17.8125] ; [ 0.8125 12.1875],0
u2,1,0.818971,0.052381,[3 4] ; [2 2],[3.18181818 3.81818182] ; [1.81818182 2.18181818],0
s4,1,0.863032,0.029762,[ 4 17] ; [ 3 11],[ 4.2 16.8] ; [ 2.8 11.2],0
d1,1,0.890186,0.019063,[11 10] ; [7 7],[10.8 10.2] ; [7.2 6.8],0
d2,1,0.890186,0.019063,[10 11] ; [7 7],[10.2 10.8] ; [6.8 7.2],0
r1,1,0.890186,0.019063,[10 11] ; [7 7],[10.2 10.8] ; [6.8 7.2],0
d5,1,1.0,0.0,[15  6] ; [10  4],[15.  6.] ; [10.  4.],0
n1,1,1.0,0.0,[6 3] ; [6 3],[6. 3.] ; [6. 3.],0
s1,1,1.0,0.0,[ 3 18] ; [ 2 12],[ 3. 18.] ; [ 2. 12.],0
