Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.883042,[39 27] ; [126  17],[52.10526316 13.89473684] ; [112.89473684  30.10526316],1
p11,1,3e-06,21.530096,[25 41] ; [103  41],[40.22857143 25.77142857] ; [87.77142857 56.22857143],1
r4,1,1.2e-05,19.132866,[35 31] ; [118  26],[48.08571429 17.91428571] ; [104.91428571  39.08571429],1
n5,1,7.9e-05,15.589387,[29 37] ; [104  40],[41.8 24.2] ; [91.2 52.8],1
v4,1,0.000116,14.863425,[44 21] ; [128  15],[53.75 11.25] ; [118.25  24.75],1
s6,1,0.000861,11.105045,[19 47] ; [75 65],[30.11650485 35.88349515] ; [63.88349515 76.11650485],1
a1,1,0.002438,9.186791,[ 8 58] ; [  3 141],[ 3.45714286 62.54285714] ; [  7.54285714 136.45714286],0
p9,1,0.005088,7.847953,[34 32] ; [98 39],[42.91625616 23.08374384] ; [89.08374384 47.91625616],0
p10,1,0.006199,7.49154,[29 37] ; [91 51],[38.07692308 27.92307692] ; [81.92307692 60.07692308],0
p2,1,0.014716,5.950195,[34 32] ; [98 44],[41.88461538 24.11538462] ; [90.11538462 51.88461538],0
s7,1,0.037059,4.347699,[11 49] ; [46 94],[17.1 42.9] ; [ 39.9 100.1],0
n2,1,0.055421,3.669379,[14 12] ; [42 14],[17.75609756  8.24390244] ; [38.24390244 17.75609756],0
s5,1,0.062503,3.469686,[ 9 56] ; [ 36 106],[14.13043478 50.86956522] ; [ 30.86956522 111.13043478],0
s8,1,0.06438,3.4208,[10 56] ; [ 38 104],[15.23076923 50.76923077] ; [ 32.76923077 109.23076923],0
a5,1,0.069764,3.288553,[32 34] ; [89 55],[38.02857143 27.97142857] ; [82.97142857 61.02857143],0
b1,1,0.089286,2.887205,[32 34] ; [52 92],[26.4 39.6] ; [57.6 86.4],0
n4,1,0.091484,2.848061,[36 30] ; [96 48],[41.48571429 24.51428571] ; [90.51428571 53.48571429],0
s1,1,0.09226,2.834499,[ 6 60] ; [  5 138],[ 3.47368421 62.52631579] ; [  7.52631579 135.47368421],0
p5,1,0.09737,2.748095,[ 1 65] ; [ 10 132],[ 3.49038462 62.50961538] ; [  7.50961538 134.49038462],0
d5,1,0.104704,2.632396,[38 27] ; [100  43],[43.125 21.875] ; [94.875 48.125],0
r2,1,0.112821,2.514247,[53 12] ; [128  15],[56.5625  8.4375] ; [124.4375  18.5625],0
p7,1,0.112973,2.512133,[18 44] ; [57 83],[23.01980198 38.98019802] ; [51.98019802 88.01980198],0
n3,1,0.145725,2.116438,[12 12] ; [37 18],[14.88607595  9.11392405] ; [34.11392405 20.88607595],0
u1,1,0.157201,2.000945,[ 4 62] ; [ 18 126],[ 6.91428571 59.08571429] ; [ 15.08571429 128.91428571],0
