Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000926,10.96978,[6 5] ; [ 1 21],[2.33333333 8.66666667] ; [ 4.66666667 17.33333333],1
p6,1,0.004228,8.183235,[7 4] ; [ 3 18],[3.4375 7.5625] ; [ 6.5625 14.4375],0
p7,1,0.013779,6.066176,[9 2] ; [ 8 14],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
a8,1,0.019532,5.453259,[5 6] ; [ 2 19],[2.40625 8.59375] ; [ 4.59375 16.40625],0
s6,1,0.036226,4.386448,[7 2] ; [ 8 14],[4.35483871 4.64516129] ; [10.64516129 11.35483871],0
p8,1,0.039624,4.233924,[6 5] ; [ 4 17],[3.4375 7.5625] ; [ 6.5625 14.4375],0
d3,1,0.048796,3.882353,[3 8] ; [14  8],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
p11,1,0.060808,3.515217,[10  1] ; [13  9],[7.66666667 3.33333333] ; [15.33333333  6.66666667],0
b5,1,0.084695,2.972426,[8 3] ; [ 9 13],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
n4,1,0.097254,2.75,[10  1] ; [14  8],[8. 3.] ; [16.  6.],0
r2,1,0.100752,2.693603,[4 7] ; [14  7],[6.1875 4.8125] ; [11.8125  9.1875],0
s7,1,0.149443,2.077922,[6 5] ; [ 6 15],[4.125 6.875] ; [ 7.875 13.125],0
n5,1,0.150962,2.0625,[10  1] ; [15  7],[8.33333333 2.66666667] ; [16.66666667  5.33333333],0
a2,1,0.198959,1.65,[2 9] ; [ 1 21],[ 1. 10.] ; [ 2. 20.],0
u3,1,0.200751,1.636905,[2 2] ; [1 6],[1.09090909 2.90909091] ; [1.90909091 5.09090909],0
n6,1,0.205483,1.602968,[10  1] ; [15  6],[8.59375 2.40625] ; [16.40625  4.59375],0
v2,1,0.218143,1.516544,[7 4] ; [ 9 13],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
p3,1,0.319137,0.992481,[6 5] ; [ 8 14],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
a6,1,0.319137,0.992481,[6 5] ; [ 8 14],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
s3,1,0.324534,0.970588,[7 4] ; [10 12],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
d4,1,0.407016,0.6875,[7 4] ; [17  5],[8. 3.] ; [16.  6.],0
b4,1,0.407016,0.6875,[7 4] ; [17  5],[8. 3.] ; [16.  6.],0
r4,1,0.442695,0.589286,[5 6] ; [ 7 15],[4. 7.] ; [ 8. 14.],0
p4,1,0.458318,0.55,[6 5] ; [ 9 13],[5. 6.] ; [10. 12.],0
u2,1,0.477267,0.505102,[2 2] ; [2 5],[1.45454545 2.54545455] ; [2.54545455 4.45454545],0
s4,1,0.492331,0.471429,[ 1 10] ; [ 4 18],[1.66666667 9.33333333] ; [ 3.33333333 18.66666667],0
a4,1,0.592177,0.286957,[4 7] ; [ 6 16],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
a5,1,0.601508,0.272727,[8 3] ; [14  8],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
d5,1,0.601508,0.272727,[8 3] ; [14  8],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
v1,1,0.61438,0.253846,[5 6] ; [ 8 14],[4.33333333 6.66666667] ; [ 8.66666667 13.33333333],0
d1,1,0.618402,0.24812,[4 7] ; [10 12],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
d2,1,0.622301,0.242647,[6 5] ; [10 12],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
p9,1,0.706063,0.142241,[10  1] ; [19  3],[9.66666667 1.33333333] ; [19.33333333  2.66666667],0
p1,1,0.706063,0.142241,[ 1 10] ; [ 3 19],[1.33333333 9.66666667] ; [ 2.66666667 19.33333333],0
s5,1,0.71271,0.135585,[3 7] ; [ 5 16],[2.58064516 7.41935484] ; [ 5.41935484 15.58064516],0
p5,1,0.73137,0.117857,[2 9] ; [ 3 19],[1.66666667 9.33333333] ; [ 3.33333333 18.66666667],0
b2,1,0.742174,0.108225,[4 6] ; [7 8],[4.4 5.6] ; [6.6 8.4],0
b3,1,0.742174,0.108225,[4 6] ; [7 8],[4.4 5.6] ; [6.6 8.4],0
a3,1,0.794003,0.068182,[7 4] ; [15  7],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
s2,1,0.794003,0.068182,[4 7] ; [ 7 15],[3.66666667 7.33333333] ; [ 7.33333333 14.66666667],0
b1,1,0.803316,0.06203,[6 5] ; [13  9],[6.33333333 4.66666667] ; [12.66666667  9.33333333],0
r1,1,0.803316,0.06203,[5 6] ; [ 9 13],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
a7,1,0.805453,0.060662,[5 6] ; [11 11],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
n2,1,0.850436,0.035556,[2 1] ; [3 2],[1.875 1.125] ; [3.125 1.875],0
n1,1,0.850436,0.035556,[2 1] ; [3 2],[1.875 1.125] ; [3.125 1.875],0
p2,1,0.93814,0.006023,[8 3] ; [15  6],[7.90625 3.09375] ; [15.09375  5.90625],0
s1,1,1.0,0.0,[ 1 10] ; [ 2 20],[ 1. 10.] ; [ 2. 20.],0
u1,1,1.0,0.0,[ 1 10] ; [ 2 20],[ 1. 10.] ; [ 2. 20.],0
