Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.002059,9.49582,[25 61] ; [10  4],[30.1 55.9] ; [4.9 9.1],0
b3,1,0.002059,9.49582,[25 61] ; [10  4],[30.1 55.9] ; [4.9 9.1],0
p9,1,0.028208,4.815308,[37 91] ; [12 11],[41.53642384 86.46357616] ; [ 7.46357616 15.53642384],0
n3,1,0.028388,4.804362,[32 23] ; [11  1],[35.29850746 19.70149254] ; [7.70149254 4.29850746],0
p3,1,0.037919,4.308639,[ 30 101] ; [10 13],[34.02597403 96.97402597] ; [ 5.97402597 17.02597403],0
p2,1,0.057394,3.611119,[63 68] ; [16  7],[67.2012987 63.7987013] ; [11.7987013 11.2012987],0
n2,1,0.07938,3.077555,[32 25] ; [10  2],[34.69565217 22.30434783] ; [7.30434783 4.69565217],0
r3,1,0.08762,2.917567,[97 32] ; [21  2],[100.14473684  28.85526316] ; [17.85526316  5.14473684],0
p7,1,0.095321,2.782128,[34 95] ; [10 13],[37.34210526 91.65789474] ; [ 6.65789474 16.34210526],0
v4,1,0.114587,2.489788,[99 30] ; [21  2],[101.84210526  27.15789474] ; [18.15789474  4.84210526],0
s5,1,0.122454,2.385649,[ 27 103] ; [ 1 17],[ 24.59459459 105.40540541] ; [ 3.40540541 14.59459459],0
p11,1,0.220534,1.500893,[56 75] ; [13 10],[58.69480519 72.30519481] ; [10.30519481 12.69480519],0
s7,1,0.237062,1.397978,[31 90] ; [ 8 13],[33.23239437 87.76760563] ; [ 5.76760563 15.23239437],0
p4,1,0.257194,1.283798,[36 95] ; [ 9 14],[38.27922078 92.72077922] ; [ 6.72077922 16.27922078],0
n4,1,0.274007,1.196578,[80 49] ; [17  6],[82.32236842 46.67763158] ; [14.67763158  8.32236842],0
d2,1,0.303438,1.059022,[65 63] ; [ 9 14],[62.72847682 65.27152318] ; [11.27152318 11.72847682],0
v2,1,0.306543,1.04551,[43 83] ; [10 12],[45.12162162 80.87837838] ; [ 7.87837838 14.12162162],0
s3,1,0.335793,0.926429,[48 81] ; [11 12],[50.07236842 78.92763158] ; [ 8.92763158 14.07236842],0
r2,1,0.33861,0.915686,[106  22] ; [20  2],[107.52  20.48] ; [18.48  3.52],0
u2,1,0.359447,0.839825,[23 28] ; [5 3],[24.20338983 26.79661017] ; [3.79661017 4.20338983],0
b5,1,0.363279,0.826526,[78 53] ; [16  7],[79.96103896 51.03896104] ; [14.03896104  8.96103896],0
d3,1,0.395822,0.720983,[69 61] ; [10 13],[67.12418301 62.87581699] ; [11.87581699 11.12418301],0
r4,1,0.398468,0.712945,[85 46] ; [17  6],[86.76623377 44.23376623] ; [15.23376623  7.76623377],0
a5,1,0.401129,0.704938,[75 56] ; [11 12],[73.15584416 57.84415584] ; [12.84415584 10.15584416],0
r1,1,0.414208,0.666689,[85 45] ; [13 10],[83.26797386 46.73202614] ; [14.73202614  8.26797386],0
n1,1,0.417616,0.657014,[19 39] ; [5 6],[20.17391304 37.82608696] ; [3.82608696 7.17391304],0
a4,1,0.418337,0.654983,[56 74] ; [12 11],[57.77777778 72.22222222] ; [10.22222222 12.77777778],0
b4,1,0.464452,0.535145,[79 52] ; [12 11],[77.40909091 53.59090909] ; [13.59090909  9.40909091],0
a2,1,0.488475,0.479883,[ 25 106] ; [ 3 20],[ 23.81818182 107.18181818] ; [ 4.18181818 18.81818182],0
s2,1,0.502976,0.448652,[36 93] ; [ 8 15],[37.34210526 91.65789474] ; [ 6.65789474 16.34210526],0
u1,1,0.506819,0.44063,[ 18 113] ; [ 2 21],[ 17.01298701 113.98701299] ; [ 2.98701299 20.01298701],0
d5,1,0.522292,0.409365,[88 42] ; [14  9],[86.66666667 43.33333333] ; [15.33333333  7.66666667],0
