Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.00032,12.952381,[ 9 45] ; [9 5],[14.29411765 39.70588235] ; [ 3.70588235 10.29411765],1
p5,1,0.043503,4.075756,[ 1 53] ; [ 2 12],[ 2.38235294 51.61764706] ; [ 0.61764706 13.38235294],0
s3,1,0.044255,4.046815,[17 37] ; [8 5],[20.14925373 33.85074627] ; [4.85074627 8.14925373],0
p7,1,0.045046,4.016906,[18 34] ; [9 5],[21.27272727 30.72727273] ; [5.72727273 8.27272727],0
p2,1,0.064917,3.407087,[32 22] ; [12  2],[34.94117647 19.05882353] ; [9.05882353 4.94117647],0
n6,1,0.106221,2.609563,[26 29] ; [10  4],[28.69565217 26.30434783] ; [7.30434783 6.69565217],0
n2,1,0.120507,2.410714,[15 13] ; [6 1],[16.8 11.2] ; [4.2 2.8],0
d3,1,0.173147,1.85548,[20 34] ; [8 6],[22.23529412 31.76470588] ; [5.76470588 8.23529412],0
d4,1,0.188635,1.728247,[28 26] ; [10  4],[30.17647059 23.82352941] ; [7.82352941 6.17647059],0
s2,1,0.200067,1.641882,[14 41] ; [6 8],[15.94202899 39.05797101] ; [4.05797101 9.94202899],0
v3,1,0.201027,1.634898,[12 42] ; [ 1 13],[10.32352941 43.67647059] ; [ 2.67647059 11.32352941],0
v1,1,0.215349,1.535097,[14 40] ; [6 8],[15.88235294 38.11764706] ; [4.11764706 9.88235294],0
a3,1,0.22313,1.484127,[21 33] ; [ 3 11],[19.05882353 34.94117647] ; [4.94117647 9.05882353],0
b4,1,0.229975,1.441017,[37 18] ; [7 7],[35.07246377 19.92753623] ; [8.92753623 5.07246377],0
r3,1,0.232088,1.428019,[29 25] ; [10  4],[30.97058824 23.02941176] ; [8.02941176 5.97058824],0
n3,1,0.236532,1.401144,[13 15] ; [5 2],[14.4 13.6] ; [3.6 3.4],0
s7,1,0.242947,1.363411,[11 42] ; [5 9],[12.65671642 40.34328358] ; [ 3.34328358 10.65671642],0
n1,1,0.245952,1.346154,[ 6 22] ; [3 4],[ 7.2 20.8] ; [1.8 5.2],0
n5,1,0.303398,1.059198,[32 23] ; [6 8],[30.28985507 24.71014493] ; [7.71014493 6.28985507],0
r1,1,0.31402,1.013692,[15 40] ; [ 2 12],[13.55072464 41.44927536] ; [ 3.44927536 10.55072464],0
s6,1,0.323746,0.973755,[16 39] ; [6 8],[17.53623188 37.46376812] ; [4.46376812 9.53623188],0
p8,1,0.345801,0.888805,[16 38] ; [6 8],[17.47058824 36.52941176] ; [4.52941176 9.47058824],0
d2,1,0.360199,0.8372,[14 40] ; [ 2 12],[12.70588235 41.29411765] ; [ 3.29411765 10.70588235],0
b5,1,0.365589,0.818603,[31 24] ; [6 8],[29.49275362 25.50724638] ; [7.50724638 6.49275362],0
s5,1,0.375738,0.7846,[ 8 47] ; [3 9],[ 9.02985075 45.97014925] ; [ 1.97014925 10.02985075],0
s1,1,0.405729,0.69128,[ 4 51] ; [ 2 12],[ 4.7826087 50.2173913] ; [ 1.2173913 12.7826087],0
p1,1,0.418754,0.653809,[ 4 50] ; [ 2 12],[ 4.76470588 49.23529412] ; [ 1.23529412 12.76470588],0
b1,1,0.434419,0.61098,[25 30] ; [8 6],[26.30434783 28.69565217] ; [6.69565217 7.30434783],0
p11,1,0.434419,0.61098,[25 30] ; [8 6],[26.30434783 28.69565217] ; [6.69565217 7.30434783],0
p6,1,0.470326,0.52121,[ 8 46] ; [ 3 10],[ 8.86567164 45.13432836] ; [ 2.13432836 10.86567164],0
s4,1,0.487561,0.481905,[11 44] ; [ 4 10],[11.95652174 43.04347826] ; [ 3.04347826 10.95652174],0
n4,1,0.50957,0.434949,[26 29] ; [8 6],[27.10144928 27.89855072] ; [6.89855072 7.10144928],0
s8,1,0.529923,0.394539,[ 8 47] ; [ 3 11],[ 8.76811594 46.23188406] ; [ 2.23188406 11.76811594],0
a7,1,0.532462,0.389691,[22 32] ; [7 7],[23.02941176 30.97058824] ; [5.97058824 8.02941176],0
a6,1,0.563502,0.333677,[19 36] ; [6 8],[19.92753623 35.07246377] ; [5.07246377 8.92753623],0
u2,1,0.577845,0.309731,[17 17] ; [4 6],[16.22727273 17.77272727] ; [4.77272727 5.22727273],0
d5,1,0.581394,0.303986,[23 32] ; [7 7],[23.91304348 31.08695652] ; [6.08695652 7.91304348],0
d1,1,0.592964,0.285739,[12 43] ; [ 4 10],[12.75362319 42.24637681] ; [ 3.24637681 10.75362319],0
r2,1,0.656985,0.197206,[29 24] ; [8 5],[29.71212121 23.28787879] ; [7.28787879 5.71212121],0
v2,1,0.670242,0.181319,[18 34] ; [ 4 10],[17.33333333 34.66666667] ; [4.66666667 9.33333333],0
b2,1,0.691694,0.157258,[10 21] ; [2 6],[ 9.53846154 21.46153846] ; [2.46153846 5.53846154],0
b3,1,0.691694,0.157258,[10 21] ; [2 6],[ 9.53846154 21.46153846] ; [2.46153846 5.53846154],0
v4,1,0.702452,0.145934,[35 18] ; [10  4],[35.59701493 17.40298507] ; [9.40298507 4.59701493],0
a4,1,0.724595,0.124132,[ 6 49] ; [ 2 12],[ 6.37681159 48.62318841] ; [ 1.62318841 12.37681159],0
u3,1,0.751731,0.100083,[11 23] ; [3 8],[10.57777778 23.42222222] ; [3.42222222 7.57777778],0
p10,1,0.75694,0.095791,[27 26] ; [6 7],[26.5 26.5] ; [6.5 6.5],0
p9,1,1.0,0.0,[27 27] ; [7 7],[27. 27.] ; [7. 7.],0
