Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,79.13161,[282  67] ; [43 73],[243.92473118 105.07526882] ; [81.07526882 34.92473118],1
d3,1,0.0,44.053715,[284  65] ; [58 58],[256.68387097  92.31612903] ; [85.31612903 30.68387097],1
a2,1,0.0,29.258441,[117 232] ; [  9 107],[ 94.56774194 254.43225806] ; [31.43225806 84.56774194],1
u1,1,2e-06,22.585447,[ 90 259] ; [  6 110],[ 72.0516129 276.9483871] ; [23.9483871 92.0516129],1
r4,1,1.5e-05,18.75032,[334  15] ; [97 19],[323.48172043  25.51827957] ; [107.51827957   8.48172043],1
b5,1,0.000213,13.714312,[216 133] ; [49 67],[198.89247312 150.10752688] ; [66.10752688 49.89247312],1
r1,1,0.000783,11.280646,[300  46] ; [85 31],[288.33333333  57.66666667] ; [96.66666667 19.33333333],1
r2,1,0.00105,10.7379,[335  12] ; [100  13],[328.14130435  18.85869565] ; [106.85869565   6.14130435],0
v4,1,0.001423,10.175742,[340   6] ; [106   9],[334.74186551  11.25813449] ; [111.25813449   3.74186551],0
a5,1,0.006179,7.497479,[288  61] ; [82 34],[277.69892473  71.30107527] ; [92.30107527 23.69892473],0
d1,1,0.007668,7.109301,[240 109] ; [64 52],[228.16344086 120.83655914] ; [75.83655914 40.16344086],0
r3,1,0.012982,6.171534,[337   9] ; [107   9],[332.51948052  13.48051948] ; [111.48051948   4.51948052],0
u3,1,0.016777,5.719597,[60 28] ; [11 15],[54.80701754 33.19298246] ; [16.19298246  9.80701754],0
b1,1,0.051812,3.781823,[127 222] ; [54 62],[135.84731183 213.15268817] ; [45.15268817 70.84731183],0
s8,1,0.053545,3.726817,[170 176] ; [69 47],[178.99134199 167.00865801] ; [60.00865801 55.99134199],0
n5,1,0.080265,3.059524,[284  63] ; [103  13],[290.04103672  56.95896328] ; [96.95896328 19.04103672],0
v2,1,0.087071,2.927715,[209 129] ; [59 53],[201.29777778 136.70222222] ; [66.70222222 45.29777778],0
s7,1,0.105226,2.624498,[181 145] ; [72 40],[188.30593607 137.69406393] ; [64.69406393 47.30593607],0
d4,1,0.10659,2.604069,[301  48] ; [92 23],[295.59698276  53.40301724] ; [97.40301724 17.59698276],0
b4,1,0.137022,2.211083,[208 141] ; [60 56],[201.14408602 147.85591398] ; [66.85591398 49.14408602],0
p12,1,0.185103,1.756173,[ 43 306] ; [  9 106],[ 39.11206897 309.88793103] ; [ 12.88793103 102.11206897],0
n6,1,0.234029,1.416207,[312  34] ; [100  16],[308.55411255  37.44588745] ; [103.44588745  12.55411255],0
n3,1,0.301268,1.068573,[41 11] ; [17  8],[39.16883117 12.83116883] ; [18.83116883  6.16883117],0
p2,1,0.302821,1.061729,[322  26] ; [102  12],[319.37662338  28.62337662] ; [104.62337662   9.37662338],0
b2,1,0.308136,1.038649,[ 79 136] ; [35 46],[ 82.80405405 132.19594595] ; [31.19594595 49.80405405],0
b3,1,0.308136,1.038649,[ 79 136] ; [35 46],[ 82.80405405 132.19594595] ; [31.19594595 49.80405405],0
v1,1,0.308402,1.037508,[215 124] ; [65 47],[210.46563193 128.53436807] ; [69.53436807 42.46563193],0
n1,1,0.334114,0.932885,[17 35] ; [11 14],[18.90909091 33.09090909] ; [ 9.09090909 15.90909091],0
s5,1,0.350282,0.872436,[131 205] ; [48 61],[135.15505618 200.84494382] ; [43.84494382 65.15505618],0
u4,1,0.378376,0.775972,[  7 341] ; [  4 112],[  8.25 339.75] ; [  2.75 113.25],0
p1,1,0.39692,0.717636,[ 40 307] ; [ 10 105],[ 37.55411255 309.44588745] ; [ 12.44588745 102.55411255],0
d5,1,0.425827,0.634177,[299  50] ; [95 20],[296.34913793  52.65086207] ; [97.65086207 17.34913793],0
p11,1,0.462521,0.539787,[307  42] ; [99 17],[304.71827957  44.28172043] ; [101.28172043  14.71827957],0
s4,1,0.476065,0.507865,[ 58 285] ; [23 93],[ 60.52941176 282.47058824] ; [20.47058824 95.52941176],0
n2,1,0.482468,0.493281,[38 14] ; [17  9],[36.66666667 15.33333333] ; [18.33333333  7.66666667],0
p6,1,0.483141,0.491765,[179 168] ; [54 59],[175.76304348 171.23695652] ; [57.23695652 55.76304348],0
a3,1,0.494698,0.466293,[259  89] ; [90 26],[261.75  86.25] ; [87.25 28.75],0
p5,1,0.568419,0.325334,[ 61 285] ; [23 92],[ 63.04555315 282.95444685] ; [20.95444685 94.04555315],0
u2,1,0.577605,0.310123,[60 29] ; [16 10],[58.8173913 30.1826087] ; [17.1826087  8.8173913],0
s2,1,0.614424,0.253783,[199 145] ; [64 52],[196.67826087 147.32173913] ; [66.32173913 49.67826087],0
p8,1,0.620357,0.245367,[229 117] ; [79 36],[231.1670282 114.8329718] ; [76.8329718 38.1670282],0
p3,1,0.640396,0.218225,[245 103] ; [79 37],[243. 105.] ; [81. 35.],0
s3,1,0.67505,0.175752,[197 144] ; [69 46],[198.91666667 142.08333333] ; [67.08333333 47.91666667],0
v3,1,0.679356,0.170851,[142 189] ; [51 62],[143.88063063 187.11936937] ; [49.11936937 63.88063063],0
p9,1,0.684923,0.164636,[333  15] ; [112   4],[333.75  14.25] ; [111.25   4.75],0
d2,1,0.707043,0.141248,[182 166] ; [63 53],[183.75 164.25] ; [61.25 54.75],0
s6,1,0.753938,0.098252,[254  86] ; [82 30],[252.74336283  87.25663717] ; [83.25663717 28.74336283],0
s1,1,0.757423,0.095399,[ 11 335] ; [  3 112],[ 10.50759219 335.49240781] ; [  3.49240781 111.50759219],0
n4,1,0.781016,0.077282,[291  58] ; [98 18],[291.95913978  57.04086022] ; [97.04086022 18.95913978],0
a1,1,0.820648,0.051398,[ 20 329] ; [  6 110],[ 19.51397849 329.48602151] ; [  6.48602151 109.51397849],0
