Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,50.354596,[ 95 137] ; [86 18],[124.97619048 107.02380952] ; [56.02380952 47.97619048],1
p3,1,0.0,34.319043,[ 77 156] ; [70 34],[101.63501484 131.36498516] ; [45.36498516 58.63501484],1
p7,1,0.0,33.490478,[105 127] ; [81 21],[129.19760479 102.80239521] ; [56.80239521 45.19760479],1
p8,1,0.0,31.099017,[ 87 145] ; [72 30],[110.44311377 121.55688623] ; [48.55688623 53.44311377],1
s8,1,6e-06,20.348448,[ 43 190] ; [43 60],[ 59.63690476 173.36309524] ; [26.36309524 76.63690476],1
s7,1,7e-06,20.318778,[ 45 176] ; [44 54],[ 61.65830721 159.34169279] ; [27.34169279 70.65830721],1
p9,1,2.4e-05,17.877327,[165  66] ; [95  8],[179.82035928  51.17964072] ; [80.17964072 22.82035928],1
s6,1,6.8e-05,15.864663,[ 87 146] ; [61 39],[103.55555556 129.44444444] ; [44.44444444 55.55555556],1
v1,1,0.000369,12.681592,[102 128] ; [68 36],[117.06586826 112.93413174] ; [52.93413174 51.06586826],1
p10,1,0.000951,10.920096,[164  69] ; [89 13],[175.96716418  57.03283582] ; [77.03283582 24.96716418],1
v4,1,0.00149,10.091071,[208  26] ; [103   1],[215.30769231  18.69230769] ; [95.69230769  8.30769231],0
s5,1,0.002155,9.412515,[ 42 188] ; [34 67],[ 52.80966767 177.19033233] ; [23.19033233 77.80966767],0
s2,1,0.003038,8.784433,[ 27 206] ; [25 78],[ 36.05952381 196.94047619] ; [15.94047619 87.05952381],0
p2,1,0.003859,8.348981,[168  65] ; [90 14],[178.37982196  54.62017804] ; [79.62017804 24.37982196],0
n4,1,0.00509,7.847356,[159  75] ; [86 18],[169.61538462  64.38461538] ; [75.38461538 28.61538462],0
r4,1,0.005382,7.746485,[191  43] ; [97  7],[199.38461538  34.61538462] ; [88.61538462 15.38461538],0
n6,1,0.010493,6.549207,[186  46] ; [95  9],[194.02380952  37.97619048] ; [86.97619048 17.02380952],0
s4,1,0.021396,5.294213,[ 19 213] ; [17 85],[ 25.00598802 206.99401198] ; [10.99401198 91.00598802],0
r2,1,0.032617,4.565746,[201  29] ; [97  5],[206.44578313  23.55421687] ; [91.55421687 10.44578313],0
p11,1,0.048156,3.904517,[165  69] ; [84 20],[172.38461538  61.61538462] ; [76.61538462 27.38461538],0
r3,1,0.048459,3.894009,[210  24] ; [100   4],[214.61538462  19.38461538] ; [95.38461538  8.61538462],0
n5,1,0.06096,3.511084,[150  83] ; [77 26],[157.41369048  75.58630952] ; [69.58630952 33.41369048],0
u1,1,0.085615,2.954947,[ 34 200] ; [23 81],[ 39.46153846 194.53846154] ; [17.53846154 86.46153846],0
d5,1,0.095703,2.775725,[201  33] ; [96  8],[205.61538462  28.38461538] ; [91.38461538 12.61538462],0
u3,1,0.121455,2.398453,[33 38] ; [19 11],[36.55445545 34.44554455] ; [15.44554455 14.55445545],0
v3,1,0.128877,2.305978,[ 75 148] ; [44 60],[ 81.1529052 141.8470948] ; [37.8470948 66.1529052],0
n3,1,0.151711,2.054958,[38 27] ; [18  6],[40.8988764 24.1011236] ; [15.1011236  8.8988764],0
b2,1,0.163577,1.94084,[46 91] ; [28 36],[50.43781095 86.56218905] ; [23.56218905 40.43781095],0
b3,1,0.163577,1.94084,[46 91] ; [28 36],[50.43781095 86.56218905] ; [23.56218905 40.43781095],0
d3,1,0.174089,1.847379,[173  61] ; [84 20],[177.92307692  56.07692308] ; [79.07692308 24.92307692],0
v2,1,0.257072,1.284458,[122 106] ; [62 41],[126.74320242 101.25679758] ; [57.25679758 45.74320242],0
p5,1,0.263841,1.248491,[ 20 213] ; [13 91],[ 22.81602374 210.18397626] ; [10.18397626 93.81602374],0
b1,1,0.276085,1.186262,[ 91 143] ; [34 70],[ 86.53846154 147.46153846] ; [38.46153846 65.53846154],0
d1,1,0.286884,1.134189,[148  86] ; [72 32],[152.30769231  81.69230769] ; [67.69230769 36.30769231],0
a2,1,0.467224,0.528535,[ 48 186] ; [25 79],[ 50.53846154 183.46153846] ; [22.46153846 81.53846154],0
a5,1,0.487028,0.483085,[174  60] ; [81 23],[176.53846154  57.46153846] ; [78.46153846 25.53846154],0
