Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.012436,6.247597,[ 3 14] ; [6 3],[ 5.88461538 11.11538462] ; [3.11538462 5.88461538],0
u1,1,0.064943,3.406417,[ 1 16] ; [3 6],[ 2.61538462 14.38461538] ; [1.38461538 7.61538462],0
a2,1,0.064943,3.406417,[ 1 16] ; [3 6],[ 2.61538462 14.38461538] ; [1.38461538 7.61538462],0
n3,1,0.086359,2.940972,[5 3] ; [1 5],[3.42857143 4.57142857] ; [2.57142857 3.42857143],0
s5,1,0.092838,2.824463,[ 3 14] ; [4 4],[ 4.76 12.24] ; [2.24 5.76],0
d4,1,0.114057,2.497095,[10  7] ; [8 1],[11.76923077  5.23076923] ; [6.23076923 2.76923077],0
u3,1,0.157299,2.0,[1 3] ; [3 1],[2. 2.] ; [2. 2.],0
p9,1,0.18598,1.749177,[11  6] ; [8 1],[12.42307692  4.57692308] ; [6.57692308 2.42307692],0
v4,1,0.18598,1.749177,[11  6] ; [8 1],[12.42307692  4.57692308] ; [6.57692308 2.42307692],0
p11,1,0.192373,1.699346,[12  5] ; [4 5],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
p12,1,0.214728,1.539263,[ 1 16] ; [2 7],[ 1.96153846 15.03846154] ; [1.03846154 7.96153846],0
p1,1,0.214728,1.539263,[ 1 16] ; [2 7],[ 1.96153846 15.03846154] ; [1.03846154 7.96153846],0
d5,1,0.215564,1.53366,[9 8] ; [7 2],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
p6,1,0.215564,1.53366,[8 9] ; [2 7],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
v1,1,0.215564,1.53366,[8 9] ; [2 7],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
a6,1,0.215564,1.53366,[9 8] ; [7 2],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
a3,1,0.271644,1.208424,[13  4] ; [5 4],[11.76923077  5.23076923] ; [6.23076923 2.76923077],0
n1,1,0.280087,1.166667,[5 3] ; [2 4],[4. 4.] ; [3. 3.],0
d3,1,0.29203,1.11024,[12  5] ; [8 1],[13.07692308  3.92307692] ; [6.92307692 2.07692308],0
p8,1,0.317113,1.000817,[12  4] ; [5 4],[10.88  5.12] ; [6.12 2.88],0
d1,1,0.319806,0.989741,[ 6 11] ; [5 4],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
d2,1,0.319806,0.989741,[ 6 11] ; [5 4],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
r1,1,0.319806,0.989741,[ 6 11] ; [5 4],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
s6,1,0.319806,0.989741,[ 6 11] ; [5 4],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
a7,1,0.340018,0.910364,[8 9] ; [6 3],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
a5,1,0.366444,0.815686,[14  3] ; [6 3],[13.07692308  3.92307692] ; [6.92307692 2.07692308],0
s7,1,0.382677,0.762085,[ 6 10] ; [5 4],[7.04 8.96] ; [3.96 5.04],0
v2,1,0.431847,0.617851,[ 7 10] ; [2 6],[ 6.12 10.88] ; [2.88 5.12],0
p2,1,0.444651,0.584251,[13  4] ; [8 1],[13.73076923  3.26923077] ; [7.26923077 1.73076923],0
u2,1,0.465209,0.533333,[2 2] ; [3 1],[2.5 1.5] ; [2.5 1.5],0
p3,1,0.484118,0.489574,[10  7] ; [4 5],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
p10,1,0.49205,0.472041,[11  6] ; [7 2],[11.76923077  5.23076923] ; [6.23076923 2.76923077],0
b4,1,0.500352,0.454189,[9 8] ; [6 3],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
s2,1,0.500352,0.454189,[8 9] ; [3 6],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
s3,1,0.609834,0.260417,[7 9] ; [3 6],[6.4 9.6] ; [3.6 5.4],0
n6,1,0.617017,0.250083,[13  3] ; [8 1],[13.44  2.56] ; [7.56 1.44],0
n2,1,0.639994,0.21875,[5 3] ; [3 3],[4.57142857 3.42857143] ; [3.42857143 2.57142857],0
b1,1,0.648206,0.20817,[11  6] ; [5 4],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
b5,1,0.648206,0.20817,[11  6] ; [5 4],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
n4,1,0.69574,0.152941,[10  7] ; [6 3],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
v3,1,0.818733,0.052521,[ 5 12] ; [2 6],[ 4.76 12.24] ; [2.24 5.76],0
p5,1,0.834969,0.043403,[ 3 13] ; [2 7],[ 3.2 12.8] ; [1.8 7.2],0
