Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001103,10.645877,[32  9] ; [13 19],[25.2739726 15.7260274] ; [19.7260274 12.2739726],0
a4,1,0.001214,10.46961,[23 18] ; [ 6 26],[16.28767123 24.71232877] ; [12.71232877 19.28767123],0
a6,1,0.00524,7.794711,[25 16] ; [ 9 23],[19.09589041 21.90410959] ; [14.90410959 17.09589041],0
d1,1,0.013535,6.097826,[22 19] ; [ 8 24],[16.84931507 24.15068493] ; [13.15068493 18.84931507],0
b5,1,0.013702,6.0761,[22 19] ; [26  6],[26.95890411 14.04109589] ; [21.04109589 10.95890411],0
d5,1,0.025132,5.014763,[33  8] ; [18 14],[28.64383562 12.35616438] ; [22.35616438  9.64383562],0
p4,1,0.028679,4.786782,[18 23] ; [ 6 25],[13.66666667 27.33333333] ; [10.33333333 20.66666667],0
d2,1,0.034299,4.479714,[23 18] ; [10 22],[18.53424658 22.46575342] ; [14.46575342 17.53424658],0
s5,1,0.034345,4.477426,[14 25] ; [ 4 26],[10.17391304 28.82608696] ; [ 7.82608696 22.17391304],0
v2,1,0.037719,4.317643,[20 17] ; [ 9 22],[15.77941176 21.22058824] ; [13.22058824 17.77941176],0
u3,1,0.041173,4.168871,[3 6] ; [14  5],[5.46428571 3.53571429] ; [11.53571429  7.46428571],0
v1,1,0.09424,2.800407,[18 23] ; [ 8 24],[14.60273973 26.39726027] ; [11.39726027 20.60273973],0
s8,1,0.119393,2.425263,[11 29] ; [ 4 28],[ 8.33333333 31.66666667] ; [ 6.66666667 25.33333333],0
p3,1,0.119393,2.425263,[11 29] ; [ 4 28],[ 8.33333333 31.66666667] ; [ 6.66666667 25.33333333],0
s7,1,0.123138,2.376951,[12 24] ; [ 5 25],[ 9.27272727 26.72727273] ; [ 7.72727273 22.27272727],0
u2,1,0.139445,2.184076,[3 6] ; [12  7],[4.82142857 4.17857143] ; [10.17857143  8.82142857],0
s6,1,0.172948,1.8572,[22 18] ; [12 19],[19.15492958 20.84507042] ; [14.84507042 16.15492958],0
b2,1,0.174963,1.8399,[ 9 14] ; [ 3 13],[ 7.07692308 15.92307692] ; [ 4.92307692 11.07692308],0
b3,1,0.174963,1.8399,[ 9 14] ; [ 3 13],[ 7.07692308 15.92307692] ; [ 4.92307692 11.07692308],0
p8,1,0.188374,1.730288,[13 27] ; [ 6 26],[10.55555556 29.44444444] ; [ 8.44444444 23.55555556],0
r1,1,0.216636,1.526517,[21 20] ; [21 11],[23.5890411 17.4109589] ; [18.4109589 13.5890411],0
n5,1,0.238763,1.387884,[16 25] ; [ 8 23],[13.66666667 27.33333333] ; [10.33333333 20.66666667],0
s1,1,0.259528,1.271273,[ 3 38] ; [ 5 27],[ 4.49315068 36.50684932] ; [ 3.50684932 28.49315068],0
p9,1,0.263966,1.247838,[22 18] ; [12 17],[19.71014493 20.28985507] ; [14.28985507 14.71014493],0
s2,1,0.269981,1.216843,[18 23] ; [10 22],[15.7260274 25.2739726] ; [12.2739726 19.7260274],0
s3,1,0.302496,1.06316,[19 22] ; [11 21],[16.84931507 24.15068493] ; [13.15068493 18.84931507],0
v3,1,0.357665,0.846074,[11 27] ; [ 6 25],[ 9.36231884 28.63768116] ; [ 7.63768116 23.36231884],0
p10,1,0.390011,0.738908,[22 19] ; [13 17],[20.21126761 20.78873239] ; [14.78873239 15.21126761],0
a1,1,0.434854,0.609825,[ 3 38] ; [ 1 31],[ 2.24657534 38.75342466] ; [ 1.75342466 30.24657534],0
n2,1,0.440068,0.596104,[14  8] ; [6 6],[12.94117647  9.05882353] ; [7.05882353 4.94117647],0
n1,1,0.442695,0.589286,[ 8 13] ; [3 9],[ 7. 14.] ; [4. 8.],0
r2,1,0.495737,0.46405,[32  9] ; [27  5],[33.1369863  7.8630137] ; [25.8630137  6.1369863],0
p11,1,0.500739,0.45337,[16 25] ; [15 17],[17.4109589 23.5890411] ; [13.5890411 18.4109589],0
n6,1,0.526171,0.401781,[20 21] ; [18 14],[21.34246575 19.65753425] ; [16.65753425 15.34246575],0
p1,1,0.588386,0.292873,[ 4 37] ; [ 2 30],[ 3.36986301 37.63013699] ; [ 2.63013699 29.36986301],0
r3,1,0.637786,0.221649,[35  6] ; [26  6],[34.26027397  6.73972603] ; [26.73972603  5.26027397],0
b1,1,0.668993,0.182782,[20 21] ; [14 18],[19.09589041 21.90410959] ; [14.90410959 17.09589041],0
d4,1,0.718218,0.130207,[31 10] ; [23  9],[30.32876712 10.67123288] ; [23.67123288  8.32876712],0
r4,1,0.740663,0.109545,[28 13] ; [23  9],[28.64383562 12.35616438] ; [22.35616438  9.64383562],0
n3,1,0.74114,0.109127,[11 10] ; [7 5],[11.45454545  9.54545455] ; [6.54545455 5.45454545],0
a7,1,0.756209,0.096387,[22 19] ; [16 16],[21.34246575 19.65753425] ; [16.65753425 15.34246575],0
p7,1,0.807237,0.059532,[13 28] ; [ 9 22],[12.52777778 28.47222222] ; [ 9.47222222 21.52777778],0
d3,1,0.871542,0.026147,[20 21] ; [15 17],[19.65753425 21.34246575] ; [15.34246575 16.65753425],0
a8,1,0.8726,0.025714,[ 1 39] ; [ 1 31],[ 1.11111111 38.88888889] ; [ 0.88888889 31.11111111],0
p6,1,0.891015,0.018774,[ 7 33] ; [ 6 26],[ 7.22222222 32.77777778] ; [ 5.77777778 26.22222222],0
v4,1,0.934588,0.006736,[33  8] ; [26  6],[33.1369863  7.8630137] ; [25.8630137  6.1369863],0
b4,1,0.989608,0.00017,[23 18] ; [18 14],[23.02739726 17.97260274] ; [17.97260274 14.02739726],0
s4,1,0.993768,6.1e-05,[ 9 32] ; [ 7 25],[ 8.98630137 32.01369863] ; [ 7.01369863 24.98630137],0
