Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.389098,[89 14] ; [22 39],[69.71341463 33.28658537] ; [41.28658537 19.71341463],1
r2,1,7.3e-05,15.720934,[96  7] ; [42 18],[87.20245399 15.79754601] ; [50.79754601  9.20245399],1
r3,1,8.9e-05,15.360768,[92 11] ; [39 22],[82.27439024 20.72560976] ; [48.72560976 12.27439024],1
v4,1,0.000267,13.289434,[90 11] ; [40 21],[81.04938272 19.95061728] ; [48.95061728 12.04938272],1
v1,1,0.002998,8.808562,[53 47] ; [17 42],[44.02515723 55.97484277] ; [25.97484277 33.02515723],0
s6,1,0.006033,7.540518,[60 40] ; [23 38],[51.55279503 48.44720497] ; [31.44720497 29.55279503],0
a5,1,0.019979,5.413706,[68 35] ; [29 32],[60.92073171 42.07926829] ; [36.07926829 24.92073171],0
u3,1,0.020093,5.403809,[16 13] ; [ 6 19],[11.81481481 17.18518519] ; [10.18518519 14.81481481],0
d5,1,0.021074,5.320689,[74 29] ; [33 28],[67.20121951 35.79878049] ; [39.79878049 21.20121951],0
p10,1,0.028004,4.827819,[65 36] ; [28 32],[58.34161491 42.65838509] ; [34.65838509 25.34161491],0
v3,1,0.034937,4.44824,[33 63] ; [11 48],[27.2516129 68.7483871] ; [16.7483871 42.2516129],0
p11,1,0.035519,4.420038,[74 29] ; [34 27],[67.82926829 35.17073171] ; [40.17073171 20.82926829],0
s8,1,0.044993,4.018912,[37 65] ; [13 48],[31.28834356 70.71165644] ; [18.71165644 42.28834356],0
s5,1,0.059144,3.561226,[32 65] ; [11 47],[26.90967742 70.09032258] ; [16.09032258 41.90967742],0
p1,1,0.060311,3.528819,[ 4 99] ; [ 7 54],[ 6.90853659 96.09146341] ; [ 4.09146341 56.90853659],0
s1,1,0.060493,3.523804,[ 9 91] ; [ 1 60],[ 6.21118012 93.78881988] ; [ 3.78881988 57.21118012],0
s3,1,0.066952,3.356212,[56 46] ; [24 36],[50.37037037 51.62962963] ; [29.62962963 30.37037037],0
n6,1,0.080241,3.060015,[76 25] ; [38 23],[71.07407407 29.92592593] ; [42.92592593 18.07407407],0
s7,1,0.092212,2.835336,[44 53] ; [18 39],[39.05194805 57.94805195] ; [22.94805195 34.05194805],0
p12,1,0.093315,2.816236,[ 8 94] ; [ 1 60],[ 5.63190184 96.36809816] ; [ 3.36809816 57.63190184],0
d4,1,0.099421,2.71481,[73 29] ; [36 25],[68.20858896 33.79141104] ; [40.79141104 20.20858896],0
u2,1,0.102122,2.672083,[14 14] ; [ 7 18],[11.09433962 16.90566038] ; [ 9.90566038 15.09433962],0
a3,1,0.119481,2.424112,[74 29] ; [36 24],[69.50920245 33.49079755] ; [40.49079755 19.50920245],0
n4,1,0.171836,1.866856,[74 28] ; [38 23],[70.08588957 31.91411043] ; [41.91411043 19.08588957],0
a8,1,0.188586,1.728628,[11 85] ; [ 3 55],[ 8.72727273 87.27272727] ; [ 5.27272727 52.72727273],0
a1,1,0.195488,1.675765,[ 6 97] ; [ 7 54],[ 8.16463415 94.83536585] ; [ 4.83536585 56.16463415],0
s2,1,0.203663,1.615912,[45 56] ; [21 40],[41.14814815 59.85185185] ; [24.85185185 36.14814815],0
v2,1,0.221801,1.492678,[40 58] ; [18 40],[36.43589744 61.56410256] ; [21.56410256 36.43589744],0
n3,1,0.222805,1.486213,[25  9] ; [19 13],[22.66666667 11.33333333] ; [21.33333333 10.66666667],0
d2,1,0.277247,1.180533,[45 58] ; [31 28],[48.32098765 54.67901235] ; [27.67901235 31.32098765],0
p7,1,0.280862,1.162914,[43 57] ; [21 40],[39.7515528 60.2484472] ; [24.2484472 36.7515528],0
b1,1,0.294412,1.099337,[47 56] ; [33 28],[50.24390244 52.75609756] ; [29.75609756 31.24390244],0
b3,1,0.384103,0.75753,[31 37] ; [16 27],[28.79279279 39.20720721] ; [18.20720721 24.79279279],0
b2,1,0.384103,0.75753,[31 37] ; [16 27],[28.79279279 39.20720721] ; [18.20720721 24.79279279],0
n5,1,0.386963,0.748463,[68 33] ; [45 16],[70.45061728 30.54938272] ; [42.54938272 18.45061728],0
u1,1,0.464333,0.535429,[ 6 97] ; [ 2 59],[ 5.02439024 97.97560976] ; [ 2.97560976 58.02439024],0
d1,1,0.49228,0.47154,[41 62] ; [21 40],[38.93902439 64.06097561] ; [23.06097561 37.93902439],0
a6,1,0.505903,0.442531,[46 57] ; [24 37],[43.96341463 59.03658537] ; [26.03658537 34.96341463],0
a4,1,0.527029,0.400117,[46 56] ; [24 36],[44.07407407 57.92592593] ; [25.92592593 34.07407407],0
