Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,27.310679,[11 78] ; [28 25],[24.44366197 64.55633803] ; [14.55633803 38.44366197],1
s8,1,0.000115,14.87281,[ 3 86] ; [13 40],[10.02816901 78.97183099] ; [ 5.97183099 47.02816901],1
d4,1,0.000703,11.481259,[47 42] ; [43 10],[56.4084507 32.5915493] ; [33.5915493 19.4084507],1
v1,1,0.000824,11.186243,[19 68] ; [26 27],[27.96428571 59.03571429] ; [17.03571429 35.96428571],1
p11,1,0.001577,9.986887,[45 44] ; [41 12],[53.90140845 35.09859155] ; [32.09859155 20.90140845],0
d3,1,0.002303,9.290826,[36 51] ; [36 17],[44.74285714 42.25714286] ; [27.25714286 25.74285714],0
s5,1,0.002912,8.861979,[ 7 79] ; [14 38],[13.08695652 72.91304348] ; [ 7.91304348 44.08695652],0
s3,1,0.004695,7.993287,[22 64] ; [26 27],[29.69784173 56.30215827] ; [18.30215827 34.69784173],0
p2,1,0.004731,7.9795,[46 40] ; [41 12],[53.82733813 32.17266187] ; [33.17266187 19.82733813],0
r4,1,0.004797,7.954329,[37 52] ; [35 18],[45.12676056 43.87323944] ; [26.87323944 26.12676056],0
r3,1,0.005854,7.594753,[60 28] ; [47  6],[66.78014184 21.21985816] ; [40.21985816 12.78014184],0
p7,1,0.006895,7.300111,[31 57] ; [30 21],[38.61870504 49.38129496] ; [22.38129496 28.61870504],0
p10,1,0.006918,7.294026,[44 41] ; [39 13],[51.49635036 33.50364964] ; [31.50364964 20.49635036],0
v4,1,0.008539,6.916691,[61 27] ; [47  6],[67.40425532 20.59574468] ; [40.59574468 12.40425532],0
p8,1,0.013895,6.051419,[23 63] ; [25 28],[29.69784173 56.30215827] ; [18.30215827 34.69784173],0
n6,1,0.014098,6.025784,[56 32] ; [44  9],[62.41134752 25.58865248] ; [37.58865248 15.41134752],0
b3,1,0.01506,5.909432,[21 29] ; [ 4 23],[16.23376623 33.76623377] ; [ 8.76623377 18.23376623],0
b2,1,0.01506,5.909432,[21 29] ; [ 4 23],[16.23376623 33.76623377] ; [ 8.76623377 18.23376623],0
p12,1,0.018065,5.589816,[ 1 87] ; [ 5 48],[ 3.74468085 84.25531915] ; [ 2.25531915 50.74468085],0
p1,1,0.019502,5.455925,[12 76] ; [ 1 52],[ 8.11347518 79.88652482] ; [ 4.88652482 48.11347518],0
v2,1,0.029867,4.716931,[22 65] ; [22 29],[27.73913043 59.26086957] ; [16.26086957 34.73913043],0
a5,1,0.061936,3.484776,[36 53] ; [30 23],[41.36619718 47.63380282] ; [24.63380282 28.36619718],0
b1,1,0.066949,3.356291,[46 43] ; [19 34],[40.73943662 48.26056338] ; [24.26056338 28.73943662],0
p4,1,0.076203,3.144082,[28 59] ; [25 28],[32.93571429 54.06428571] ; [20.06428571 32.93571429],0
