Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,9e-05,15.338337,[ 9 30] ; [9 1],[14.32653061 24.67346939] ; [3.67346939 6.32653061],1
p11,1,0.008701,6.883153,[17 22] ; [9 1],[20.69387755 18.30612245] ; [5.30612245 4.69387755],0
s7,1,0.014318,5.998457,[ 5 31] ; [5 5],[ 7.82608696 28.17391304] ; [2.17391304 7.82608696],0
p4,1,0.01445,5.982359,[11 28] ; [7 3],[14.32653061 24.67346939] ; [3.67346939 6.32653061],0
p10,1,0.017751,5.6206,[14 23] ; [8 2],[17.31914894 19.68085106] ; [4.68085106 5.31914894],0
p8,1,0.031724,4.613326,[12 25] ; [7 3],[14.95744681 22.04255319] ; [4.04255319 5.95744681],0
p3,1,0.035489,4.421489,[ 7 32] ; [5 5],[ 9.55102041 29.44897959] ; [2.44897959 7.55102041],0
r4,1,0.039894,4.222376,[17 22] ; [8 2],[19.89795918 19.10204082] ; [5.10204082 4.89795918],0
p9,1,0.05551,3.666693,[17 20] ; [8 2],[19.68085106 17.31914894] ; [5.31914894 4.68085106],0
a8,1,0.065676,3.387904,[ 3 34] ; [3 7],[ 4.72340426 32.27659574] ; [1.27659574 8.72340426],0
s2,1,0.084875,2.968994,[ 6 33] ; [4 6],[ 7.95918367 31.04081633] ; [2.04081633 7.95918367],0
p2,1,0.101594,2.680342,[20 19] ; [8 2],[22.28571429 16.71428571] ; [5.71428571 4.28571429],0
b1,1,0.101594,2.680342,[20 19] ; [8 2],[22.28571429 16.71428571] ; [5.71428571 4.28571429],0
a6,1,0.133292,2.25374,[21 18] ; [8 2],[23.08163265 15.91836735] ; [5.91836735 4.08163265],0
s3,1,0.135938,2.223353,[10 29] ; [5 5],[11.93877551 27.06122449] ; [3.06122449 6.93877551],0
a4,1,0.145071,2.123333,[13 26] ; [1 9],[11.14285714 27.85714286] ; [2.85714286 7.14285714],0
p7,1,0.155132,2.021053,[17 21] ; [7 3],[19. 19.] ; [5. 5.],0
v2,1,0.160237,1.971989,[ 9 25] ; [5 5],[10.81818182 23.18181818] ; [3.18181818 6.81818182],0
b5,1,0.178374,1.811115,[18 21] ; [7 3],[19.89795918 19.10204082] ; [5.10204082 4.89795918],0
r1,1,0.178374,1.811115,[18 21] ; [7 3],[19.89795918 19.10204082] ; [5.10204082 4.89795918],0
u3,1,0.208359,1.582792,[ 9 13] ; [3 1],[10.15384615 11.84615385] ; [1.84615385 2.15384615],0
v4,1,0.217089,1.523511,[26 12] ; [8 1],[27.4893617 10.5106383] ; [6.5106383 2.4893617],0
v3,1,0.259175,1.273157,[10 27] ; [1 9],[ 8.65957447 28.34042553] ; [2.34042553 7.65957447],0
u2,1,0.276986,1.181818,[10 12] ; [3 1],[11. 11.] ; [2. 2.],0
v1,1,0.278484,1.174473,[12 26] ; [5 5],[13.45833333 24.54166667] ; [3.54166667 6.45833333],0
d3,1,0.343094,0.898837,[ 9 29] ; [1 9],[ 7.91666667 30.08333333] ; [2.08333333 7.91666667],0
a3,1,0.389981,0.739002,[17 21] ; [6 4],[18.20833333 19.79166667] ; [4.79166667 5.20833333],0
a5,1,0.434556,0.610615,[18 21] ; [6 4],[19.10204082 19.89795918] ; [4.89795918 5.10204082],0
d2,1,0.501241,0.452308,[12 27] ; [2 8],[11.14285714 27.85714286] ; [2.85714286 7.14285714],0
b2,1,0.551149,0.355263,[ 7 12] ; [2 6],[ 6.33333333 12.66666667] ; [2.66666667 5.33333333],0
b3,1,0.551149,0.355263,[ 7 12] ; [2 6],[ 6.33333333 12.66666667] ; [2.66666667 5.33333333],0
d5,1,0.608919,0.261752,[16 23] ; [5 5],[16.71428571 22.28571429] ; [4.28571429 5.71428571],0
a7,1,0.716164,0.132198,[17 22] ; [5 5],[17.51020408 21.48979592] ; [4.48979592 5.51020408],0
n4,1,0.716164,0.132198,[22 17] ; [5 5],[21.48979592 17.51020408] ; [5.51020408 4.48979592],0
p1,1,0.72462,0.124109,[ 6 33] ; [2 8],[ 6.36734694 32.63265306] ; [1.63265306 8.36734694],0
b4,1,0.727054,0.121834,[18 21] ; [4 6],[17.51020408 21.48979592] ; [4.48979592 5.51020408],0
s5,1,0.755853,0.096678,[ 3 35] ; [1 8],[ 3.23404255 34.76595745] ; [0.76595745 8.23404255],0
n1,1,0.802839,0.062338,[ 9 13] ; [1 1],[ 9.16666667 12.83333333] ; [0.83333333 1.16666667],0
s4,1,0.808204,0.058925,[ 5 34] ; [1 9],[ 4.7755102 34.2244898] ; [1.2244898 8.7755102],0
n5,1,0.85438,0.033684,[24 14] ; [6 4],[23.75 14.25] ; [6.25 3.75],0
p6,1,0.941863,0.005319,[ 8 30] ; [2 8],[ 7.91666667 30.08333333] ; [2.08333333 7.91666667],0
r2,1,0.956146,0.003024,[30  9] ; [7 2],[30.0625  8.9375] ; [6.9375 2.0625],0
a2,1,0.980934,0.000571,[ 4 35] ; [1 9],[ 3.97959184 35.02040816] ; [1.02040816 8.97959184],0
