Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,7e-06,20.208827,[11 27] ; [47 16],[21.82178218 16.17821782] ; [36.17821782 26.82178218],1
d5,1,4.3e-05,16.729504,[20 18] ; [56  7],[28.59405941  9.40594059] ; [47.40594059 15.59405941],1
a6,1,0.000443,12.340505,[15 23] ; [47 16],[23.32673267 14.67326733] ; [38.67326733 24.32673267],1
v4,1,0.002191,9.382171,[20 17] ; [52 11],[26.64 10.36] ; [45.36 17.64],0
r3,1,0.003488,8.53261,[22 16] ; [53 10],[28.21782178  9.78217822] ; [46.78217822 16.21782178],0
d4,1,0.003488,8.53261,[22 16] ; [53 10],[28.21782178  9.78217822] ; [46.78217822 16.21782178],0
d1,1,0.005135,7.831301,[12 26] ; [38 25],[18.81188119 19.18811881] ; [31.18811881 31.81188119],0
a2,1,0.005623,7.66738,[ 3 35] ; [20 43],[ 8.65346535 29.34653465] ; [14.34653465 48.65346535],0
p4,1,0.006271,7.470701,[ 5 33] ; [24 38],[11.02 26.98] ; [17.98 44.02],0
p2,1,0.007195,7.223564,[ 9 29] ; [32 31],[15.42574257 22.57425743] ; [25.57425743 37.42574257],0
r4,1,0.007605,7.124307,[17 21] ; [45 18],[23.32673267 14.67326733] ; [38.67326733 24.32673267],0
s1,1,0.024586,5.052779,[ 6 32] ; [ 2 60],[ 3.04 34.96] ; [ 4.96 57.04],0
v2,1,0.027256,4.874496,[ 8 29] ; [27 35],[13.08080808 23.91919192] ; [21.91919192 40.08080808],0
r1,1,0.034138,4.48778,[22 16] ; [49 14],[26.71287129 11.28712871] ; [44.28712871 18.71287129],0
u3,1,0.042891,4.099685,[ 5 12] ; [12  7],[8.02777778 8.97222222] ; [ 8.97222222 10.02777778],0
u1,1,0.052116,3.772053,[ 2 36] ; [12 51],[ 5.26732673 32.73267327] ; [ 8.73267327 54.26732673],0
b5,1,0.085331,2.960314,[15 23] ; [36 27],[19.18811881 18.81188119] ; [31.81188119 31.18811881],0
a3,1,0.110005,2.554152,[21 17] ; [44 18],[24.7 13.3] ; [40.3 21.7],0
n3,1,0.138069,2.199349,[ 6 10] ; [17 11],[8.36363636 7.63636364] ; [14.63636364 13.36363636],0
s3,1,0.239932,1.380994,[15 22] ; [18 44],[12.33333333 24.66666667] ; [20.66666667 41.33333333],0
p6,1,0.271435,1.20948,[ 1 36] ; [ 5 56],[ 2.26530612 34.73469388] ; [ 3.73469388 57.26530612],0
s6,1,0.300364,1.072578,[12 26] ; [26 36],[14.44 23.56] ; [23.56 38.44],0
s8,1,0.323788,0.973585,[ 5 33] ; [13 49],[ 6.84 31.16] ; [11.16 50.84],0
a5,1,0.326293,0.963555,[21 17] ; [41 22],[23.32673267 14.67326733] ; [38.67326733 24.32673267],0
v3,1,0.326466,0.962865,[ 8 27] ; [20 42],[10.10309278 24.89690722] ; [17.89690722 44.10309278],0
p10,1,0.326663,0.962083,[ 4 34] ; [11 51],[ 5.7 32.3] ; [ 9.3 52.7],0
a8,1,0.338837,0.914826,[ 1 37] ; [ 4 52],[ 2.0212766 35.9787234] ; [ 2.9787234 53.0212766],0
d2,1,0.353068,0.862401,[17 20] ; [35 28],[19.24 17.76] ; [32.76 30.24],0
s7,1,0.360557,0.835953,[11 24] ; [13 44],[ 9.13043478 25.86956522] ; [14.86956522 42.13043478],0
s4,1,0.36444,0.822535,[ 8 29] ; [ 9 53],[ 6.35353535 30.64646465] ; [10.64646465 51.35353535],0
b4,1,0.375405,0.785695,[22 16] ; [42 21],[24.07920792 13.92079208] ; [39.92079208 23.07920792],0
v1,1,0.385645,0.75263,[ 9 29] ; [20 43],[10.91089109 27.08910891] ; [18.08910891 44.91089109],0
s5,1,0.419015,0.653077,[ 8 30] ; [ 9 52],[ 6.52525253 31.47474747] ; [10.47474747 50.52525253],0
r2,1,0.470036,0.521892,[29  8] ; [53 10],[30.34  6.66] ; [51.66 11.34],0
p1,1,0.582738,0.30183,[ 3 35] ; [ 7 55],[ 3.8 34.2] ; [ 6.2 55.8],0
a4,1,0.593276,0.285257,[15 22] ; [29 34],[16.28 20.72] ; [27.72 35.28],0
p3,1,0.63487,0.225514,[ 9 29] ; [12 49],[ 8.06060606 29.93939394] ; [12.93939394 48.06060606],0
s2,1,0.649183,0.206932,[10 27] ; [14 47],[ 9.06122449 27.93877551] ; [14.93877551 46.06122449],0
b1,1,0.663028,0.189866,[21 17] ; [32 31],[19.94059406 18.05940594] ; [33.05940594 29.94059406],0
u2,1,0.67558,0.175144,[ 6 11] ; [ 8 11],[ 6.61111111 10.38888889] ; [ 7.38888889 11.61111111],0
p11,1,0.689756,0.159349,[16 22] ; [24 39],[15.04950495 22.95049505] ; [24.95049505 38.04950495],0
p5,1,0.715166,0.133172,[ 1 37] ; [ 1 62],[ 0.75247525 37.24752475] ; [ 1.24752475 61.75247525],0
n4,1,0.730636,0.118529,[26 12] ; [41 22],[25.20792079 12.79207921] ; [41.79207921 21.20792079],0
p8,1,0.7438,0.106815,[ 4 34] ; [ 8 55],[ 4.51485149 33.48514851] ; [ 7.48514851 55.51485149],0
n2,1,0.760148,0.0932,[10  9] ; [16 12],[10.5106383  8.4893617] ; [15.4893617 12.5106383],0
b2,1,0.77515,0.081593,[10 16] ; [14 26],[ 9.45454545 16.54545455] ; [14.54545455 25.45454545],0
b3,1,0.77515,0.081593,[10 16] ; [14 26],[ 9.45454545 16.54545455] ; [14.54545455 25.45454545],0
n5,1,0.778464,0.079141,[21 17] ; [33 30],[20.31683168 17.68316832] ; [33.68316832 29.31683168],0
a1,1,0.780716,0.077499,[ 3 35] ; [ 6 57],[ 3.38613861 34.61386139] ; [ 5.61386139 57.38613861],0
n1,1,0.805666,0.060526,[ 7 12] ; [ 9 18],[ 6.60869565 12.39130435] ; [ 9.39130435 17.60869565],0
n6,1,0.810181,0.057692,[22 16] ; [38 25],[22.57425743 15.42574257] ; [37.42574257 25.57425743],0
