Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.699617,[56  7] ; [ 1 10],[48.52702703 14.47297297] ; [8.47297297 2.52702703],1
r1,1,0.001115,10.625483,[44 19] ; [2 9],[39.16216216 23.83783784] ; [6.83783784 4.16216216],0
r3,1,0.003424,8.566343,[58  4] ; [7 4],[55.20547945  6.79452055] ; [9.79452055 1.20547945],0
s1,1,0.011497,6.386833,[ 1 60] ; [2 9],[ 2.54166667 58.45833333] ; [ 0.45833333 10.54166667],0
v4,1,0.012539,6.232974,[59  3] ; [8 3],[56.90410959  5.09589041] ; [10.09589041  0.90410959],0
s2,1,0.019279,5.47603,[39 21] ; [3 8],[35.49295775 24.50704225] ; [6.50704225 4.49295775],0
s3,1,0.038934,4.263751,[42 19] ; [4 7],[38.97222222 22.02777778] ; [7.02777778 3.97222222],0
b4,1,0.041912,4.138773,[38 25] ; [3 8],[34.90540541 28.09459459] ; [6.09459459 4.90540541],0
a7,1,0.046961,3.946794,[42 20] ; [4 7],[39.06849315 22.93150685] ; [6.93150685 4.06849315],0
n2,1,0.050681,3.818782,[16  1] ; [3 2],[14.68181818  2.31818182] ; [4.31818182 0.68181818],0
n6,1,0.059103,3.562391,[50 12] ; [6 5],[47.56164384 14.43835616] ; [8.43835616 2.56164384],0
n3,1,0.061587,3.494118,[14  3] ; [2 3],[12.36363636  4.63636364] ; [3.63636364 1.36363636],0
p9,1,0.06384,3.434714,[49 12] ; [6 5],[46.59722222 14.40277778] ; [8.40277778 2.59722222],0
a5,1,0.069009,3.306432,[30 33] ; [2 9],[27.24324324 35.75675676] ; [4.75675676 6.24324324],0
a6,1,0.083334,2.998641,[35 28] ; [3 8],[32.35135135 30.64864865] ; [5.64864865 5.35135135],0
d3,1,0.112584,2.517566,[33 29] ; [3 8],[30.57534247 31.42465753] ; [5.42465753 5.57534247],0
n5,1,0.124096,2.364845,[43 20] ; [10  1],[45.12162162 17.87837838] ; [7.87837838 3.12162162],0
u2,1,0.138646,2.192921,[13 19] ; [5 2],[14.76923077 17.23076923] ; [3.23076923 3.76923077],0
b5,1,0.138968,2.189351,[38 25] ; [4 7],[35.75675676 27.24324324] ; [6.24324324 4.75675676],0
a1,1,0.156768,2.005131,[ 1 62] ; [ 1 10],[ 1.7027027 61.2972973] ; [ 0.2972973 10.7027027],0
d2,1,0.20994,1.571839,[ 8 55] ; [3 8],[ 9.36486486 53.63513514] ; [1.63513514 9.36486486],0
b1,1,0.2156,1.533418,[22 41] ; [6 5],[23.83783784 39.16216216] ; [4.16216216 6.83783784],0
p10,1,0.229606,1.443297,[45 17] ; [6 5],[43.31506849 18.68493151] ; [7.68493151 3.31506849],0
n4,1,0.246555,1.342721,[34 29] ; [8 3],[35.75675676 27.24324324] ; [6.24324324 4.75675676],0
s5,1,0.306119,1.047346,[25 32] ; [3 8],[23.47058824 33.52941176] ; [4.52941176 6.47058824],0
v1,1,0.311965,1.022339,[27 35] ; [3 8],[25.47945205 36.52054795] ; [4.52054795 6.47945205],0
p8,1,0.379131,0.773519,[25 37] ; [6 5],[26.32876712 35.67123288] ; [4.67123288 6.32876712],0
s8,1,0.41623,0.660936,[19 44] ; [2 9],[17.87837838 45.12162162] ; [3.12162162 7.87837838],0
a3,1,0.431178,0.619649,[31 32] ; [4 7],[29.7972973 33.2027027] ; [5.2027027 5.7972973],0
s6,1,0.5332,0.38829,[43 16] ; [7 4],[42.14285714 16.85714286] ; [7.85714286 3.14285714],0
d5,1,0.565283,0.33064,[34 28] ; [5 6],[33.12328767 28.87671233] ; [5.87671233 5.12328767],0
p3,1,0.572397,0.318688,[23 40] ; [5 6],[23.83783784 39.16216216] ; [4.16216216 6.83783784],0
p6,1,0.588716,0.292355,[16 46] ; [2 9],[15.28767123 46.71232877] ; [2.71232877 8.28767123],0
a4,1,0.606817,0.264837,[16 47] ; [2 9],[15.32432432 47.67567568] ; [2.67567568 8.32432432],0
n1,1,0.654992,0.199664,[ 5 12] ; [2 3],[ 5.40909091 11.59090909] ; [1.59090909 3.40909091],0
p7,1,0.667056,0.185065,[34 26] ; [7 4],[34.64788732 25.35211268] ; [6.35211268 4.64788732],0
s7,1,0.706544,0.141753,[32 30] ; [5 6],[31.42465753 30.57534247] ; [5.57534247 5.42465753],0
p4,1,0.719021,0.129433,[25 38] ; [5 6],[25.54054054 37.45945946] ; [4.45945946 6.54054054],0
p1,1,0.738178,0.111734,[ 4 59] ; [ 1 10],[ 4.25675676 58.74324324] ; [ 0.74324324 10.25675676],0
p11,1,0.846782,0.037336,[44 19] ; [8 3],[44.27027027 18.72972973] ; [7.72972973 3.27027027],0
d4,1,0.894454,0.017601,[33 30] ; [6 5],[33.2027027 29.7972973] ; [5.7972973 5.2027027],0
p2,1,0.89545,0.017269,[47 16] ; [8 3],[46.82432432 16.17567568] ; [8.17567568 2.82432432],0
u3,1,0.913396,0.011828,[19 13] ; [4 3],[18.87179487 13.12820513] ; [4.12820513 2.87179487],0
b2,1,0.923233,0.009286,[ 3 27] ; [1 8],[ 3.07692308 26.92307692] ; [0.92307692 8.07692308],0
b3,1,0.923233,0.009286,[ 3 27] ; [1 8],[ 3.07692308 26.92307692] ; [0.92307692 8.07692308],0
v2,1,0.932597,0.007154,[23 38] ; [4 7],[22.875 38.125] ; [4.125 6.875],0
