Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.467777,[37 91] ; [63 41],[55.17241379 72.82758621] ; [44.82758621 59.17241379],1
v3,1,1.1e-05,19.359765,[ 28 103] ; [51 54],[43.85169492 87.14830508] ; [35.14830508 69.85169492],1
n4,1,0.000208,13.756526,[70 66] ; [80 27],[83.95061728 52.04938272] ; [66.04938272 40.95061728],1
p9,1,0.001874,9.668557,[89 44] ; [88 16],[99.32911392 33.67088608] ; [77.67088608 26.32911392],0
n5,1,0.002436,9.18782,[78 57] ; [81 25],[89.06639004 45.93360996] ; [69.93360996 36.06639004],0
p10,1,0.002916,8.859249,[83 51] ; [83 21],[93.46218487 40.53781513] ; [72.53781513 31.46218487],0
p5,1,0.003509,8.522034,[  6 130] ; [16 88],[ 12.46666667 123.53333333] ; [ 9.53333333 94.46666667],0
s6,1,0.00733,7.190207,[67 68] ; [69 34],[77.14285714 57.85714286] ; [58.85714286 44.14285714],0
p3,1,0.01374,6.07126,[41 96] ; [48 58],[50.17695473 86.82304527] ; [38.82304527 67.17695473],0
p4,1,0.019571,5.449796,[51 84] ; [56 50],[59.93775934 75.06224066] ; [47.06224066 58.93775934],0
n1,1,0.02561,4.982169,[14 29] ; [13  8],[18.140625 24.859375] ; [ 8.859375 12.140625],0
v4,1,0.034198,4.484753,[120  15] ; [103   4],[124.40082645  10.59917355] ; [98.59917355  8.40082645],0
n3,1,0.040741,4.186771,[26 17] ; [18  3],[29.5625 13.4375] ; [14.4375  6.5625],0
p12,1,0.045882,3.985908,[  3 133] ; [ 8 97],[  6.20746888 129.79253112] ; [  4.79253112 100.20746888],0
p6,1,0.062776,3.462475,[37 99] ; [39 62],[43.61181435 92.38818565] ; [32.38818565 68.61181435],0
b3,1,0.072756,3.219723,[15 55] ; [22 40],[19.62121212 50.37878788] ; [17.37878788 44.62121212],0
b2,1,0.072756,3.219723,[15 55] ; [22 40],[19.62121212 50.37878788] ; [17.37878788 44.62121212],0
s8,1,0.087521,2.919395,[ 36 101] ; [39 68],[42.11065574 94.88934426] ; [32.88934426 74.11065574],0
p7,1,0.09772,2.742371,[68 63] ; [64 38],[74.21459227 56.78540773] ; [57.78540773 44.21459227],0
r1,1,0.109424,2.562515,[88 49] ; [79 28],[93.76639344 43.23360656] ; [73.23360656 33.76639344],0
d4,1,0.118147,2.441718,[87 48] ; [79 28],[92.60330579 42.39669421] ; [73.39669421 33.60330579],0
a4,1,0.145565,2.118123,[ 21 116] ; [24 82],[ 25.37037037 111.62962963] ; [19.62962963 86.37037037],0
p2,1,0.159088,1.982871,[97 39] ; [84 22],[101.71900826  34.28099174] ; [79.28099174 26.71900826],0
b1,1,0.165255,1.925472,[54 83] ; [33 74],[48.84836066 88.15163934] ; [38.15163934 68.84836066],0
r4,1,0.168318,1.897857,[113  24] ; [95 12],[116.78688525  20.21311475] ; [91.21311475 15.78688525],0
s7,1,0.214006,1.544118,[44 89] ; [41 59],[48.5193133 84.4806867] ; [36.4806867 63.5193133],0
u2,1,0.224352,1.476316,[37 37] ; [34 22],[40.41538462 33.58461538] ; [30.58461538 25.41538462],0
s4,1,0.23545,1.407631,[ 28 106] ; [16 91],[ 24.46473029 109.53526971] ; [19.53526971 87.46473029],0
r3,1,0.256389,1.288153,[122  13] ; [100   6],[124.35684647  10.64315353] ; [97.64315353  8.35684647],0
s3,1,0.257925,1.27986,[68 66] ; [61 44],[72.32635983 61.67364017] ; [56.67364017 48.32635983],0
d5,1,0.295851,1.092801,[84 52] ; [73 34],[87.86831276 48.13168724] ; [69.13168724 37.86831276],0
d2,1,0.296321,1.090676,[ 33 103] ; [20 87],[ 29.66255144 106.33744856] ; [23.33744856 83.66255144],0
s5,1,0.311369,1.024858,[ 29 103] ; [28 73],[32.29184549 99.70815451] ; [24.70815451 76.29184549],0
a8,1,0.348417,0.879213,[ 12 118] ; [13 86],[ 14.19213974 115.80786026] ; [10.80786026 88.19213974],0
n6,1,0.381906,0.764558,[102  35] ; [84 22],[104.86419753  32.13580247] ; [81.13580247 24.86419753],0
s2,1,0.413849,0.667715,[57 79] ; [50 56],[60.1322314 75.8677686] ; [46.8677686 59.1322314],0
s1,1,0.465419,0.532831,[  8 127] ; [  4 100],[  6.77824268 128.22175732] ; [ 5.22175732 98.77824268],0
b4,1,0.47795,0.503537,[83 54] ; [60 47],[80.29098361 56.70901639] ; [62.70901639 44.29098361],0
u1,1,0.516961,0.419951,[  6 131] ; [  3 104],[  5.05327869 131.94672131] ; [  3.94672131 103.05327869],0
d3,1,0.526421,0.401295,[74 61] ; [63 44],[76.42561983 58.57438017] ; [60.57438017 46.42561983],0
p1,1,0.547674,0.3615,[ 12 123] ; [12 95],[ 13.38842975 121.61157025] ; [10.61157025 96.38842975],0
u3,1,0.599815,0.275275,[40 34] ; [34 24],[41.48484848 32.51515152] ; [32.51515152 25.48484848],0
b5,1,0.685358,0.164157,[81 56] ; [66 41],[82.53688525 54.46311475] ; [64.46311475 42.53688525],0
a7,1,0.705933,0.142373,[91 44] ; [69 37],[89.62655602 45.37344398] ; [70.37344398 35.62655602],0
d1,1,0.800806,0.063657,[44 93] ; [36 71],[44.91803279 92.08196721] ; [35.08196721 71.91803279],0
p8,1,0.806187,0.060195,[58 78] ; [46 58],[58.93333333 77.06666667] ; [45.06666667 58.93333333],0
a3,1,0.827157,0.047676,[62 75] ; [49 56],[62.83884298 74.16115702] ; [48.16115702 56.83884298],0
p11,1,0.842472,0.039494,[97 40] ; [77 30],[97.69672131 39.30327869] ; [76.30327869 30.69672131],0
n2,1,0.846088,0.037679,[29 13] ; [15  6],[29.33333333 12.66666667] ; [14.66666667  6.33333333],0
u4,1,0.860348,0.030952,[  1 136] ; [  1 106],[  1.12295082 135.87704918] ; [  0.87704918 106.12295082],0
a1,1,0.957056,0.0029,[  4 133] ; [  3 104],[  3.93032787 133.06967213] ; [  3.06967213 103.93032787],0
a6,1,0.998309,4e-06,[73 64] ; [57 50],[72.99180328 64.00819672] ; [57.00819672 49.99180328],0
