Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,66.065974,[25 90] ; [180  89],[61.39322917 53.60677083] ; [143.60677083 125.39322917],1
s3,1,0.0,55.905111,[32 83] ; [184  82],[65.19685039 49.80314961] ; [150.80314961 115.19685039],1
s7,1,0.0,51.878115,[26 84] ; [169  93],[57.66129032 52.33870968] ; [137.33870968 124.66129032],1
s8,1,0.0,33.22512,[34 83] ; [164 105],[60.01554404 56.98445596] ; [137.98445596 131.01554404],1
s5,1,0.0,27.384469,[21 94] ; [124 142],[43.7664042 71.2335958] ; [101.2335958 164.7664042],1
p9,1,0.004921,7.908132,[99 17] ; [254  16],[106.08290155   9.91709845] ; [246.91709845  23.08290155],0
p6,1,0.005263,7.786845,[38 76] ; [129 135],[50.36507937 63.63492063] ; [116.63492063 147.36507937],0
s4,1,0.00579,7.614625,[  8 109] ; [ 47 221],[ 16.71428571 100.28571429] ; [ 38.28571429 229.71428571],0
p10,1,0.021881,5.255232,[96 19] ; [246  23],[102.421875  12.578125] ; [239.578125  29.421875],0
d5,1,0.022641,5.195839,[90 27] ; [233  37],[97.65116279 19.34883721] ; [225.34883721  44.65116279],0
n5,1,0.027256,4.874535,[90 27] ; [234  38],[97.44987147 19.55012853] ; [226.55012853  45.44987147],0
d4,1,0.027418,4.864318,[92 25] ; [236  34],[99.1627907 17.8372093] ; [228.8372093  41.1627907],0
u1,1,0.039398,4.243602,[ 16 101] ; [ 62 210],[23.46015424 93.53984576] ; [ 54.53984576 217.46015424],0
n6,1,0.048193,3.903242,[97 20] ; [244  27],[102.82731959  14.17268041] ; [238.17268041  32.82731959],0
a2,1,0.05693,3.624637,[22 95] ; [ 76 196],[29.47557841 87.52442159] ; [ 68.52442159 203.47557841],0
p12,1,0.058225,3.587233,[  7 108] ; [ 34 236],[ 12.24675325 102.75324675] ; [ 28.75324675 241.24675325],0
d1,1,0.108986,2.56887,[67 50] ; [179  93],[73.98971722 43.01028278] ; [172.01028278  99.98971722],0
b5,1,0.121739,2.394804,[66 51] ; [176  96],[72.78663239 44.21336761] ; [169.21336761 102.78663239],0
u4,1,0.123637,2.370626,[  1 116] ; [ 10 262],[  3.30848329 113.69151671] ; [  7.69151671 264.30848329],0
d3,1,0.125656,2.345369,[76 41] ; [197  74],[82.32216495 34.67783505] ; [190.67783505  80.32216495],0
n4,1,0.129338,2.300437,[92 25] ; [231  41],[97.14910026 19.85089974] ; [225.85089974  46.14910026],0
b4,1,0.130926,2.281491,[64 53] ; [171 101],[70.68123393 46.31876607] ; [164.31876607 107.68123393],0
a3,1,0.148921,2.083264,[85 32] ; [215  56],[90.46391753 26.53608247] ; [209.53608247  61.46391753],0
n3,1,0.153808,2.034071,[15  3] ; [30 16],[12.65625  5.34375] ; [32.34375 13.65625],0
p5,1,0.156839,2.004442,[ 13 102] ; [ 46 225],[17.57772021 97.42227979] ; [ 41.42227979 229.57772021],0
u3,1,0.185773,1.750826,[18 14] ; [40 17],[20.85393258 11.14606742] ; [37.14606742 19.85393258],0
u2,1,0.207054,1.591906,[17 15] ; [38 19],[19.7752809 12.2247191] ; [35.2247191 21.7752809],0
p4,1,0.230174,1.439784,[74 42] ; [189  81],[79.03626943 36.96373057] ; [183.96373057  86.03626943],0
r2,1,0.246693,1.341935,[108   8] ; [257  11],[110.26041667   5.73958333] ; [254.73958333  13.26041667],0
v4,1,0.25829,1.277901,[111   5] ; [264   6],[112.69430052   3.30569948] ; [262.30569948   7.69430052],0
n1,1,0.264177,1.246735,[ 6 11] ; [24 23],[7.96875 9.03125] ; [22.03125 24.96875],0
r4,1,0.270038,1.216554,[106  11] ; [255  17],[108.57840617   8.42159383] ; [252.42159383  19.57840617],0
a1,1,0.312981,1.018053,[  4 113] ; [ 16 256],[  6.01542416 110.98457584] ; [ 13.98457584 258.01542416],0
