Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.002699,9.000375,[9 3] ; [ 2 11],[5.28 6.72] ; [5.72 7.28],0
p9,1,0.035366,4.427401,[11  1] ; [7 6],[8.64 3.36] ; [9.36 3.64],0
p6,1,0.046906,3.948774,[5 7] ; [ 1 12],[2.88 9.12] ; [3.12 9.88],0
p10,1,0.053005,3.743768,[10  2] ; [6 7],[7.68 4.32] ; [8.32 4.68],0
r1,1,0.065952,3.380994,[9 3] ; [5 8],[6.72 5.28] ; [7.28 5.72],0
s2,1,0.072674,3.221565,[8 4] ; [4 9],[5.76 6.24] ; [6.24 6.76],0
s5,1,0.072674,3.221565,[8 4] ; [4 9],[5.76 6.24] ; [6.24 6.76],0
v2,1,0.106343,2.607745,[5 6] ; [ 2 11],[3.20833333 7.79166667] ; [3.79166667 9.20833333],0
a7,1,0.158464,1.988823,[8 4] ; [5 8],[6.24 5.76] ; [6.76 6.24],0
s3,1,0.160958,1.965207,[6 4] ; [4 9],[4.34782609 5.65217391] ; [5.65217391 7.34782609],0
n4,1,0.161178,1.963141,[11  1] ; [9 4],[9.6 2.4] ; [10.4  2.6],0
s8,1,0.161178,1.963141,[6 6] ; [ 3 10],[4.32 7.68] ; [4.68 8.32],0
n5,1,0.161178,1.963141,[11  1] ; [9 4],[9.6 2.4] ; [10.4  2.6],0
p4,1,0.165403,1.924118,[7 5] ; [4 9],[5.28 6.72] ; [5.72 7.28],0
d1,1,0.165403,1.924118,[7 5] ; [4 9],[5.28 6.72] ; [5.72 7.28],0
p3,1,0.205903,1.6,[6 6] ; [3 9],[4.5 7.5] ; [4.5 7.5],0
b4,1,0.2253,1.470289,[10  2] ; [8 5],[8.64 3.36] ; [9.36 3.64],0
n2,1,0.307741,1.040344,[5 1] ; [4 3],[4.15384615 1.84615385] ; [4.84615385 2.15384615],0
a4,1,0.3411,0.906294,[3 8] ; [6 7],[4.125 6.875] ; [4.875 8.125],0
n1,1,0.390636,0.736961,[4 2] ; [3 4],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
n3,1,0.390636,0.736961,[4 2] ; [3 4],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
u2,1,0.465209,0.533333,[2 2] ; [3 1],[2.5 1.5] ; [2.5 1.5],0
d4,1,0.470989,0.519655,[9 3] ; [8 5],[8.16 3.84] ; [8.84 4.16],0
s1,1,0.490279,0.475913,[ 2 10] ; [ 1 12],[ 1.44 10.56] ; [ 1.56 11.44],0
a6,1,0.542541,0.37085,[7 5] ; [6 7],[6.24 5.76] ; [6.76 6.24],0
p1,1,0.548186,0.360577,[3 9] ; [ 2 11],[2.4 9.6] ; [ 2.6 10.4],0
b1,1,0.561471,0.337163,[6 6] ; [8 5],[6.72 5.28] ; [7.28 5.72],0
d2,1,0.561471,0.337163,[6 6] ; [8 5],[6.72 5.28] ; [7.28 5.72],0
v3,1,0.562343,0.335664,[3 8] ; [5 8],[3.66666667 7.33333333] ; [4.33333333 8.66666667],0
a1,1,0.587793,0.293803,[ 1 11] ; [ 2 11],[ 1.44 10.56] ; [ 1.56 11.44],0
a2,1,0.587793,0.293803,[ 1 11] ; [ 2 11],[ 1.44 10.56] ; [ 1.56 11.44],0
p2,1,0.67329,0.177778,[8 4] ; [7 5],[7.5 4.5] ; [7.5 4.5],0
s4,1,0.748233,0.103022,[3 9] ; [4 9],[3.36 8.64] ; [3.64 9.36],0
b5,1,0.789561,0.071225,[8 4] ; [8 5],[7.68 4.32] ; [8.32 4.68],0
d5,1,0.789561,0.071225,[8 4] ; [8 5],[7.68 4.32] ; [8.32 4.68],0
a5,1,0.789561,0.071225,[8 4] ; [8 5],[7.68 4.32] ; [8.32 4.68],0
p11,1,0.821348,0.050991,[7 5] ; [7 6],[6.72 5.28] ; [7.28 5.72],0
s7,1,0.821348,0.050991,[5 7] ; [6 7],[5.28 6.72] ; [5.72 7.28],0
d3,1,0.847501,0.036982,[6 6] ; [7 6],[6.24 5.76] ; [6.76 6.24],0
v1,1,0.847501,0.036982,[6 6] ; [7 6],[6.24 5.76] ; [6.76 6.24],0
a3,1,0.851054,0.035259,[8 3] ; [9 4],[7.79166667 3.20833333] ; [9.20833333 3.79166667],0
p7,1,0.878854,0.023232,[4 8] ; [4 7],[4.17391304 7.82608696] ; [3.82608696 7.17391304],0
p5,1,1.0,0.0,[ 2 10] ; [ 2 10],[ 2. 10.] ; [ 2. 10.],0
u3,1,1.0,0.0,[2 2] ; [2 2],[2. 2.] ; [2. 2.],0
b3,1,1.0,0.0,[2 7] ; [2 7],[2. 7.] ; [2. 7.],0
b2,1,1.0,0.0,[2 7] ; [2 7],[2. 7.] ; [2. 7.],0
