Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,30.379674,[252  54] ; [31 31],[235.32065217  70.67934783] ; [47.67934783 14.32065217],1
p7,1,1.5e-05,18.764186,[186 114] ; [19 41],[170.83333333 129.16666667] ; [34.16666667 25.83333333],1
p10,1,8.4e-05,15.471065,[256  47] ; [39 23],[244.89041096  58.10958904] ; [50.10958904 11.89041096],1
p9,1,0.000243,13.465331,[266  37] ; [43 19],[256.51232877  46.48767123] ; [52.48767123  9.51232877],1
p8,1,0.000484,12.174862,[166 136] ; [19 43],[153.48901099 148.51098901] ; [31.51098901 30.48901099],1
a7,1,0.001656,9.896958,[231  73] ; [35 27],[220.93989071  83.06010929] ; [45.06010929 16.93989071],0
p4,1,0.002006,9.544397,[171 134] ; [21 40],[160. 145.] ; [32. 29.],0
a5,1,0.002896,8.871745,[213  93] ; [31 31],[202.89130435 103.10869565] ; [41.10869565 20.89130435],0
d1,1,0.013494,6.10318,[171 135] ; [24 38],[162.14673913 143.85326087] ; [32.85326087 29.14673913],0
p6,1,0.015867,5.817593,[ 96 206] ; [10 51],[ 88.18732782 213.81267218] ; [17.81267218 43.18732782],0
d3,1,0.022544,5.203324,[209  97] ; [33 29],[201.22826087 104.77173913] ; [40.77173913 21.22826087],0
r1,1,0.030469,4.68266,[239  64] ; [41 21],[232.43835616  70.56164384] ; [47.56164384 14.43835616],0
v4,1,0.039131,4.255186,[290  14] ; [55  7],[286.55737705  17.44262295] ; [58.44262295  3.55737705],0
v1,1,0.042479,4.116032,[156 139] ; [24 38],[148.7394958 146.2605042] ; [31.2605042 30.7394958],0
s4,1,0.045044,4.016991,[ 32 267] ; [12 48],[ 36.64623955 262.35376045] ; [ 7.35376045 52.64623955],0
a2,1,0.048106,3.906294,[ 56 250] ; [ 5 57],[ 50.72282609 255.27717391] ; [10.27717391 51.72282609],0
a6,1,0.049113,3.871473,[221  85] ; [37 25],[214.5326087  91.4673913] ; [43.4673913 18.5326087],0
d4,1,0.055309,3.672748,[245  60] ; [43 19],[239.34604905  65.65395095] ; [48.65395095 13.34604905],0
s1,1,0.061162,3.505597,[  4 295] ; [ 3 57],[  5.83008357 293.16991643] ; [ 1.16991643 58.83008357],0
a3,1,0.068365,3.321846,[191 115] ; [31 31],[184.59782609 121.40217391] ; [37.40217391 24.59782609],0
u4,1,0.0756,3.157043,[  2 303] ; [ 2 60],[  3.32425068 301.67574932] ; [ 0.67574932 61.32425068],0
v3,1,0.133361,2.252934,[ 94 201] ; [13 46],[ 89.16666667 205.83333333] ; [17.83333333 41.16666667],0
n1,1,0.172999,1.856764,[17 46] ; [ 9 12],[19.5 43.5] ; [ 6.5 14.5],0
r2,1,0.177014,1.822517,[278  23] ; [54  8],[275.29476584  25.70523416] ; [56.70523416  5.29476584],0
n2,1,0.19043,1.714286,[45 18] ; [18  3],[47.25 15.75] ; [15.75  5.25],0
s3,1,0.222716,1.486782,[118 181] ; [19 42],[113.78611111 185.21388889] ; [23.21388889 37.78611111],0
a1,1,0.232118,1.427833,[ 10 296] ; [ 4 58],[ 11.64130435 294.35869565] ; [ 2.35869565 59.64130435],0
a4,1,0.234905,1.410911,[123 182] ; [20 42],[118.84196185 186.15803815] ; [24.15803815 37.84196185],0
s6,1,0.239629,1.382774,[156 141] ; [27 34],[151.81843575 145.18156425] ; [31.18156425 29.81843575],0
s8,1,0.261578,1.260388,[ 69 237] ; [10 52],[ 65.69021739 240.30978261] ; [13.30978261 48.69021739],0
r4,1,0.271683,1.208229,[276  30] ; [53  9],[273.57065217  32.42934783] ; [55.42934783  6.57065217],0
d2,1,0.285955,1.13857,[127 177] ; [21 40],[123.26575342 180.73424658] ; [24.73424658 36.26575342],0
n6,1,0.286277,1.137049,[257  48] ; [48 13],[254.16666667  50.83333333] ; [50.83333333 10.16666667],0
b2,1,0.303306,1.059602,[ 58 111] ; [ 8 24],[ 55.49253731 113.50746269] ; [10.50746269 21.49253731],0
b3,1,0.303306,1.059602,[ 58 111] ; [ 8 24],[ 55.49253731 113.50746269] ; [10.50746269 21.49253731],0
p3,1,0.307376,1.041918,[130 176] ; [22 40],[126.39130435 179.60869565] ; [25.60869565 36.39130435],0
b5,1,0.434409,0.611006,[189 117] ; [35 27],[186.26086957 119.73913043] ; [37.73913043 24.26086957],0
b1,1,0.47648,0.506908,[104 202] ; [24 38],[106.43478261 199.56521739] ; [21.56521739 40.43478261],0
u1,1,0.501373,0.452028,[ 39 267] ; [ 6 56],[ 37.41847826 268.58152174] ; [ 7.58152174 54.41847826],0
p12,1,0.598863,0.276714,[ 19 285] ; [ 5 57],[ 19.93442623 284.06557377] ; [ 4.06557377 57.93442623],0
v2,1,0.651787,0.203655,[157 133] ; [29 28],[155.44668588 134.55331412] ; [30.55331412 26.44668588],0
a8,1,0.652018,0.203366,[ 33 245] ; [ 6 55],[ 31.98230088 246.01769912] ; [ 7.01769912 53.98230088],0
n4,1,0.65832,0.195571,[220  85] ; [43 19],[218.56948229  86.43051771] ; [44.43051771 17.56948229],0
s2,1,0.745816,0.105081,[ 89 212] ; [19 41],[ 90.0498615 210.9501385] ; [17.9501385 42.0498615],0
r3,1,0.750925,0.100755,[291  12] ; [59  3],[290.54794521  12.45205479] ; [59.45205479  2.54794521],0
n5,1,0.781914,0.076632,[214  89] ; [42 19],[213.0989011  89.9010989] ; [42.9010989 18.0989011],0
u3,1,0.827159,0.047675,[60 54] ; [17 14],[60.53793103 53.46206897] ; [16.46206897 14.53793103],0
p1,1,0.905469,0.014103,[ 26 279] ; [ 5 57],[ 25.76294278 279.23705722] ; [ 5.23705722 56.76294278],0
p5,1,0.906612,0.013762,[ 21 285] ; [ 4 58],[ 20.78804348 285.21195652] ; [ 4.21195652 57.78804348],0
n3,1,0.912603,0.012046,[48 16] ; [16  5],[48.18823529 15.81176471] ; [15.81176471  5.18823529],0
u2,1,0.95477,0.003217,[62 53] ; [16 14],[61.86206897 53.13793103] ; [16.13793103 13.86206897],0
b4,1,0.979983,0.00063,[193 113] ; [39 23],[192.91304348 113.08695652] ; [39.08695652 22.91304348],0
s5,1,0.988362,0.000213,[ 68 229] ; [13 44],[ 67.95762712 229.04237288] ; [13.04237288 43.95762712],0
