Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.005228,7.798865,[ 21 114] ; [16 30],[ 27.59668508 107.40331492] ; [ 9.40331492 36.59668508],0
r4,1,0.008671,6.889403,[121  14] ; [34 12],[115.60773481  19.39226519] ; [39.39226519  6.60773481],0
p8,1,0.013719,6.073896,[67 67] ; [13 32],[59.88826816 74.11173184] ; [20.11173184 24.88826816],0
n6,1,0.021911,5.252837,[97 38] ; [24 21],[90.75 44.25] ; [30.25 14.75],0
s2,1,0.024167,5.082576,[53 81] ; [27 19],[59.55555556 74.44444444] ; [20.44444444 25.55555556],0
p2,1,0.03298,4.546827,[114  19] ; [33 13],[109.22346369  23.77653631] ; [37.77653631  8.22346369],0
b1,1,0.038001,4.304962,[ 34 101] ; [19 27],[39.53038674 95.46961326] ; [13.46961326 32.53038674],0
r1,1,0.052269,3.767151,[104  30] ; [29 17],[99.01111111 34.98888889] ; [33.98888889 12.01111111],0
s7,1,0.057758,3.600611,[44 89] ; [22 23],[49.31460674 83.68539326] ; [16.68539326 28.31460674],0
n4,1,0.064583,3.415586,[59 76] ; [13 33],[53.70165746 81.29834254] ; [18.29834254 27.70165746],0
r3,1,0.066181,3.375288,[130   5] ; [41  5],[127.54143646   7.45856354] ; [43.45856354  2.54143646],0
a8,1,0.097866,2.739978,[ 13 109] ; [ 1 41],[ 10.41463415 111.58536585] ; [ 3.58536585 38.41463415],0
p7,1,0.117896,2.445054,[80 51] ; [22 24],[75.49152542 55.50847458] ; [26.50847458 19.49152542],0
p5,1,0.154094,2.031251,[ 11 122] ; [ 1 45],[  8.91620112 124.08379888] ; [ 3.08379888 42.91620112],0
p4,1,0.193345,1.691941,[63 72] ; [16 29],[59.25 75.75] ; [19.75 25.25],0
p3,1,0.216339,1.528489,[58 77] ; [15 31],[54.44751381 80.55248619] ; [18.55248619 27.44751381],0
s5,1,0.224262,1.47689,[37 91] ; [16 25],[40.14201183 87.85798817] ; [12.85798817 28.14201183],0
b5,1,0.247324,1.338359,[81 54] ; [32 14],[84.28176796 50.71823204] ; [28.71823204 17.28176796],0
p12,1,0.249379,1.326781,[  9 126] ; [ 1 45],[  7.45856354 127.54143646] ; [ 2.54143646 43.45856354],0
d2,1,0.260472,1.266246,[49 86] ; [21 25],[52.20994475 82.79005525] ; [17.79005525 28.20994475],0
s1,1,0.279657,1.168757,[  4 131] ; [ 3 43],[  5.22099448 129.77900552] ; [ 1.77900552 44.22099448],0
p10,1,0.294204,1.100281,[113  20] ; [36 10],[110.70949721  22.29050279] ; [38.29050279  7.70949721],0
b3,1,0.330324,0.947629,[29 52] ; [ 4 13],[27.2755102 53.7244898] ; [ 5.7244898 11.2755102],0
b2,1,0.330324,0.947629,[29 52] ; [ 4 13],[27.2755102 53.7244898] ; [ 5.7244898 11.2755102],0
u3,1,0.359598,0.839295,[29 17] ; [8 8],[27.4516129 18.5483871] ; [9.5483871 6.4516129],0
a5,1,0.36709,0.813491,[92 43] ; [28 18],[89.50276243 45.49723757] ; [30.49723757 15.50276243],0
s8,1,0.372715,0.794594,[54 81] ; [15 31],[51.4640884 83.5359116] ; [17.5359116 28.4640884],0
v4,1,0.403389,0.698201,[126   7] ; [42  4],[124.82681564   8.17318436] ; [43.17318436  2.82681564],0
n2,1,0.441971,0.591159,[23 10] ; [10  7],[21.78 11.22] ; [11.22  5.78],0
p1,1,0.453342,0.562282,[ 10 123] ; [ 5 40],[ 11.20786517 121.79213483] ; [ 3.79213483 41.20786517],0
s3,1,0.464443,0.535165,[65 67] ; [25 20],[67.11864407 64.88135593] ; [22.88135593 22.11864407],0
d1,1,0.473108,0.514708,[71 64] ; [27 19],[73.09392265 61.90607735] ; [24.90607735 21.09392265],0
a2,1,0.497958,0.459286,[ 18 117] ; [ 8 38],[ 19.39226519 115.60773481] ; [ 6.60773481 39.39226519],0
u1,1,0.514161,0.425589,[ 13 122] ; [ 6 40],[ 14.17127072 120.82872928] ; [ 4.82872928 41.17127072],0
r2,1,0.539354,0.376738,[124   8] ; [42  4],[123.1011236   8.8988764] ; [42.8988764  3.1011236],0
d3,1,0.553874,0.350422,[99 36] ; [35 10],[100.5  34.5] ; [33.5 11.5],0
v2,1,0.566151,0.329166,[68 61] ; [20 22],[66.38596491 62.61403509] ; [21.61403509 20.38596491],0
a3,1,0.65191,0.2035,[89 46] ; [28 17],[87.75 47.25] ; [29.25 15.75],0
a4,1,0.663536,0.189257,[48 87] ; [18 28],[49.22651934 85.77348066] ; [16.77348066 29.22651934],0
a7,1,0.678845,0.171429,[104  31] ; [36  9],[105.  30.] ; [35. 10.],0
a1,1,0.685775,0.163698,[  8 127] ; [ 2 44],[  7.45856354 127.54143646] ; [ 2.54143646 43.45856354],0
v1,1,0.724051,0.124644,[53 77] ; [17 28],[52. 78.] ; [18. 27.],0
d5,1,0.762071,0.091665,[102  33] ; [35 10],[102.75  32.25] ; [34.25 10.75],0
s6,1,0.797024,0.066152,[81 52] ; [29 17],[81.73184358 51.26815642] ; [28.26815642 17.73184358],0
p6,1,0.838586,0.041495,[37 94] ; [12 33],[36.47159091 94.52840909] ; [12.52840909 32.47159091],0
d4,1,0.863213,0.029682,[113  22] ; [39  7],[113.37016575  21.62983425] ; [38.62983425  7.37016575],0
v3,1,0.863429,0.029588,[34 94] ; [12 31],[34.43274854 93.56725146] ; [11.56725146 31.43274854],0
u2,1,0.908184,0.013301,[28 18] ; [10  6],[28.19354839 17.80645161] ; [9.80645161 6.19354839],0
a6,1,0.924553,0.008968,[87 48] ; [30 16],[87.26519337 47.73480663] ; [29.73480663 16.26519337],0
n1,1,0.955404,0.003127,[ 8 25] ; [ 4 13],[ 7.92 25.08] ; [ 4.08 12.92],0
n3,1,0.955404,0.003127,[25  8] ; [13  4],[25.08  7.92] ; [12.92  4.08],0
b4,1,0.987669,0.000239,[82 53] ; [28 18],[82.0441989 52.9558011] ; [27.9558011 18.0441989],0
