Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,149.445782,[336 155] ; [ 80 244],[250.6208589 240.3791411] ; [165.3791411 158.6208589],1
p6,1,0.0,76.836694,[240 247] ; [ 59 257],[181.3362391 305.6637609] ; [117.6637609 198.3362391],1
p8,1,0.0,64.790119,[316 172] ; [113 203],[260.3880597 227.6119403] ; [168.6119403 147.3880597],1
p7,1,0.0,46.588948,[361 126] ; [157 154],[316.12280702 170.87719298] ; [201.87719298 109.12280702],1
p2,1,0.0,42.259585,[442  48] ; [236  88],[408.13267813  81.86732187] ; [269.86732187  54.13267813],1
p5,1,0.0,36.15289,[ 82 406] ; [ 10 312],[ 55.42716049 432.57283951] ; [ 36.57283951 285.42716049],1
n5,1,0.0,27.406622,[400  91] ; [210 112],[368.40098401 122.59901599] ; [241.59901599  80.40098401],1
n4,1,0.0,25.590775,[409  82] ; [220 103],[379.40909091 111.59090909] ; [249.59090909  73.40909091],1
s7,1,1e-06,23.983009,[263 202] ; [121 192],[229.51156812 235.48843188] ; [154.48843188 158.51156812],1
p10,1,1e-06,23.461868,[426  63] ; [235  84],[400.03589109  88.96410891] ; [260.96410891  58.03589109],1
d1,1,2e-06,22.770434,[324 168] ; [159 165],[291.22058824 200.77941176] ; [191.77941176 132.22058824],1
s6,1,3e-06,21.945151,[362 120] ; [189 129],[331.9775 150.0225] ; [219.0225  98.9775],1
v1,1,2.2e-05,18.000837,[291 187] ; [145 173],[261.81909548 216.18090452] ; [174.18090452 143.81909548],1
s8,1,4.6e-05,16.622963,[252 237] ; [119 203],[223.69790382 265.30209618] ; [147.30209618 174.69790382],1
d3,1,6.6e-05,15.924902,[366 126] ; [197 125],[340.28992629 151.71007371] ; [222.71007371  99.28992629],1
d2,1,0.000131,14.628139,[264 227] ; [129 193],[237.34686347 253.65313653] ; [155.65313653 166.34686347],1
d5,1,0.000401,12.526963,[419  72] ; [243  79],[399.80565806  91.19434194] ; [262.19434194  59.80565806],1
s5,1,0.000708,11.468234,[187 286] ; [ 86 224],[164.91570881 308.08429119] ; [108.08429119 201.91570881],1
a5,1,0.00074,11.385357,[386 106] ; [220 104],[365.38235294 126.61764706] ; [240.61764706  83.38235294],1
p9,1,0.000769,11.315696,[434  56] ; [251  63],[417.47512438  72.52487562] ; [267.52487562  46.47512438],1
s2,1,0.001114,10.628567,[277 210] ; [145 176],[254.3490099 232.6509901] ; [167.6509901 153.3490099],0
u1,1,0.002224,9.355216,[107 385] ; [ 43 281],[ 90.44117647 401.55882353] ; [ 59.55882353 264.44117647],0
n6,1,0.002835,8.910483,[433  57] ; [261  62],[418.27798278  71.72201722] ; [275.72201722  47.27798278],0
p11,1,0.003318,8.623604,[409  83] ; [242  82],[392.51470588  99.48529412] ; [258.48529412  65.51470588],0
p1,1,0.004492,8.073453,[ 54 435] ; [ 17 305],[ 42.81011097 446.18988903] ; [ 28.18988903 293.81011097],0
a4,1,0.011282,6.420397,[240 250] ; [129 194],[222.39852399 267.60147601] ; [146.60147601 176.39852399],0
v3,1,0.013414,6.113621,[207 263] ; [109 201],[190.41025641 279.58974359] ; [125.58974359 184.41025641],0
