Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.59851,[66  8] ; [14 30],[50.16949153 23.83050847] ; [29.83050847 14.16949153],1
v2,1,3.6e-05,17.069127,[35 34] ; [ 5 37],[24.86486486 44.13513514] ; [15.13513514 26.86486486],1
a5,1,0.000354,12.76306,[38 36] ; [ 8 36],[28.84745763 45.15254237] ; [17.15254237 26.84745763],1
r3,1,0.000651,11.623852,[66  8] ; [27 16],[58.82051282 15.17948718] ; [34.17948718  8.82051282],1
r2,1,0.000893,11.037035,[67  7] ; [29 15],[60.20338983 13.79661017] ; [35.79661017  8.20338983],1
v4,1,0.001022,10.788151,[67  6] ; [30 14],[60.52136752 12.47863248] ; [36.47863248  7.52136752],0
a6,1,0.00232,9.277641,[45 29] ; [14 30],[37. 37.] ; [22. 22.],0
u2,1,0.00306,8.771061,[20 14] ; [ 7 24],[14.12307692 19.87692308] ; [12.87692308 18.12307692],0
a3,1,0.003947,8.308077,[40 32] ; [12 31],[32.55652174 39.44347826] ; [19.44347826 23.55652174],0
v1,1,0.00403,8.270199,[35 37] ; [ 9 33],[27.78947368 44.21052632] ; [16.21052632 25.78947368],0
p11,1,0.005388,7.744513,[57 17] ; [23 21],[50.16949153 23.83050847] ; [29.83050847 14.16949153],0
u3,1,0.005458,7.72092,[20 14] ; [ 8 24],[14.42424242 19.57575758] ; [13.57575758 18.42424242],0
a7,1,0.007695,7.103194,[44 30] ; [15 29],[37. 37.] ; [22. 22.],0
s3,1,0.007855,7.066255,[39 32] ; [13 31],[32.10434783 38.89565217] ; [19.89565217 24.10434783],0
s2,1,0.013229,6.138187,[29 43] ; [ 8 36],[22.96551724 49.03448276] ; [14.03448276 29.96551724],0
a8,1,0.028793,4.779932,[11 60] ; [ 1 41],[ 7.53982301 63.46017699] ; [ 4.46017699 37.53982301],0
p7,1,0.03103,4.651309,[34 39] ; [11 31],[28.56521739 44.43478261] ; [16.43478261 25.56521739],0
s8,1,0.036854,4.357165,[18 55] ; [ 4 40],[13.72649573 59.27350427] ; [ 8.27350427 35.72649573],0
s6,1,0.046204,3.974124,[37 36] ; [14 30],[31.82051282 41.17948718] ; [19.17948718 24.82051282],0
s7,1,0.056151,3.647563,[24 45] ; [ 8 36],[19.53982301 49.46017699] ; [12.46017699 31.53982301],0
a4,1,0.066109,3.377088,[14 59] ; [ 3 41],[10.60683761 62.39316239] ; [ 6.39316239 37.60683761],0
d4,1,0.073285,3.207872,[39 34] ; [16 28],[34.31623932 38.68376068] ; [20.68376068 23.31623932],0
d3,1,0.089368,2.88572,[28 46] ; [10 34],[23.83050847 50.16949153] ; [14.16949153 29.83050847],0
p3,1,0.117389,2.451813,[17 57] ; [ 5 39],[13.79661017 60.20338983] ; [ 8.20338983 35.79661017],0
n1,1,0.122454,2.385643,[11 12] ; [ 5 15],[ 8.55813953 14.44186047] ; [ 7.44186047 12.55813953],0
n6,1,0.130589,2.285489,[53 20] ; [26 18],[49.29059829 23.70940171] ; [29.70940171 14.29059829],0
v3,1,0.135761,2.225364,[24 48] ; [ 9 35],[20.48275862 51.51724138] ; [12.51724138 31.48275862],0
p10,1,0.160108,1.973207,[46 28] ; [21 22],[42.37606838 31.62393162] ; [24.62393162 18.37606838],0
n4,1,0.206891,1.59305,[49 25] ; [24 20],[45.77966102 28.22033898] ; [27.22033898 16.77966102],0
s5,1,0.302783,1.061895,[17 54] ; [ 7 37],[14.8173913 56.1826087] ; [ 9.1826087 34.8173913],0
b2,1,0.337075,0.921523,[18 23] ; [ 8 17],[16.15151515 24.84848485] ; [ 9.84848485 15.15151515],0
b3,1,0.337075,0.921523,[18 23] ; [ 8 17],[16.15151515 24.84848485] ; [ 9.84848485 15.15151515],0
p6,1,0.355506,0.853707,[15 57] ; [ 6 37],[13.14782609 58.85217391] ; [ 7.85217391 35.14782609],0
n5,1,0.360298,0.836856,[46 28] ; [31 13],[48.28813559 25.71186441] ; [28.71186441 15.28813559],0
d2,1,0.379841,0.771215,[12 62] ; [10 34],[13.79661017 60.20338983] ; [ 8.20338983 35.79661017],0
p1,1,0.384893,0.755016,[ 5 69] ; [ 5 39],[ 6.27118644 67.72881356] ; [ 3.72881356 40.27118644],0
s4,1,0.49385,0.468128,[13 61] ; [10 34],[14.42372881 59.57627119] ; [ 8.57627119 35.42372881],0
p2,1,0.504202,0.44608,[45 29] ; [24 20],[43.27118644 30.72881356] ; [25.72881356 18.27118644],0
