Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000595,11.791444,[ 8 60] ; [10 12],[13.6 54.4] ; [ 4.4 17.6],1
a6,1,0.004821,7.945474,[26 42] ; [16  6],[31.73333333 36.26666667] ; [10.26666667 11.73333333],0
d4,1,0.050935,3.810422,[36 31] ; [17  5],[39.8988764 27.1011236] ; [13.1011236  8.8988764],0
r3,1,0.073906,3.194056,[30 35] ; [15  7],[33.62068966 31.37931034] ; [11.37931034 10.62068966],0
n4,1,0.074936,3.171445,[39 28] ; [ 8 14],[35.38202247 31.61797753] ; [11.61797753 10.38202247],0
n5,1,0.133062,2.25641,[42 24] ; [10 12],[39. 27.] ; [13.  9.],0
p9,1,0.175623,1.834281,[31 35] ; [14  8],[33.75 32.25] ; [11.25 10.75],0
v3,1,0.192601,1.697612,[15 52] ; [ 2 19],[12.94318182 54.05681818] ; [ 4.05681818 16.94318182],0
v1,1,0.19821,1.655515,[19 49] ; [ 9 12],[21.39325843 46.60674157] ; [ 6.60674157 14.39325843],0
s4,1,0.205977,1.599478,[10 58] ; [ 1 21],[ 8.31111111 59.68888889] ; [ 2.68888889 19.31111111],0
s1,1,0.246472,1.34319,[ 4 63] ; [ 3 19],[ 5.26966292 61.73033708] ; [ 1.73033708 20.26966292],0
p7,1,0.26519,1.241462,[19 45] ; [ 9 12],[21.08235294 42.91764706] ; [ 6.91764706 14.08235294],0
s5,1,0.326193,0.963951,[ 7 61] ; [ 4 18],[ 8.31111111 59.68888889] ; [ 2.68888889 19.31111111],0
u2,1,0.334068,0.933063,[12 24] ; [5 5],[13.30434783 22.69565217] ; [3.69565217 6.30434783],0
s6,1,0.37352,0.791919,[18 50] ; [ 8 14],[19.64444444 48.35555556] ; [ 6.35555556 15.64444444],0
a3,1,0.384381,0.756642,[31 36] ; [12  9],[32.73863636 34.26136364] ; [10.26136364 10.73863636],0
v2,1,0.387543,0.746638,[23 42] ; [ 5 15],[21.41176471 43.58823529] ; [ 6.58823529 13.41176471],0
n6,1,0.38778,0.745892,[37 29] ; [10 12],[35.25 30.75] ; [11.75 10.25],0
b1,1,0.389015,0.742018,[35 33] ; [ 9 13],[33.24444444 34.75555556] ; [10.75555556 11.24444444],0
p3,1,0.391258,0.735028,[13 53] ; [ 6 15],[14.4137931 51.5862069] ; [ 4.5862069 16.4137931],0
p12,1,0.401879,0.702697,[ 1 66] ; [ 1 21],[ 1.50561798 65.49438202] ; [ 0.49438202 21.50561798],0
a8,1,0.435458,0.608222,[ 3 59] ; [ 2 19],[ 3.73493976 58.26506024] ; [ 1.26506024 19.73493976],0
a1,1,0.441512,0.592349,[ 8 60] ; [ 4 18],[ 9.06666667 58.93333333] ; [ 2.93333333 19.06666667],0
p2,1,0.45144,0.567033,[31 34] ; [12  9],[32.5 32.5] ; [10.5 10.5],0
a7,1,0.459717,0.546584,[33 33] ; [13  9],[34.5 31.5] ; [11.5 10.5],0
d1,1,0.462884,0.538911,[22 46] ; [ 9 13],[23.42222222 44.57777778] ; [ 7.57777778 14.42222222],0
r2,1,0.464571,0.534859,[35 29] ; [14  8],[36.46511628 27.53488372] ; [12.53488372  9.46511628],0
p8,1,0.470329,0.521204,[18 49] ; [ 4 17],[16.75 50.25] ; [ 5.25 15.75],0
b3,1,0.49161,0.473002,[12 24] ; [ 3 10],[11.02040816 24.97959184] ; [3.97959184 9.02040816],0
b2,1,0.49161,0.473002,[12 24] ; [ 3 10],[11.02040816 24.97959184] ; [3.97959184 9.02040816],0
d3,1,0.500279,0.454345,[31 36] ; [12 10],[32.37078652 34.62921348] ; [10.62921348 11.37078652],0
u3,1,0.511942,0.430096,[11 25] ; [2 8],[10.17391304 25.82608696] ; [2.82608696 7.17391304],0
a2,1,0.514885,0.424126,[ 6 62] ; [ 1 21],[ 5.28888889 62.71111111] ; [ 1.71111111 20.28888889],0
d2,1,0.529512,0.395328,[25 41] ; [10 12],[26.25 39.75] ; [ 8.75 13.25],0
n3,1,0.576172,0.312464,[17 16] ; [5 3],[17.70731707 15.29268293] ; [4.29268293 3.70731707],0
a5,1,0.61465,0.253458,[32 36] ; [ 9 13],[30.97777778 37.02222222] ; [10.02222222 11.97777778],0
