Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,34.927336,[64 28] ; [ 2 27],[50.18181818 41.81818182] ; [15.81818182 13.18181818],1
d4,1,0.0,25.295179,[81 10] ; [13 16],[71.28333333 19.71666667] ; [22.71666667  6.28333333],1
d3,1,9e-06,19.748408,[70 22] ; [ 9 20],[60.0661157 31.9338843] ; [18.9338843 10.0661157],1
a3,1,0.00014,14.506081,[70 22] ; [11 18],[61.58677686 30.41322314] ; [19.41322314  9.58677686],1
a4,1,0.000322,12.937386,[51 41] ; [ 5 24],[42.5785124 49.4214876] ; [13.4214876 15.5785124],1
d2,1,0.010674,6.518851,[53 38] ; [ 9 20],[47.01666667 43.98333333] ; [14.98333333 14.01666667],0
r2,1,0.012597,6.224846,[89  2] ; [25  4],[86.45  4.55] ; [27.55  1.45],0
p12,1,0.013531,6.098337,[ 5 86] ; [ 6 23],[ 8.34166667 82.65833333] ; [ 2.65833333 26.34166667],0
a2,1,0.028241,4.813295,[24 68] ; [ 2 27],[19.76859504 72.23140496] ; [ 6.23140496 22.76859504],0
s3,1,0.032212,4.587199,[61 30] ; [13 16],[56.11666667 34.88333333] ; [17.88333333 11.11666667],0
a5,1,0.036525,4.372423,[72 20] ; [17 12],[67.66942149 24.33057851] ; [21.33057851  7.66942149],0
v2,1,0.087573,2.918439,[46 45] ; [ 9 19],[42.05882353 48.94117647] ; [12.94117647 15.05882353],0
u1,1,0.088098,2.90879,[19 73] ; [ 2 27],[15.96694215 76.03305785] ; [ 5.03305785 23.96694215],0
p11,1,0.09429,2.799571,[65 27] ; [25  4],[68.42975207 23.57024793] ; [21.57024793  7.42975207],0
s7,1,0.113407,2.506088,[59 29] ; [13 13],[55.57894737 32.42105263] ; [16.42105263  9.57894737],0
n1,1,0.117432,2.451235,[14 13] ; [1 5],[12.27272727 14.72727273] ; [2.72727273 3.27272727],0
r3,1,0.149743,2.074865,[84  5] ; [25  4],[82.21186441  6.78813559] ; [26.78813559  2.21186441],0
a8,1,0.178812,1.807471,[10 70] ; [ 1 27],[ 8.14814815 71.85185185] ; [ 2.85185185 25.14814815],0
p4,1,0.217357,1.521739,[58 34] ; [14 14],[55.2 36.8] ; [16.8 11.2],0
v4,1,0.268748,1.223129,[81  9] ; [28  1],[82.43697479  7.56302521] ; [26.56302521  2.43697479],0
n2,1,0.27013,1.216085,[21  6] ; [4 3],[19.85294118  7.14705882] ; [5.14705882 1.85294118],0
n5,1,0.369945,0.803848,[61 30] ; [22  7],[62.94166667 28.05833333] ; [20.05833333  8.94166667],0
s2,1,0.383144,0.76059,[56 36] ; [15 14],[53.98347107 38.01652893] ; [17.01652893 11.98347107],0
p5,1,0.410702,0.676769,[13 78] ; [ 6 23],[14.40833333 76.59166667] ; [ 4.59166667 24.40833333],0
p3,1,0.428217,0.627655,[49 43] ; [13 16],[47.14049587 44.85950413] ; [14.85950413 14.14049587],0
a1,1,0.431744,0.618126,[ 7 85] ; [ 1 28],[ 6.08264463 85.91735537] ; [ 1.91735537 27.08264463],0
p2,1,0.434785,0.610007,[75 16] ; [22  7],[73.55833333 17.44166667] ; [23.44166667  5.55833333],0
b5,1,0.436791,0.604698,[40 52] ; [15 14],[41.81818182 50.18181818] ; [13.18181818 15.81818182],0
