Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.007443,7.162791,[ 60 211] ; [16 22],[ 66.65372168 204.34627832] ; [ 9.34627832 28.65372168],0
u2,1,0.016946,5.701926,[55 33] ; [ 4 10],[50.90196078 37.09803922] ; [8.09803922 5.90196078],0
n4,1,0.020186,5.395716,[210  65] ; [23 16],[204.06050955  70.93949045] ; [28.93949045 10.06050955],0
p2,1,0.021814,5.260584,[235  38] ; [28 11],[230.125  42.875] ; [32.875  6.125],0
p11,1,0.024143,5.084344,[231  44] ; [27 12],[225.95541401  49.04458599] ; [32.04458599  6.95541401],0
n5,1,0.032834,4.554439,[211  62] ; [24 15],[205.625  67.375] ; [29.375  9.625],0
s6,1,0.034216,4.483888,[122 150] ; [24 14],[128.10322581 143.89677419] ; [17.89677419 20.10322581],0
a6,1,0.035684,4.412146,[194  81] ; [21 18],[188.29617834  86.70382166] ; [26.70382166 12.29617834],0
s2,1,0.038531,4.281425,[ 37 237] ; [10 28],[ 41.27564103 232.72435897] ; [ 5.72435897 32.27564103],0
p6,1,0.039233,4.250733,[ 87 185] ; [19 20],[ 92.7073955 179.2926045] ; [13.2926045 25.7073955],0
d3,1,0.041241,4.166095,[178  96] ; [31  7],[183.54487179  90.45512821] ; [25.45512821 12.54487179],0
a4,1,0.059049,3.563899,[121 153] ; [11 28],[115.55271565 158.44728435] ; [16.44728435 22.55271565],0
a8,1,0.074306,3.185231,[ 31 213] ; [ 1 36],[ 27.78647687 216.21352313] ; [ 4.21352313 32.78647687],0
b3,1,0.096915,2.755589,[63 90] ; [ 5 17],[59.45142857 93.54857143] ; [ 8.54857143 13.45142857],0
b2,1,0.096915,2.755589,[63 90] ; [ 5 17],[59.45142857 93.54857143] ; [ 8.54857143 13.45142857],0
r1,1,0.13923,2.186452,[213  62] ; [26 13],[209.31528662  65.68471338] ; [29.68471338  9.31528662],0
s7,1,0.176796,1.824349,[ 78 180] ; [16 23],[ 81.65656566 176.34343434] ; [12.34343434 26.65656566],0
v3,1,0.22374,1.480222,[105 163] ; [11 27],[101.59477124 166.40522876] ; [14.40522876 23.59477124],0
a2,1,0.285861,1.139013,[ 55 220] ; [ 5 34],[ 52.5477707 222.4522293] ; [ 7.4522293 31.5477707],0
r4,1,0.332661,0.938511,[241  34] ; [32  7],[239.09235669  35.90764331] ; [33.90764331  5.09235669],0
d5,1,0.383018,0.760993,[226  49] ; [29  9],[224.04153355  50.95846645] ; [30.95846645  7.04153355],0
p5,1,0.393343,0.728584,[ 34 240] ; [ 3 36],[ 32.38977636 241.61022364] ; [ 4.61022364 34.38977636],0
d2,1,0.39636,0.71934,[118 156] ; [14 25],[115.55271565 158.44728435] ; [16.44728435 22.55271565],0
r3,1,0.399364,0.710241,[256  18] ; [35  4],[254.74121406  19.25878594] ; [36.25878594  2.74121406],0
v2,1,0.409835,0.679279,[155 111] ; [20 19],[152.62295082 113.37704918] ; [22.37704918 16.62295082],0
u3,1,0.415736,0.662338,[48 40] ; [6 8],[46.58823529 41.41176471] ; [7.41176471 6.58823529],0
v4,1,0.430698,0.620941,[262  13] ; [36  3],[260.98726115  14.01273885] ; [37.01273885  1.98726115],0
b1,1,0.433279,0.614018,[ 95 180] ; [11 28],[ 92.8343949 182.1656051] ; [13.1656051 25.8343949],0
s8,1,0.438477,0.600265,[ 75 199] ; [13 26],[ 77.03514377 196.96485623] ; [10.96485623 28.03514377],0
n6,1,0.465434,0.532795,[234  40] ; [35  4],[235.48242812  38.51757188] ; [33.51757188  5.48242812],0
b4,1,0.493626,0.468613,[157 118] ; [20 19],[155.01592357 119.98407643] ; [21.98407643 17.01592357],0
r2,1,0.52485,0.404352,[246  26] ; [34  5],[244.88745981  27.11254019] ; [35.11254019  3.88745981],0
n1,1,0.545889,0.364733,[17 45] ; [4 7],[17.83561644 44.16438356] ; [3.16438356 7.83561644],0
n2,1,0.596881,0.279726,[40 22] ; [8 3],[40.76712329 21.23287671] ; [7.23287671 3.76712329],0
a3,1,0.604367,0.26846,[187  87] ; [25 14],[185.58466454  88.41533546] ; [26.41533546 12.58466454],0
p1,1,0.632281,0.22898,[ 22 253] ; [ 4 35],[ 22.77070064 252.22929936] ; [ 3.22929936 35.77070064],0
v1,1,0.664435,0.188181,[149 122] ; [20 19],[147.73870968 123.26129032] ; [21.26129032 17.73870968],0
p7,1,0.665199,0.187269,[171 100] ; [26 13],[172.21612903  98.78387097] ; [24.78387097 14.21612903],0
p4,1,0.681965,0.167922,[164 110] ; [22 17],[162.82428115 111.17571885] ; [23.17571885 15.82428115],0
p3,1,0.715669,0.13268,[135 139] ; [18 21],[133.93610224 140.06389776] ; [19.06389776 19.93610224],0
n3,1,0.718076,0.130344,[41 20] ; [8 3],[41.51388889 19.48611111] ; [7.48611111 3.51388889],0
a7,1,0.754124,0.098098,[202  73] ; [27 11],[201.19808307  73.80191693] ; [27.80191693 10.19808307],0
d1,1,0.766337,0.08831,[148 127] ; [20 19],[147.13375796 127.86624204] ; [20.86624204 18.13375796],0
b5,1,0.78731,0.072795,[163 112] ; [24 15],[163.77388535 111.22611465] ; [23.22611465 15.77388535],0
p9,1,0.792291,0.069346,[257  17] ; [37  2],[257.36741214  16.63258786] ; [36.63258786  2.36741214],0
u1,1,0.840996,0.040248,[ 39 236] ; [ 6 33],[ 39.41082803 235.58917197] ; [ 5.58917197 33.41082803],0
p8,1,0.867044,0.028028,[153 118] ; [22 16],[153.4789644 117.5210356] ; [21.5210356 16.4789644],0
s1,1,0.885116,0.020877,[  6 267] ; [ 1 38],[  6.125 266.875] ; [ 0.875 38.125],0
d4,1,0.897614,0.016558,[221  54] ; [31  8],[220.70063694  54.29936306] ; [31.29936306  7.70063694],0
a5,1,0.980046,0.000626,[205  70] ; [29 10],[204.93630573  70.06369427] ; [29.06369427  9.93630573],0
p12,1,0.996038,2.5e-05,[ 14 260] ; [ 2 37],[ 14.00638978 259.99361022] ; [ 1.99361022 37.00638978],0
