Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3.6e-05,17.060128,[19 13] ; [ 7 40],[10.53164557 21.46835443] ; [15.46835443 31.53164557],1
a3,1,0.022894,5.176504,[26  5] ; [28 19],[21.46153846  9.53846154] ; [32.53846154 14.46153846],0
s5,1,0.035478,4.42204,[ 9 21] ; [ 5 41],[ 5.52631579 24.47368421] ; [ 8.47368421 37.52631579],0
u1,1,0.045702,3.992541,[ 9 23] ; [ 5 42],[ 5.67088608 26.32911392] ; [ 8.32911392 38.67088608],0
u3,1,0.046906,3.948774,[5 1] ; [ 7 12],[2.88 3.12] ; [9.12 9.88],0
p3,1,0.0808,3.04874,[22 10] ; [23 24],[18.2278481 13.7721519] ; [26.7721519 20.2278481],0
r3,1,0.080862,3.047481,[27  5] ; [45  2],[29.16455696  2.83544304] ; [42.83544304  4.16455696],0
a8,1,0.100188,2.702543,[ 5 20] ; [ 3 41],[ 2.89855072 22.10144928] ; [ 5.10144928 38.89855072],0
u2,1,0.12182,2.393769,[5 1] ; [ 9 10],[3.36 2.64] ; [10.64  8.36],0
v3,1,0.141655,2.159888,[16 16] ; [15 30],[12.88311688 19.11688312] ; [18.11688312 26.88311688],0
s4,1,0.179062,1.805392,[ 6 26] ; [ 4 43],[ 4.05063291 27.94936709] ; [ 5.94936709 41.05063291],0
a4,1,0.19279,1.696166,[17 15] ; [18 29],[14.17721519 17.82278481] ; [20.82278481 26.17721519],0
p10,1,0.193511,1.690684,[26  6] ; [32 15],[23.49367089  8.50632911] ; [34.50632911 12.49367089],0
s2,1,0.19577,1.673649,[11 21] ; [10 37],[ 8.50632911 23.49367089] ; [12.49367089 34.50632911],0
a2,1,0.238428,1.389862,[ 9 23] ; [ 8 39],[ 6.88607595 25.11392405] ; [10.11392405 36.88607595],0
p4,1,0.294671,1.098156,[24  8] ; [30 17],[21.87341772 10.12658228] ; [32.12658228 14.87341772],0
d4,1,0.328432,0.955071,[25  7] ; [32 15],[23.08860759  8.91139241] ; [33.91139241 13.08860759],0
a5,1,0.34936,0.87578,[23  9] ; [29 18],[21.06329114 10.93670886] ; [30.93670886 16.06329114],0
p5,1,0.35891,0.841703,[ 3 29] ; [ 2 45],[ 2.02531646 29.97468354] ; [ 2.97468354 44.02531646],0
n4,1,0.363043,0.82734,[26  6] ; [34 13],[24.30379747  7.69620253] ; [35.69620253 11.30379747],0
a7,1,0.372577,0.795051,[27  5] ; [35 11],[25.43589744  6.56410256] ; [36.56410256  9.43589744],0
b2,1,0.390008,0.738916,[16  9] ; [13 12],[14.5 10.5] ; [14.5 10.5],0
b3,1,0.390008,0.738916,[16  9] ; [13 12],[14.5 10.5] ; [14.5 10.5],0
b1,1,0.406207,0.689873,[10 22] ; [19 28],[11.74683544 20.25316456] ; [17.25316456 29.74683544],0
n1,1,0.423139,0.641581,[4 3] ; [5 8],[3.15 3.85] ; [5.85 7.15],0
d5,1,0.429761,0.623471,[21 11] ; [34 12],[22.56410256  9.43589744] ; [32.43589744 13.56410256],0
p1,1,0.468959,0.524429,[ 3 29] ; [ 7 40],[ 4.05063291 27.94936709] ; [ 5.94936709 41.05063291],0
d3,1,0.492562,0.470926,[23  9] ; [29 16],[21.61038961 10.38961039] ; [30.38961039 14.61038961],0
p2,1,0.516744,0.420388,[31  1] ; [44  3],[30.37974684  1.62025316] ; [44.62025316  2.37974684],0
s3,1,0.524044,0.405927,[11 21] ; [13 34],[ 9.72151899 22.27848101] ; [14.27848101 32.72151899],0
p11,1,0.534449,0.385926,[24  8] ; [38  9],[25.11392405  6.88607595] ; [36.88607595 10.11392405],0
v2,1,0.598784,0.276834,[19 13] ; [24 21],[17.87012987 14.12987013] ; [25.12987013 19.87012987],0
r1,1,0.641225,0.217143,[24  8] ; [33 14],[23.08860759  8.91139241] ; [33.91139241 13.08860759],0
d1,1,0.641854,0.216326,[16 16] ; [26 21],[17.01265823 14.98734177] ; [24.98734177 22.01265823],0
p9,1,0.687194,0.16214,[27  5] ; [38  9],[26.32911392  5.67088608] ; [38.67088608  8.32911392],0
n6,1,0.687194,0.16214,[27  5] ; [38  9],[26.32911392  5.67088608] ; [38.67088608  8.32911392],0
n3,1,0.694354,0.154412,[6 1] ; [11  3],[5.66666667 1.33333333] ; [11.33333333  2.66666667],0
d2,1,0.704232,0.144107,[15 17] ; [20 27],[14.17721519 17.82278481] ; [20.82278481 26.17721519],0
n2,1,0.71714,0.13125,[5 2] ; [11  3],[5.33333333 1.66666667] ; [10.66666667  3.33333333],0
r4,1,0.718596,0.129842,[27  5] ; [41  6],[27.5443038  4.4556962] ; [40.4556962  6.5443038],0
v1,1,0.78047,0.077677,[16 16] ; [25 22],[16.60759494 15.39240506] ; [24.39240506 22.60759494],0
b5,1,0.793768,0.068341,[20 12] ; [28 19],[19.44303797 12.55696203] ; [28.55696203 18.44303797],0
a6,1,0.795398,0.06724,[22 10] ; [31 16],[21.46835443 10.53164557] ; [31.53164557 15.46835443],0
s1,1,0.806109,0.060245,[ 1 31] ; [ 1 44],[ 0.83116883 31.16883117] ; [ 1.16883117 43.83116883],0
p7,1,0.837031,0.04231,[25  6] ; [37 10],[24.64102564  6.35897436] ; [37.35897436  9.64102564],0
p8,1,0.869926,0.026815,[21 11] ; [30 17],[20.65822785 11.34177215] ; [30.34177215 16.65822785],0
b4,1,0.926029,0.00862,[16 16] ; [23 24],[15.79746835 16.20253165] ; [23.20253165 23.79746835],0
n5,1,0.963865,0.002052,[23  9] ; [34 13],[23.08860759  8.91139241] ; [33.91139241 13.08860759],0
p12,1,0.980988,0.000568,[ 2 30] ; [ 3 44],[ 2.02531646 29.97468354] ; [ 2.97468354 44.02531646],0
r2,1,0.990337,0.000147,[29  2] ; [44  3],[29.01282051  1.98717949] ; [43.98717949  3.01282051],0
