Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.383049,[17 56] ; [55 35],[32.24539877 40.75460123] ; [39.75460123 50.24539877],1
s3,1,2e-06,22.58749,[19 52] ; [58 32],[33.95652174 37.04347826] ; [43.04347826 46.95652174],1
s8,1,6e-06,20.621673,[11 62] ; [44 46],[24.63190184 48.36809816] ; [30.36809816 59.63190184],1
s5,1,3.1e-05,17.374404,[ 7 63] ; [34 52],[18.3974359 51.6025641] ; [22.6025641 63.3974359],1
s7,1,3.5e-05,17.147074,[14 56] ; [45 41],[26.47435897 43.52564103] ; [32.52564103 53.47435897],1
r4,1,0.001627,9.929016,[36 37] ; [66 24],[45.6809816 27.3190184] ; [56.3190184 33.6809816],0
v2,1,0.002469,9.163428,[19 53] ; [43 43],[28.25316456 43.74683544] ; [33.74683544 52.25316456],0
v1,1,0.002532,9.117423,[21 49] ; [47 40],[30.31847134 39.68152866] ; [37.68152866 49.31847134],0
d4,1,0.00329,8.639437,[44 29] ; [73 17],[52.39877301 20.60122699] ; [64.60122699 25.39877301],0
p4,1,0.005632,7.664507,[27 44] ; [54 36],[35.72049689 35.27950311] ; [45.27950311 44.72049689],0
p3,1,0.007286,7.201108,[24 48] ; [49 41],[32.44444444 39.55555556] ; [40.55555556 49.44444444],0
p10,1,0.010536,6.54195,[54 17] ; [80  8],[59.83647799 11.16352201] ; [74.16352201 13.83647799],0
d3,1,0.011671,6.36014,[30 41] ; [56 34],[37.92546584 33.07453416] ; [48.07453416 41.92546584],0
p7,1,0.011999,6.31096,[29 42] ; [53 34],[36.84810127 34.15189873] ; [45.15189873 41.84810127],0
a5,1,0.014918,5.926171,[34 39] ; [59 31],[41.65030675 31.34969325] ; [51.34969325 38.65030675],0
r3,1,0.02518,5.011446,[59 13] ; [84  6],[63.55555556  8.44444444] ; [79.44444444 10.55555556],0
p2,1,0.02846,4.800006,[50 20] ; [77 13],[55.5625 14.4375] ; [71.4375 18.5625],0
v4,1,0.030074,4.705046,[58 14] ; [82  7],[62.60869565  9.39130435] ; [77.39130435 11.60869565],0
d1,1,0.039243,4.250316,[24 49] ; [44 46],[30.45398773 42.54601227] ; [37.54601227 52.45398773],0
p11,1,0.041088,4.172378,[52 21] ; [76 14],[57.32515337 15.67484663] ; [70.67484663 19.32515337],0
n3,1,0.043445,4.078006,[17  2] ; [19 11],[13.95918367  5.04081633] ; [22.04081633  7.95918367],0
p6,1,0.045514,3.999505,[17 52] ; [35 53],[22.85350318 46.14649682] ; [29.14649682 58.85350318],0
p5,1,0.058039,3.592541,[ 5 67] ; [15 74],[ 8.94409938 63.05590062] ; [11.05590062 77.94409938],0
v3,1,0.071884,3.239473,[15 57] ; [29 57],[20.05063291 51.94936709] ; [23.94936709 62.05063291],0
b2,1,0.090324,2.868596,[18 21] ; [17 41],[14.07216495 24.92783505] ; [20.92783505 37.07216495],0
b3,1,0.090324,2.868596,[18 21] ; [17 41],[14.07216495 24.92783505] ; [20.92783505 37.07216495],0
d5,1,0.101971,2.674446,[45 27] ; [67 23],[49.77777778 22.22222222] ; [62.22222222 27.77777778],0
u2,1,0.105212,2.624705,[12 19] ; [20 14],[15.26153846 15.73846154] ; [16.73846154 17.26153846],0
p1,1,0.13121,2.278125,[11 61] ; [ 7 83],[ 8. 64.] ; [10. 80.],0
n6,1,0.140959,2.167455,[53 20] ; [74 16],[56.87730061 16.12269939] ; [70.12269939 19.87730061],0
n4,1,0.151655,2.055527,[45 28] ; [65 25],[49.26380368 23.73619632] ; [60.73619632 29.26380368],0
p8,1,0.159314,1.980728,[26 45] ; [42 46],[30.36477987 40.63522013] ; [37.63522013 50.36477987],0
s4,1,0.162591,1.949959,[10 63] ; [20 70],[13.43558282 59.56441718] ; [16.56441718 73.43558282],0
n2,1,0.171973,1.865659,[17  2] ; [22  8],[15.12244898  3.87755102] ; [23.87755102  6.12244898],0
d2,1,0.212793,1.552321,[22 50] ; [36 54],[25.77777778 46.22222222] ; [32.22222222 57.77777778],0
a6,1,0.233693,1.418245,[37 36] ; [54 36],[40.75460123 32.24539877] ; [50.24539877 39.75460123],0
a1,1,0.289428,1.122278,[ 4 69] ; [ 9 81],[ 5.82208589 67.17791411] ; [ 7.17791411 82.82208589],0
u1,1,0.301479,1.067639,[ 5 68] ; [ 3 87],[ 3.58282209 69.41717791] ; [ 4.41717791 85.58282209],0
b5,1,0.307028,1.043417,[51 22] ; [56 34],[47.9202454 25.0797546] ; [59.0797546 30.9202454],0
b1,1,0.337849,0.918578,[33 40] ; [34 56],[30.00613497 42.99386503] ; [36.99386503 53.00613497],0
a7,1,0.408494,0.683179,[41 31] ; [57 33],[43.55555556 28.44444444] ; [54.44444444 35.55555556],0
n5,1,0.426322,0.632823,[50 23] ; [66 23],[52.27160494 20.72839506] ; [63.72839506 25.27160494],0
r2,1,0.435957,0.606902,[56 15] ; [72 14],[57.88535032 13.11464968] ; [70.11464968 15.88535032],0
b4,1,0.450894,0.568404,[42 31] ; [57 33],[44.33742331 28.66257669] ; [54.66257669 35.33742331],0
a8,1,0.465694,0.532174,[ 8 60] ; [ 7 78],[ 6.66666667 61.33333333] ; [ 8.33333333 76.66666667],0
a3,1,0.614883,0.253125,[42 30] ; [56 34],[43.55555556 28.44444444] ; [54.44444444 35.55555556],0
a2,1,0.751879,0.099959,[ 7 66] ; [10 80],[ 7.61349693 65.38650307] ; [ 9.38650307 80.61349693],0
u3,1,0.776708,0.080436,[13 18] ; [15 18],[13.5625 17.4375] ; [14.4375 18.5625],0
s1,1,0.826996,0.047767,[ 2 71] ; [ 3 87],[ 2.2392638 70.7607362] ; [ 2.7607362 87.2392638],0
n1,1,0.932548,0.007164,[ 8 11] ; [13 17],[ 8.14285714 10.85714286] ; [12.85714286 17.14285714],0
a4,1,0.950888,0.003794,[24 49] ; [30 60],[24.18404908 48.81595092] ; [29.81595092 60.18404908],0
