Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.866643,[14 23] ; [196  58],[26.70103093 10.29896907] ; [183.29896907  70.70103093],1
p4,1,2.3e-05,17.949595,[13 24] ; [181  76],[24.41496599 12.58503401] ; [169.58503401  87.41496599],1
d4,1,0.000235,13.529852,[24 13] ; [226  31],[31.46258503  5.53741497] ; [218.53741497  38.46258503],1
p8,1,0.000508,12.085379,[14 24] ; [168  86],[23.68493151 14.31506849] ; [158.31506849  95.68493151],1
p3,1,0.000962,10.898457,[13 24] ; [164  94],[22.2 14.8] ; [154.8 103.2],1
r4,1,0.001223,10.454965,[31  7] ; [246  12],[35.56081081  2.43918919] ; [241.43918919  16.56081081],0
v4,1,0.001529,10.043862,[34  4] ; [252   4],[36.96598639  1.03401361] ; [249.03401361   6.96598639],0
d5,1,0.002646,9.036589,[25 12] ; [223  34],[31.21088435  5.78911565] ; [216.78911565  40.21088435],0
v1,1,0.003805,8.374717,[18 19] ; [184  71],[25.59589041 11.40410959] ; [176.40410959  78.59589041],0
r3,1,0.004095,8.241093,[34  4] ; [252   5],[36.84067797  1.15932203] ; [249.15932203   7.84067797],0
n6,1,0.010625,6.527022,[29  8] ; [235  21],[33.33788396  3.66211604] ; [230.66211604  25.33788396],0
s3,1,0.011168,6.438358,[15 22] ; [158  95],[22.07241379 14.92758621] ; [150.92758621 102.07241379],0
p10,1,0.011588,6.372888,[32  6] ; [245  13],[35.56081081  2.43918919] ; [241.43918919  16.56081081],0
a1,1,0.012608,6.22335,[ 7 31] ; [ 17 241],[ 3.08108108 34.91891892] ; [ 20.91891892 237.08108108],0
s1,1,0.017529,5.64264,[ 3 35] ; [  4 250],[ 0.9109589 37.0890411] ; [  6.0890411 247.9109589],0
p11,1,0.033556,4.517175,[28 10] ; [224  34],[32.35135135  5.64864865] ; [219.64864865  38.35135135],0
a8,1,0.047044,3.943818,[ 1 33] ; [ 36 195],[ 4.74716981 29.25283019] ; [ 32.25283019 198.74716981],0
n3,1,0.074414,3.18287,[5 5] ; [35 10],[7.27272727 2.72727273] ; [32.72727273 12.27272727],0
d1,1,0.114073,2.496861,[21 17] ; [176  82],[25.29054054 12.70945946] ; [171.70945946  86.29054054],0
d3,1,0.144881,2.125339,[23 14] ; [190  68],[26.71525424 10.28474576] ; [186.28474576  71.71525424],0
v2,1,0.146126,2.112231,[26 10] ; [210  45],[29.19587629  6.80412371] ; [206.80412371  48.19587629],0
a4,1,0.201019,1.634954,[15 23] ; [130 127],[18.6779661 19.3220339] ; [126.3220339 130.6779661],0
a6,1,0.204392,1.610711,[29  8] ; [175  82],[25.67346939 11.32653061] ; [178.32653061  78.67346939],0
p6,1,0.215869,1.531625,[13 25] ; [114 140],[16.52739726 21.47260274] ; [110.47260274 143.52739726],0
a3,1,0.250488,1.32058,[27 11] ; [203  53],[29.72789116  8.27210884] ; [200.27210884  55.72789116],0
p12,1,0.250767,1.319027,[ 8 30] ; [ 36 222],[ 5.64864865 32.35135135] ; [ 38.35135135 219.64864865],0
n1,1,0.386469,0.750022,[2 8] ; [15 29],[3.14814815 6.85185185] ; [13.85185185 30.14814815],0
s2,1,0.389198,0.741447,[19 19] ; [147 109],[21.45578231 16.54421769] ; [144.54421769 111.45578231],0
r1,1,0.392244,0.731976,[30  8] ; [217  40],[31.81694915  6.18305085] ; [215.18305085  41.81694915],0
s7,1,0.421663,0.645675,[19 16] ; [151  95],[21.17437722 13.82562278] ; [148.82562278  97.17437722],0
s5,1,0.444947,0.583491,[13 25] ; [101 147],[15.14685315 22.85314685] ; [ 98.85314685 149.14685315],0
s8,1,0.469957,0.522078,[19 18] ; [147 108],[21.03424658 15.96575342] ; [144.96575342 110.03424658],0
s4,1,0.523324,0.407338,[ 6 31] ; [ 32 225],[ 4.78231293 32.21768707] ; [ 33.21768707 223.78231293],0
d2,1,0.551207,0.355159,[18 19] ; [139 119],[19.69152542 17.30847458] ; [137.30847458 120.69152542],0
b5,1,0.551582,0.354491,[20 18] ; [149 109],[21.69594595 16.30405405] ; [147.30405405 110.69594595],0
p1,1,0.566415,0.328718,[ 6 32] ; [ 32 225],[ 4.89491525 33.10508475] ; [ 33.10508475 223.89491525],0
n4,1,0.599599,0.275601,[31  7] ; [219  39],[32.09459459  5.90540541] ; [217.90540541  40.09459459],0
n5,1,0.606697,0.265013,[31  7] ; [218  39],[32.07457627  5.92542373] ; [216.92542373  40.07457627],0
b4,1,0.618919,0.247389,[24 14] ; [152 106],[22.59459459 15.40540541] ; [153.40540541 104.59459459],0
