Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2.1e-05,18.07295,[10 22] ; [46 14],[19.47826087 12.52173913] ; [36.52173913 23.47826087],1
p6,1,4.5e-05,16.634577,[ 5 27] ; [36 24],[14.26086957 17.73913043] ; [26.73913043 33.26086957],1
p8,1,0.002984,8.816935,[10 21] ; [39 21],[16.69230769 14.30769231] ; [32.30769231 27.69230769],0
p7,1,0.009358,6.753262,[16 16] ; [46 14],[21.56521739 10.43478261] ; [40.43478261 19.56521739],0
a5,1,0.043166,4.088889,[20 12] ; [49 11],[24.  8.] ; [45. 15.],0
p10,1,0.056422,3.63956,[24  8] ; [54  6],[27.13043478  4.86956522] ; [50.86956522  9.13043478],0
v3,1,0.079814,3.068694,[ 7 25] ; [24 36],[10.7826087 21.2173913] ; [20.2173913 39.7826087],0
s2,1,0.116641,2.461852,[ 4 28] ; [16 44],[ 6.95652174 25.04347826] ; [13.04347826 46.95652174],0
p11,1,0.129374,2.3,[21 11] ; [48 12],[24.  8.] ; [45. 15.],0
a8,1,0.162514,1.950676,[ 6 21] ; [ 6 50],[ 3.90361446 23.09638554] ; [ 8.09638554 47.90361446],0
v1,1,0.163153,1.944754,[13 19] ; [33 26],[16.17582418 15.82417582] ; [29.82417582 29.17582418],0
p9,1,0.171445,1.870259,[24  7] ; [53  7],[26.23076923  4.76923077] ; [50.76923077  9.23076923],0
n3,1,0.172208,1.863616,[6 1] ; [9 7],[4.56521739 2.43478261] ; [10.43478261  5.56521739],0
d1,1,0.172849,1.858061,[15 17] ; [37 23],[18.08695652 13.91304348] ; [33.91304348 26.08695652],0
p5,1,0.173499,1.852446,[ 5 27] ; [17 43],[ 7.65217391 24.34782609] ; [14.34782609 45.65217391],0
n1,1,0.202134,1.626891,[4 3] ; [ 5 12],[2.625 4.375] ; [ 6.375 10.625],0
v2,1,0.202585,1.623642,[17 15] ; [40 20],[19.82608696 12.17391304] ; [37.17391304 22.82608696],0
v4,1,0.223427,1.482222,[29  3] ; [58  2],[30.26086957  1.73913043] ; [56.73913043  3.26086957],0
n4,1,0.228257,1.451688,[22 10] ; [48 12],[24.34782609  7.65217391] ; [45.65217391 14.34782609],0
